Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
782,Gabriel Vega,ar ARG,MF,Banfield,23-017,2002,2.9,8,2.76,7,1,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
783,Román Vega,ar ARG,"DF,MF",Arg Juniors,21-124,2004,7.9,21,2.64,17,3,0,1,0,0,3,0.38,2,0,0,1,0,0,Matches
784,Alan Velasco,ar ARG,"MF,FW",Boca Juniors,22-282,2002,5.6,20,3.54,9,5,1,2,3,0,3,0.53,1,0,1,0,1,0,Matches
785,Juan Velazquez,ar ARG,"DF,MF",Belgrano,20-167,2004,2.3,5,2.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
786,Federico Vera,ar ARG,DF,Independiente,27-042,1998,13.5,19,1.41,12,2,3,0,2,0,0,0.00,0,0,0,0,0,0,Matches
787,Lionel Verde,ar ARG,MF,Unión,20-199,2004,4.9,25,5.10,9,13,0,1,2,0,1,0.20,1,0,0,0,0,0,Matches
788,Gastón Verón,ar ARG,"FW,MF",Cen. Córdoba–SdE,24-012,2001,7.7,26,3.38,17,2,1,1,4,1,1,0.13,1,0,0,0,0,0,Matches
789,Manuel Vicentini,ar ARG,GK,Belgrano,35-016,1990,5.0,1,0.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
790,Luciano Vietto,ar ARG,"MF,FW",Racing Club,31-151,1993,6.8,38,5.55,28,6,2,2,0,0,4,0.58,3,0,0,1,0,0,Matches
791,Alex Vigo,ar ARG,"DF,FW",Sarmiento,26-007,1999,7.1,18,2.54,11,4,2,1,0,0,1,0.14,1,0,0,0,0,0,Matches
792,Sebastián Villa,co COL,FW,Ind. Rivadavia,28-351,1996,15.9,67,4.22,29,22,7,4,5,0,7,0.44,4,1,1,0,1,0,Matches
793,Carlos Villalba,ar ARG,MF,Sarmiento,26-290,1998,9.4,13,1.38,11,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
794,Iván Villalba,py PAR,DF,Ind. Rivadavia,30-106,1995,13.1,7,0.53,5,0,0,2,0,0,3,0.23,2,0,0,1,0,0,Matches
795,Juan Villalba,ar ARG,DF,Gimnasia–LP,19-051,2006,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
796,Santiago Villarreal,ar ARG,"FW,MF",Gimnasia–LP,19-166,2005,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
797,Emiliano Viveros,ar ARG,"FW,MF",Arg Juniors,22-217,2002,4.7,22,4.67,18,1,0,2,1,0,4,0.85,2,0,0,2,0,0,Matches
798,Andrés Vombergar,si SVN,FW,San Lorenzo,30-166,1994,13.4,13,0.97,12,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
799,Franco Watson,ar ARG,MF,Huracán,25-124,2000,2.2,8,3.67,5,1,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
800,Nicólas Watson,ar ARG,MF,San Martín de San Juan,26-348,1998,7.5,18,2.41,14,0,0,0,4,0,2,0.27,1,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
801,Axel Werner,ar ARG,GK,Rosario Central,29-066,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
802,Bastián Yañez,cl CHI,"MF,FW",Godoy Cruz,23-318,2001,7.8,20,2.57,18,1,0,0,1,0,4,0.51,3,0,0,0,1,0,Matches
803,Daniel Zabala,ar ARG,DF,Huracán,22-108,2003,1.1,1,0.89,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
804,David Zalazar,ar ARG,"MF,FW",Cen. Córdoba–SdE,22-361,2002,1.5,10,6.77,7,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
805,Maximiliano Zalazar,ar ARG,"FW,MF",Tigre,24-058,2001,1.5,4,2.71,2,0,1,1,0,0,1,0.68,0,0,0,1,0,0,Matches
806,Nicolás Zalazar,ar ARG,DF,Instituto,28-096,1997,7.7,9,1.17,7,1,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches
807,Franco Zapiola,ar ARG,"FW,MF",Platense,24-075,2001,8.1,28,3.68,21,4,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
808,Federico Zaracho,ar ARG,MF,Racing Club,27-056,1998,4.7,13,2.76,12,0,0,1,0,0,2,0.42,1,0,0,1,0,0,Matches
809,Exequiel Zeballos,ar ARG,"FW,MF",Boca Juniors,23-011,2002,6.4,26,4.04,16,0,8,1,1,0,2,0.31,1,0,1,0,0,0,Matches
810,Gonzalo Zelarayán,ar ARG,MF,Belgrano,21-007,2004,0.1,1,6.92,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
811,Lucas Zelarayán,am ARM,MF,Belgrano,32-319,1992,9.0,56,6.21,26,19,3,4,4,0,3,0.33,3,0,0,0,0,0,Matches
812,Felipe Zenobio,ar ARG,GK,Tigre,24-348,2000,16.0,3,0.19,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
813,Kevin Zenon,ar ARG,"MF,FW",Boca Juniors,23-279,2001,9.2,32,3.48,26,3,2,1,0,0,2,0.22,1,0,0,1,0,0,Matches
814,Juan Zozaya,ar ARG,GK,Cen. Córdoba–SdE,23-328,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
815,Bruno Zuculini,ar ARG,MF,Racing Club,32-033,1993,2.3,7,3.06,4,0,0,2,0,1,4,1.75,2,0,0,1,0,1,Matches
