Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1576,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-217,2000,30.0,931,623,306,101,0,3,0,0,0,0,0,0,611,2,1,Matches
1577,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-251,1998,22.2,793,736,56,8,4,3,33,12,30,7,1,0,631,1,28,Matches
1578,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-127,1999,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-017,1996,30.9,1778,1679,97,76,1,3,33,20,0,0,0,0,1523,2,19,Matches
1580,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,40-037,1985,16.5,498,387,111,38,0,0,0,0,0,0,0,0,352,0,0,Matches
1581,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-229,2001,5.0,204,173,29,11,0,1,0,0,0,0,0,0,142,2,0,Matches
1582,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-103,1994,10.5,612,517,95,11,0,1,8,84,0,0,0,0,515,0,7,Matches
1583,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-194,1991,17.3,1114,994,119,28,1,15,9,86,0,0,0,0,986,1,6,Matches
1584,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-309,1997,17.5,729,648,76,51,2,6,26,4,17,4,4,0,568,5,12,Matches
1585,Orel Mangala,be BEL,MF,Everton,eng Premier League,27-047,1998,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10,Matches
1586,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27-047,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2,Matches
1587,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28-324,1996,16.2,802,633,162,38,1,3,84,92,32,24,5,0,619,7,21,Matches
1588,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-364,1994,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5,Matches
1589,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,19-202,2005,1.6,67,67,0,0,0,0,3,0,0,0,0,0,52,0,1,Matches
1590,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-313,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1591,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-278,2002,7.2,163,154,9,0,2,1,2,1,0,0,0,0,111,0,10,Matches
1592,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-221,2002,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1,Matches
1593,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-221,2002,3.8,138,128,9,3,0,1,0,6,0,0,0,0,100,1,1,Matches
1594,Marcão,br BRA,DF,Sevilla,es La Liga,28-333,1996,5.1,261,242,18,10,0,0,0,0,0,0,0,0,230,1,4,Matches
1595,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30-288,1994,1.9,95,81,14,1,0,1,20,6,6,3,2,1,60,0,7,Matches
1596,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-114,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
1597,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,36-020,1989,15.3,910,713,195,18,2,2,49,177,0,0,0,0,723,2,18,Matches
1598,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-297,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1599,Pablo Marí,es ESP,DF,Monza,it Serie A,31-246,1993,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2,Matches
1600,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31-246,1993,8.2,361,345,13,7,0,0,0,2,0,0,0,0,322,3,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1601,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-104,1995,20.2,1218,1147,70,49,1,18,0,5,0,0,0,0,1112,1,4,Matches
1602,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20-285,2004,9.4,348,313,32,17,0,6,4,7,0,0,0,0,271,3,4,Matches
1603,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-353,1995,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2,Matches
1604,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29-353,1995,3.5,94,88,5,1,0,0,3,1,0,0,0,0,72,1,0,Matches
1605,Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,es La Liga,20-029,2005,1.2,40,39,1,1,0,0,2,0,0,0,0,0,25,0,3,Matches
1606,Rafa Marín,es ESP,DF,Napoli,it Serie A,22-350,2002,1.6,118,113,5,4,0,3,0,0,0,0,0,0,115,0,0,Matches
1607,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-305,2003,9.6,309,298,10,1,2,0,7,0,0,0,0,0,241,1,8,Matches
1608,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-346,1996,14.9,695,603,90,44,5,3,72,3,42,3,37,0,528,2,14,Matches
1609,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-363,1994,23.0,1174,1131,38,33,2,5,2,4,0,0,0,0,1017,5,6,Matches
1610,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23-307,2001,23.7,1320,1132,185,27,0,7,47,153,0,0,0,0,1004,3,22,Matches
1611,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-086,1999,11.1,260,234,24,4,2,0,25,1,14,8,3,0,203,2,3,Matches
1612,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-086,1999,16.1,430,332,95,29,5,2,78,6,50,22,24,0,300,3,10,Matches
1613,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-157,2003,0.2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,Matches
1614,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-355,1994,18.4,1751,1713,36,23,3,11,2,11,0,0,0,0,1660,2,6,Matches
1615,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23-207,2001,1.0,30,19,10,2,0,0,0,0,0,0,0,0,22,1,0,Matches
1616,Ange Martial Tia,ml MLI,MF,Reims,fr Ligue 1,18-165,2006,0.9,37,34,2,1,0,0,1,0,1,1,0,0,23,1,0,Matches
1617,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-012,1997,30.9,1532,1116,411,85,0,2,233,235,91,41,47,0,1105,5,27,Matches
1618,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,23-012,2002,14.5,389,383,6,2,4,2,24,4,0,0,0,0,255,0,23,Matches
1619,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-123,2002,9.8,677,581,95,10,1,1,32,85,0,0,0,0,561,1,22,Matches
1620,Iván Martín,es ESP,MF,Girona,es La Liga,26-079,1999,19.5,1244,1222,21,13,1,1,17,8,0,0,0,0,1121,1,15,Matches
1621,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-123,2006,7.0,361,351,10,10,0,1,0,0,0,0,0,0,309,0,2,Matches
1622,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,35-025,1990,5.4,289,278,9,6,0,1,3,3,0,0,0,0,255,2,6,Matches
1623,Mario Martín,es ESP,MF,Valladolid,es La Liga,21-060,2004,17.9,736,699,35,22,2,3,9,2,1,1,0,0,625,2,12,Matches
1624,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-320,2001,22.7,628,610,13,0,5,2,83,10,3,3,0,0,446,5,31,Matches
1625,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-009,2003,24.7,1613,1380,227,40,4,5,50,186,1,0,1,0,1391,6,31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1626,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-244,1992,33.0,1287,1037,243,80,0,2,0,0,0,0,0,0,1018,7,0,Matches
1627,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-352,1991,25.7,2307,2192,112,90,3,31,6,7,0,0,0,0,2102,3,14,Matches
1628,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-133,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1629,Josep Martinez,es ESP,GK,Inter,it Serie A,26-342,1998,4.0,181,157,24,6,0,1,0,0,0,0,0,0,155,0,0,Matches
1630,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-255,1997,28.5,634,596,30,3,9,10,13,2,0,0,0,0,472,8,21,Matches
1631,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-106,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7,Matches
1632,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-359,1996,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1,Matches
1633,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-194,2002,1.1,49,49,0,0,0,0,0,0,0,0,0,0,44,0,0,Matches
1634,Toni Martínez,es ESP,"FW,MF",Alavés,es La Liga,27-308,1997,10.1,216,203,10,0,2,2,6,1,0,0,0,0,128,3,1,Matches
1635,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,20-093,2005,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3,Matches
1636,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-363,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
1637,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-199,1992,23.3,1141,958,182,24,0,2,49,158,0,0,0,0,968,1,13,Matches
1638,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-305,2000,9.1,386,326,60,11,0,0,47,49,0,0,0,0,279,0,18,Matches
1639,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-091,1993,18.7,743,729,11,11,0,7,3,0,0,0,0,0,629,3,8,Matches
1640,Adam Masina,ma MAR,DF,Torino,it Serie A,31-122,1994,18.5,1096,1040,53,20,1,7,14,25,0,0,0,0,918,3,3,Matches
1641,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-097,2001,13.1,523,502,21,18,1,2,21,3,0,0,0,0,402,0,19,Matches
1642,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,31-123,1994,9.9,238,231,5,1,0,1,23,3,0,0,0,0,170,2,8,Matches
1643,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-163,1998,10.1,422,406,13,10,1,2,0,0,0,0,0,0,349,3,4,Matches
1644,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-301,2001,8.7,330,324,6,5,0,5,8,0,0,0,0,0,277,0,3,Matches
1645,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-178,1992,25.1,1552,1435,114,57,0,3,36,48,0,0,0,0,1370,3,13,Matches
1646,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-192,1988,5.9,149,145,3,0,0,0,9,0,0,0,0,0,99,1,5,Matches
1647,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,22-034,2003,3.5,75,69,6,0,1,0,0,0,0,0,0,0,57,0,3,Matches
1648,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-232,2002,18.2,944,922,19,7,0,3,14,11,0,0,0,0,824,3,18,Matches
1649,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,23-078,2002,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0,Matches
1650,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-310,1997,27.1,414,405,8,0,7,0,24,0,0,0,0,0,269,1,15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1651,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-276,1988,20.6,1292,1238,50,39,4,11,8,3,0,0,0,0,1124,4,17,Matches
1652,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-052,2008,0.5,20,19,1,0,0,0,0,1,0,0,0,0,19,0,0,Matches
1653,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-354,2002,25.3,1139,1100,34,24,1,2,2,5,0,0,0,0,967,5,15,Matches
1654,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19-362,2005,8.9,314,297,17,5,1,1,28,5,6,3,0,0,236,0,11,Matches
1655,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-205,2004,10.0,359,325,33,4,0,1,8,28,0,0,0,0,280,1,7,Matches
1656,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,27-006,1998,21.4,1064,1028,33,27,3,6,1,6,0,0,0,0,925,3,12,Matches
1657,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-263,1996,11.5,291,259,32,4,1,0,1,3,0,0,0,0,244,0,9,Matches
1658,Maurides,br BRA,FW,St. Pauli,de Bundesliga,31-055,1994,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1659,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-338,1998,17.9,613,588,20,2,6,0,69,11,7,4,2,0,460,5,24,Matches
1660,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-144,1997,21.6,1176,1114,58,39,1,22,2,15,0,0,0,0,1010,4,10,Matches
1661,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-016,2005,15.6,829,794,35,10,0,0,3,20,0,0,0,0,718,0,12,Matches
1662,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,21-040,2004,2.7,85,76,6,2,0,0,6,0,0,0,0,0,45,3,7,Matches
1663,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-029,1997,9.3,197,176,19,1,0,4,8,3,0,0,0,0,153,2,4,Matches
1664,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-352,2006,7.6,389,361,26,5,0,2,9,10,4,2,0,0,338,2,11,Matches
1665,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-171,1997,29.3,1648,1460,187,21,7,5,20,156,0,0,0,0,1409,1,34,Matches
1666,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-170,1995,3.7,197,191,5,2,1,2,12,2,0,0,0,0,156,1,4,Matches
1667,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-281,1995,7.7,295,241,53,2,1,0,13,51,0,0,0,0,236,1,6,Matches
1668,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-108,2004,7.8,268,262,5,1,0,0,17,4,0,0,0,0,229,1,3,Matches
1669,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-126,2006,2.5,139,126,13,2,0,2,14,0,11,5,1,0,105,0,3,Matches
1670,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-135,1998,27.3,967,908,55,3,6,19,28,8,4,0,0,0,801,4,26,Matches
1671,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-100,2008,2.8,119,118,0,0,0,0,4,0,0,0,0,0,103,1,1,Matches
1672,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-270,1999,33.9,1168,1029,132,35,12,6,177,14,78,63,2,0,779,7,44,Matches
1673,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,22-198,2002,3.4,109,107,2,1,1,0,5,0,1,1,0,0,86,0,4,Matches
1674,Kasey McAteer,ie IRL,"FW,MF",Leicester City,eng Premier League,23-163,2001,6.8,200,190,7,0,0,0,16,7,0,0,0,0,143,3,10,Matches
1675,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28-334,1996,17.4,381,350,29,1,0,0,1,4,0,0,0,0,253,2,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1676,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,35-152,1989,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1,Matches
1677,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-198,1994,22.8,798,745,52,24,9,2,54,3,17,9,3,0,658,1,15,Matches
1678,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,28-173,1996,25.4,1344,1285,57,35,0,4,2,5,0,0,0,0,1165,2,5,Matches
1679,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,26-249,1998,22.6,1016,931,81,3,6,4,15,77,0,0,0,0,851,4,14,Matches
1680,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-068,1999,25.7,1258,1152,106,28,0,6,1,66,0,0,0,0,1081,0,7,Matches
1681,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,25-163,1999,14.0,570,474,92,29,7,5,97,5,41,28,5,4,420,4,16,Matches
1682,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,28-147,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0,Matches
1683,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-147,1996,29.6,827,816,9,5,8,7,8,3,0,0,0,0,697,2,18,Matches
1684,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,26-239,1998,16.9,703,688,12,7,2,2,1,0,0,0,0,0,609,3,2,Matches
1685,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25-341,1999,25.3,1696,1573,114,59,2,5,16,55,0,0,0,0,1483,9,18,Matches
1686,Ben Mee,eng ENG,DF,Brentford,eng Premier League,35-225,1989,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1,Matches
1687,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18-310,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1688,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-168,2003,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1689,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,23-152,2001,4.5,160,153,7,1,0,0,0,2,0,0,0,0,142,0,3,Matches
1690,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,23-152,2001,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1,Matches
1691,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-205,2007,6.0,92,86,6,0,1,0,2,0,0,0,0,0,62,0,3,Matches
1692,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,22-034,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1693,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27-364,1997,20.4,510,434,76,17,0,0,87,5,53,28,18,1,352,0,21,Matches
1694,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,26-075,1999,1.0,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3,Matches
1695,Arthur Melo,br BRA,MF,Girona,es La Liga,28-265,1996,6.3,456,439,15,13,0,0,3,2,0,0,0,0,430,2,3,Matches
1696,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-319,2002,17.6,1416,1266,147,28,3,25,53,115,4,2,2,0,1228,3,21,Matches
1697,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-117,1997,14.8,702,636,61,28,2,11,44,5,23,6,13,0,547,5,17,Matches
1698,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20-342,2004,7.7,423,369,54,14,1,1,7,40,0,0,0,0,341,0,5,Matches
1699,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-330,1995,11.2,671,581,88,19,0,2,1,69,0,0,0,0,630,2,8,Matches
1700,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-315,1992,3.5,167,166,1,1,0,1,1,0,0,0,0,0,152,0,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1701,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-290,1998,23.2,1186,976,206,18,2,12,71,188,0,0,0,0,937,4,34,Matches
1702,Alex Meret,it ITA,GK,Napoli,it Serie A,28-043,1997,30.4,1076,850,226,55,0,2,0,0,0,0,0,0,920,0,0,Matches
1703,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-316,1996,15.8,541,531,5,4,5,1,12,1,0,0,0,0,422,5,12,Matches
1704,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-353,2002,16.7,1096,940,154,14,0,4,93,115,25,6,14,0,904,2,26,Matches
1705,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-329,1999,4.6,189,183,6,3,1,1,3,1,0,0,0,0,148,0,6,Matches
1706,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,22-006,2003,4.9,217,190,27,4,0,0,16,23,0,0,0,0,158,0,10,Matches
1707,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33-356,1991,7.1,185,175,10,1,1,1,20,6,2,0,1,0,119,0,7,Matches
1708,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,25-180,1999,3.9,117,108,7,3,0,0,7,1,3,0,3,0,75,2,3,Matches
1709,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-353,1993,10.0,631,589,41,15,0,5,3,4,0,0,0,0,526,1,3,Matches
1710,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-234,1991,18.4,1256,1106,150,11,1,7,51,137,2,0,0,0,1011,0,23,Matches
1711,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,34-021,1991,2.0,83,68,15,8,0,0,0,0,0,0,0,0,54,0,0,Matches
1712,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-196,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1713,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19-317,2005,1.1,37,36,1,0,0,0,1,0,0,0,0,0,31,0,0,Matches
1714,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-352,2005,0.4,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1715,Miguel,es ESP,FW,Leganés,es La Liga,25-243,1999,18.6,224,206,15,0,4,1,7,2,0,0,0,0,128,3,12,Matches
1716,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,25-091,2000,14.3,431,368,61,14,3,4,33,6,40,12,6,1,325,2,8,Matches
1717,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-185,2000,14.8,400,382,15,1,4,3,9,3,0,0,0,0,308,3,12,Matches
1718,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21-330,2003,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
1719,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-204,1997,33.0,898,861,30,30,0,3,0,0,0,0,0,0,728,7,3,Matches
1720,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-003,2006,2.8,162,161,0,0,1,0,0,0,0,0,0,0,142,1,4,Matches
1721,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-073,1997,34.0,1514,1142,367,113,1,5,0,0,0,0,0,0,1015,5,1,Matches
1722,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-106,1998,10.4,712,676,34,19,0,15,2,2,0,0,0,0,636,2,3,Matches
1723,Luis Milla,es ESP,MF,Getafe,es La Liga,30-209,1994,28.9,1431,1147,274,155,4,23,182,1,101,42,43,1,1061,10,17,Matches
1724,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32-223,1992,3.5,118,104,14,6,3,1,11,3,5,2,3,0,65,0,11,Matches
1725,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22-291,2002,19.1,1038,991,46,9,5,5,38,10,19,3,10,1,876,1,25,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1726,James Milner,eng ENG,MF,Brighton,eng Premier League,39-120,1986,1.9,73,62,11,4,2,0,8,0,6,2,3,0,55,0,1,Matches
1727,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-170,1996,25.4,2530,2474,53,25,1,5,0,3,0,0,0,0,2340,3,10,Matches
1728,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-223,1994,26.5,1333,1255,75,64,1,2,1,6,0,0,0,0,1139,3,7,Matches
1729,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-108,1995,22.9,690,670,13,1,15,2,21,6,0,0,0,0,488,7,29,Matches
1730,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-119,2004,4.9,235,205,30,5,0,0,17,23,2,2,0,0,185,0,4,Matches
1731,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-052,1993,11.7,656,615,41,18,0,3,1,0,0,0,0,0,581,0,6,Matches
1732,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-356,1999,25.6,1870,1541,321,56,9,10,121,240,25,11,11,0,1439,8,33,Matches
1733,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,19-105,2006,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1734,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20-286,2004,16.6,459,415,42,9,2,4,73,17,16,7,6,0,283,2,30,Matches
1735,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-314,1999,9.4,109,91,17,0,0,0,3,0,0,0,0,0,82,1,4,Matches
1736,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27-320,1997,6.6,144,142,2,0,0,0,5,0,0,0,0,0,109,0,6,Matches
1737,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-105,2000,23.6,1744,1381,359,77,5,4,201,207,75,17,41,0,1311,4,27,Matches
1738,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,21-274,2003,18.6,567,494,67,20,5,8,61,7,33,7,22,0,422,6,14,Matches
