Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2485,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-347,2003,1.4,113,113,0,0,1,0,0,0,0,0,0,0,99,0,0,Matches
2486,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,23-078,2002,13.1,317,314,2,0,0,2,25,2,0,0,0,0,253,1,7,Matches
2487,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-186,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13,Matches
2488,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-331,2002,22.0,509,428,78,27,2,9,46,11,20,9,7,0,374,3,19,Matches
2489,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-166,1993,2.5,161,140,18,3,2,1,21,3,12,9,2,0,124,3,3,Matches
2490,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-256,2002,33.8,1365,1039,325,120,0,2,0,0,0,0,0,0,932,1,1,Matches
2491,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-119,1999,13.5,377,336,36,17,0,0,35,1,14,10,4,0,259,5,12,Matches
2492,Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,23-081,2002,6.7,370,315,55,7,0,3,25,34,14,12,0,0,289,0,10,Matches
2493,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-089,1998,11.6,581,456,122,33,2,2,2,63,0,0,0,0,479,3,10,Matches
2494,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-250,1999,34.0,1280,1056,223,57,0,1,0,0,0,0,0,0,1015,1,0,Matches
2495,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-201,1998,14.6,829,749,77,47,3,0,2,4,0,0,0,0,703,3,8,Matches
2496,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21-092,2004,12.7,325,322,2,0,2,0,18,2,0,0,0,0,234,1,16,Matches
2497,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-130,2002,10.5,656,587,69,25,0,1,1,12,0,0,0,0,581,0,7,Matches
2498,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-123,1994,12.3,563,478,84,7,2,3,36,77,0,0,0,0,435,1,16,Matches
2499,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,31-045,1994,16.5,259,224,32,1,0,1,9,4,0,0,0,0,162,3,12,Matches
2500,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-016,1990,13.0,400,339,59,14,0,1,0,0,0,0,0,0,356,2,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2501,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-222,1995,10.9,194,184,10,1,0,0,13,0,6,6,0,0,144,0,12,Matches
2502,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-191,2000,25.1,1201,1096,104,18,4,12,34,34,12,8,3,0,1015,1,24,Matches
2503,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-150,1995,14.8,313,299,9,0,1,0,4,0,0,0,0,0,198,5,5,Matches
2504,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-328,1997,12.4,304,283,20,2,1,1,14,13,1,0,0,0,235,1,14,Matches
2505,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27-328,1997,5.6,118,110,8,2,0,0,4,0,0,0,0,0,97,0,4,Matches
2506,Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30-318,1994,8.9,206,196,7,0,0,0,4,0,0,0,0,0,129,3,5,Matches
2507,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-246,1992,18.1,1157,1015,139,23,0,1,27,116,0,0,0,0,1008,3,23,Matches
2508,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-082,1996,30.0,2157,2109,46,33,2,4,6,5,0,0,0,0,2011,2,4,Matches
2509,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,31-089,1994,7.2,301,291,10,8,0,0,9,2,0,0,0,0,259,0,7,Matches
2510,Axel Tapé,fr FRA,DF,Paris S-G,fr Ligue 1,17-267,2007,1.0,88,86,2,1,0,0,0,1,0,0,0,0,84,0,1,Matches
2511,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-280,1995,22.2,841,808,30,24,4,17,12,6,0,0,0,0,650,3,20,Matches
2512,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-091,1999,25.2,1810,1689,120,45,1,9,8,64,0,0,0,0,1566,1,11,Matches
2513,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,33-012,1992,10.9,845,794,49,27,3,6,21,9,13,7,3,0,719,2,5,Matches
2514,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-290,1992,6.7,186,179,4,1,4,0,1,1,0,0,0,0,148,3,7,Matches
2515,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-228,1995,0.2,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches
2516,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-349,2002,11.0,437,419,13,9,5,5,16,2,2,0,0,0,348,5,10,Matches
2517,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-166,1992,32.5,1290,1204,77,46,2,13,1,3,0,0,0,0,1045,9,12,Matches
2518,César Tárrega,es ESP,DF,Valencia,es La Liga,23-067,2002,29.6,1415,1350,61,42,0,8,1,1,0,0,0,0,1187,4,12,Matches
2519,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-098,2000,17.2,939,764,174,37,2,6,110,128,9,4,4,0,746,1,25,Matches
2520,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,26-043,1999,18.6,763,651,108,28,4,7,91,23,45,34,4,1,553,4,19,Matches
2521,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-228,1993,3.0,177,146,30,7,0,0,9,21,2,1,1,0,154,1,3,Matches
2522,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-315,1998,8.5,372,362,10,2,2,3,6,0,3,3,0,0,306,0,5,Matches
2523,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-238,2003,7.3,247,223,24,1,1,2,32,4,15,11,3,0,172,0,5,Matches
2524,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-232,2001,32.2,1035,852,180,8,2,6,103,172,0,0,0,0,781,3,31,Matches
2525,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-162,2002,19.6,943,754,182,20,1,0,73,162,0,0,0,0,711,7,25,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2526,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,25-097,2000,26.3,1846,1765,79,54,0,8,10,5,0,0,0,0,1705,2,10,Matches
2527,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-288,1996,12.9,557,434,121,29,1,3,100,50,42,12,24,0,396,2,15,Matches
2528,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,21-022,2004,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0,Matches
2529,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-007,2005,6.2,180,168,11,1,1,1,25,4,3,3,0,0,132,1,6,Matches
2530,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,20-007,2005,2.8,128,118,10,3,0,1,5,4,2,0,0,0,108,0,2,Matches
2531,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25-303,1999,13.8,321,310,8,1,2,1,22,4,0,0,0,0,244,3,20,Matches
2532,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-072,1996,29.3,1257,933,318,10,0,4,75,305,0,0,0,0,918,6,31,Matches
2533,Casper Tengstedt,dk DEN,"FW,MF",Hellas Verona,it Serie A,24-337,2000,15.5,274,244,29,0,2,2,8,5,0,0,0,0,188,1,18,Matches
2534,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,33-004,1992,6.5,228,197,31,11,0,0,0,0,0,0,0,0,211,0,0,Matches
2535,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,22-085,2003,6.0,257,219,38,7,1,1,3,31,0,0,0,0,226,0,2,Matches
2536,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,35-057,1990,3.0,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0,Matches
2537,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-198,2000,1.5,79,77,2,1,1,2,5,0,0,0,0,0,64,0,2,Matches
2538,Ramón Terrats,es ESP,"MF,FW",Getafe,es La Liga,24-198,2000,10.1,267,238,26,12,2,3,27,3,11,3,7,0,175,3,8,Matches
2539,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28-061,1997,6.5,199,185,10,0,2,0,5,0,2,1,0,0,163,4,6,Matches
2540,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-222,2001,11.9,655,640,15,6,1,13,13,3,5,3,2,0,586,0,6,Matches
2541,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-207,1995,16.7,823,683,136,4,1,2,29,132,0,0,0,0,669,4,23,Matches
2542,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-216,1993,8.3,624,545,75,29,3,8,44,10,23,17,4,0,494,4,17,Matches
2543,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-216,1999,5.0,274,214,59,5,1,1,11,51,3,1,0,0,220,1,8,Matches
2544,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-098,1993,21.7,819,700,111,30,5,13,168,7,56,18,26,1,544,8,28,Matches
2545,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-344,2000,27.0,1641,1505,131,32,6,12,17,71,0,0,0,0,1376,5,14,Matches
2546,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-100,1987,0.2,20,17,3,1,0,0,0,2,0,0,0,0,17,0,0,Matches
2547,Thiago,br BRA,FW,Brentford,eng Premier League,23-312,2001,1.5,39,38,1,0,0,0,1,0,0,0,0,0,28,0,0,Matches
2548,Malick Thiaw,de GER,DF,Milan,it Serie A,23-269,2001,19.2,1224,1169,50,33,2,6,3,2,0,0,0,0,1137,5,2,Matches
2549,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-261,1992,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2550,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-328,2001,9.7,527,441,83,14,0,0,23,61,8,4,3,0,418,3,12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2551,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-255,1999,12.9,480,404,75,16,0,1,109,15,44,18,20,0,315,1,15,Matches
2552,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-145,1993,26.2,1510,1438,67,36,4,8,56,7,24,8,13,0,1234,5,30,Matches
2553,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-364,1996,20.1,506,504,0,0,3,0,9,0,0,0,0,0,339,2,19,Matches
2554,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-039,2001,22.8,1272,1248,21,18,4,1,11,3,0,0,0,0,1131,3,11,Matches
2555,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-271,1997,24.4,531,500,29,0,4,2,12,0,0,0,0,0,389,2,11,Matches
2556,Cheikh Tidiane Niasse,sn SEN,MF,Hellas Verona,it Serie A,25-105,2000,7.4,205,199,5,3,0,2,2,1,0,0,0,0,168,1,4,Matches
2557,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27-362,1997,33.3,2044,1831,206,98,24,8,118,2,85,63,8,1,1679,7,37,Matches
2558,Kieran Tierney,sct SCO,"DF,FW",Arsenal,eng Premier League,27-333,1997,2.0,117,99,18,4,0,0,10,14,0,0,0,0,96,0,2,Matches
2559,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27-299,1997,17.1,434,422,11,0,1,0,1,0,1,0,0,0,270,1,18,Matches
2560,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23-321,2001,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25,Matches
2561,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-125,1999,16.5,866,834,29,25,0,3,2,4,0,0,0,0,761,3,6,Matches
2562,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,29-258,1995,1.5,67,39,28,0,0,0,4,27,1,1,0,0,47,0,3,Matches
2563,Umut Tohumcu,de GER,"MF,FW",Hoffenheim,de Bundesliga,20-266,2004,4.0,126,113,12,7,0,0,8,0,4,3,1,0,105,1,1,Matches
2564,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,30-274,1994,24.8,1519,1450,65,37,5,13,30,25,1,1,0,0,1288,4,38,Matches
2565,John Tolkin,us USA,"DF,MF",Holstein Kiel,de Bundesliga,22-277,2002,5.4,248,180,68,15,1,1,36,33,20,10,8,0,167,0,3,Matches
2566,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,34-206,1990,4.7,274,267,6,5,0,1,2,1,0,0,0,0,243,1,0,Matches
2567,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,es La Liga,30-199,1994,0.2,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
2568,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22-322,2002,20.9,474,466,6,0,5,3,22,3,0,0,0,0,328,2,17,Matches
2569,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,26-180,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
2570,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-136,1997,14.7,900,839,59,32,2,3,3,16,0,0,0,0,831,2,3,Matches
2571,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,24-361,2000,25.2,1303,1265,33,18,7,6,30,7,7,5,1,0,1090,5,20,Matches
2572,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,22-031,2003,3.4,220,198,21,5,3,0,13,0,14,9,1,0,180,1,4,Matches
2573,David Torres,es ESP,DF,Valladolid,es La Liga,22-060,2003,15.4,714,649,63,17,0,3,3,11,0,0,0,0,589,2,10,Matches
2574,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,25-064,2000,11.3,337,311,24,5,2,2,17,1,9,2,0,0,249,2,13,Matches
2575,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28-108,1997,20.2,1217,1103,110,62,4,9,1,3,0,0,0,0,1079,4,4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2576,Lucas Torró,es ESP,MF,Osasuna,es La Liga,30-289,1994,29.4,1271,1247,19,19,1,26,1,0,0,0,0,0,966,5,10,Matches
2577,Lorenzo Tosto,it ITA,DF,Empoli,it Serie A,19-095,2006,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
2578,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,31-062,1994,22.8,909,893,10,9,2,9,10,0,0,0,0,0,745,6,6,Matches
2579,Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,de Bundesliga,19-063,2006,5.7,169,163,4,0,0,2,24,3,1,0,0,0,109,2,8,Matches
2580,Birama Touré,ml MLI,"MF,DF",Montpellier,fr Ligue 1,32-332,1992,3.3,123,121,2,2,0,1,0,0,0,0,0,0,101,0,0,Matches
2581,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,20-075,2005,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
2582,Souleymane Touré,fr FRA,DF,Udinese,it Serie A,22-037,2003,8.1,517,498,19,8,0,2,6,1,0,0,0,0,474,0,3,Matches
2583,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,28-005,1997,5.9,150,150,0,0,0,1,2,0,0,0,0,0,98,0,3,Matches
2584,Conor Townsend,eng ENG,DF,Ipswich Town,eng Premier League,32-061,1993,3.7,127,98,28,4,1,0,12,20,4,3,1,0,80,1,3,Matches
2585,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,29-099,1996,17.7,536,534,0,0,5,2,92,0,0,0,0,0,386,2,18,Matches
2586,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,23-257,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2587,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,33-097,1992,5.6,338,272,66,8,0,1,5,58,0,0,0,0,283,0,5,Matches
2588,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,27-089,1998,27.2,1288,1059,228,12,0,5,102,213,1,0,0,0,899,1,63,Matches
2589,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,34-300,1990,22.5,837,670,163,44,0,0,0,0,0,0,0,0,621,4,1,Matches
2590,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,25-351,1999,5.0,142,95,47,8,0,0,0,0,0,0,0,0,100,0,0,Matches
2591,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,37-008,1988,5.4,292,271,18,1,1,0,7,6,3,1,1,0,244,3,4,Matches
2592,Philipp Treu,de GER,"MF,DF",St. Pauli,de Bundesliga,24-152,2000,30.4,1469,1164,299,17,1,1,60,282,0,0,0,0,1170,6,45,Matches
2593,Ryan Trevitt,eng ENG,MF,Brentford,eng Premier League,22-053,2003,0.0,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1,Matches
2594,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,de Bundesliga,38-069,1987,18.3,740,522,215,23,1,2,104,143,49,18,30,1,453,3,24,Matches
2595,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,34-227,1990,13.2,1147,922,222,44,3,2,74,121,56,22,8,13,942,3,15,Matches
2596,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,30-151,1994,26.2,857,824,25,4,7,4,79,5,10,9,0,0,632,8,37,Matches
2597,Adrien Truffert,fr FRA,"DF,MF",Rennes,fr Ligue 1,23-165,2001,28.6,1494,1237,252,24,1,3,138,193,35,11,17,0,1175,5,38,Matches
2598,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,28-357,1996,7.4,534,433,99,9,1,1,53,55,35,28,4,0,447,2,8,Matches
2599,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,es La Liga,27-170,1997,16.6,699,596,101,21,1,1,107,8,71,30,29,1,525,2,19,Matches
2600,Axel Tuanzebe,cd COD,DF,Ipswich Town,eng Premier League,27-171,1997,16.1,648,518,130,23,0,1,6,107,0,0,0,0,538,0,13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2601,Stefano Turati,it ITA,GK,Monza,it Serie A,23-241,2001,29.7,1077,851,222,91,0,1,0,0,0,0,0,0,764,4,1,Matches
2602,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,23-093,2002,9.1,364,338,26,14,0,4,18,1,10,5,1,0,322,0,1,Matches
2603,Tuta,br BRA,"DF,MF",Eint Frankfurt,de Bundesliga,25-304,1999,23.6,1341,1284,53,36,4,2,2,9,0,0,0,0,1186,4,13,Matches
2604,Chrisantus Uche,ng NGA,"FW,MF",Getafe,es La Liga,21-350,2003,24.8,536,523,10,0,1,2,19,0,0,0,0,0,351,3,21,Matches
2605,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,22-157,2002,20.4,1084,920,163,28,0,0,19,135,0,0,0,0,947,1,34,Matches
2606,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,eng Premier League,24-023,2001,18.0,817,791,23,7,2,5,7,2,0,0,0,0,715,3,12,Matches
2607,Lesley Ugochukwu,fr FRA,MF,Southampton,eng Premier League,21-039,2004,16.9,671,662,9,9,2,0,6,0,0,0,0,0,570,0,11,Matches
2608,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,21-049,2004,19.1,769,643,123,5,1,0,43,118,0,0,0,0,576,3,35,Matches
2609,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,36-274,1988,1.0,30,29,1,0,0,0,0,0,0,0,0,0,25,0,0,Matches
2610,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,27-359,1997,3.8,99,96,2,1,1,1,4,0,0,0,0,0,63,1,6,Matches
2611,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,28-289,1996,17.2,501,480,19,1,5,4,7,5,0,0,0,0,361,2,21,Matches
2612,Naci Ünüvar,nl NED,"MF,DF",Espanyol,es La Liga,21-325,2003,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2,Matches
2613,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,26-189,1998,19.5,1923,1880,42,21,0,2,6,8,0,0,0,0,1805,1,7,Matches
2614,Kacper Urbanski,pl POL,MF,Bologna,it Serie A,20-239,2004,2.7,126,119,7,0,1,0,8,0,7,0,5,0,106,0,4,Matches
2615,Kacper Urbanski,pl POL,MF,Monza,it Serie A,20-239,2004,5.6,249,242,7,5,1,2,4,1,1,0,1,0,215,0,6,Matches
2616,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,21-269,2003,8.0,286,259,27,4,0,1,0,0,0,0,0,0,232,0,1,Matches
2617,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,19-174,2005,7.0,276,266,10,1,2,1,18,0,6,2,2,0,220,0,9,Matches
2618,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,24-144,2000,19.2,849,730,119,11,1,1,39,108,0,0,0,0,679,0,24,Matches
2619,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,26-110,1999,16.0,747,674,71,32,0,1,1,3,0,0,0,0,635,2,5,Matches
2620,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,30-257,1994,18.6,753,737,15,15,0,3,2,0,0,0,0,0,622,1,16,Matches
2621,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,24-028,2001,9.7,380,359,20,12,1,8,5,8,0,0,0,0,262,1,8,Matches
2622,Germán Valera,es ESP,MF,Valencia,es La Liga,23-049,2002,1.6,47,46,1,0,0,0,6,1,0,0,0,0,34,0,1,Matches
2623,Emanuele Valeri,it ITA,DF,Parma,it Serie A,26-148,1998,29.5,1104,856,247,34,1,11,118,204,9,3,4,0,747,1,25,Matches
2624,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,29-144,1995,26.7,1152,1065,82,38,1,4,9,43,0,0,0,0,978,5,13,Matches
2625,Álex Valle,es ESP,DF,Como,it Serie A,21-009,2004,9.4,529,423,104,24,0,3,13,80,0,0,0,0,450,2,18,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2626,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,28-119,1997,0.1,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
2627,Mattia Valoti,it ITA,MF,Monza,it Serie A,31-240,1993,0.4,19,18,1,1,0,0,0,0,0,0,0,0,12,0,0,Matches
2628,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,26-286,1998,28.7,1898,1821,68,34,3,41,23,30,3,3,0,0,1696,9,22,Matches
2629,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,23-033,2002,12.1,592,466,126,12,0,1,20,114,0,0,0,0,479,0,15,Matches
2630,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,es La Liga,26-339,1998,1.1,73,65,8,0,0,1,2,8,0,0,0,0,65,0,0,Matches
2631,Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,de Bundesliga,26-339,1998,9.3,454,412,39,6,0,1,18,19,0,0,0,0,358,3,12,Matches
2632,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,33-300,1991,34.0,2671,2463,206,78,1,20,1,8,0,0,0,0,2446,2,8,Matches
2633,Vanderson,br BRA,DF,Monaco,fr Ligue 1,23-317,2001,22.3,1381,1158,215,29,4,13,59,186,0,0,0,0,1070,8,29,Matches
2634,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,23-067,2002,4.8,175,134,40,5,0,0,0,0,0,0,0,0,138,1,0,Matches
2635,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,38-113,1987,29.5,364,314,43,0,1,1,11,0,0,0,0,0,243,7,14,Matches
2636,Ruben Vargas,ch SUI,"FW,MF",Sevilla,es La Liga,26-272,1998,7.5,247,219,28,3,0,0,37,9,16,12,2,0,166,0,13,Matches
2637,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,26-272,1998,3.4,141,128,12,2,0,1,12,6,2,0,0,0,118,1,0,Matches
2638,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,29-153,1995,32.0,1363,1132,228,97,0,1,0,0,0,0,0,0,999,3,0,Matches
2639,Devis Vásquez,co COL,GK,Empoli,it Serie A,26-357,1998,28.0,967,758,207,77,1,0,0,0,0,0,0,0,577,2,1,Matches
2640,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,26-194,1998,31.4,1649,1556,91,66,0,4,6,6,0,0,0,0,1401,2,19,Matches
2641,Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,29-024,1996,25.3,1423,1359,59,42,0,21,8,8,0,0,0,0,1235,5,3,Matches
2642,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,26-266,1998,17.4,1133,988,138,67,3,22,107,0,70,22,34,3,883,7,11,Matches
2643,Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,18-076,2007,0.8,8,8,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
2644,Jesus Vazquez,es ESP,DF,Valencia,es La Liga,22-122,2003,9.1,399,297,99,4,0,0,21,94,0,0,0,0,305,3,21,Matches
2645,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,33-307,1991,21.4,1460,1265,190,35,1,7,57,139,16,4,7,0,1272,5,26,Matches
2646,Matías Vecino,uy URU,MF,Lazio,it Serie A,33-253,1991,7.9,328,318,9,9,2,2,2,0,0,0,0,0,265,1,6,Matches
