Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
75,Pep Biel,es ESP,"FW,MF",Charlotte,28-241,1996,10,10,765,8.5,3,6,9,3,0,0,0,0,1.9,1.9,5.0,6.9,15,41,49,0.35,0.71,1.06,0.35,1.06,0.22,0.59,0.81,0.22,0.81,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Guilherme Biro,br BRA,DF,Austin,25-003,2000,11,11,913,10.1,1,0,1,1,0,0,1,0,0.3,0.3,0.6,0.9,9,37,23,0.10,0.00,0.10,0.10,0.10,0.03,0.06,0.08,0.03,0.08,Matches
77,Tristan Blackmon,us USA,DF,Vancouver W'caps,28-265,1996,10,9,816,9.1,2,0,2,2,0,0,2,0,0.4,0.3,0.3,0.6,8,56,3,0.22,0.00,0.22,0.22,0.22,0.05,0.03,0.08,0.04,0.07,Matches
78,Andre Blake,jm JAM,GK,Philadelphia Union,34-164,1990,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
79,Emmanuel Boateng,gh GHA,FW,San Diego FC,31-107,1994,2,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Wiktor Bogacz,pl POL,"DF,FW",NY Red Bulls,20-294,2004,5,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81,Luca Bombino,us USA,DF,San Diego FC,18-298,2006,5,4,319,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1,14,20,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07,Matches
82,Jonathan Bond,eng ENG,GK,Houston Dynamo,31-350,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
83,Denis Bouanga,ga GAB,FW,LAFC,30-174,1994,10,9,842,9.4,4,2,6,3,1,2,1,0,5.8,4.2,2.8,7.0,61,25,145,0.43,0.21,0.64,0.32,0.53,0.62,0.30,0.92,0.45,0.75,Matches
