Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
124,Guilherme Carvalho,br BRA,MF,FC Juárez,25-228,1999,24.2,79,3.27,38,32,1,2,4,2,8,0.33,2,5,0,0,1,0,Matches
125,Kevin Castañeda,mx MEX,"MF,FW",Tijuana,25-189,1999,21.9,100,4.57,81,6,2,4,5,2,16,0.73,11,1,1,1,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
126,Christian Castillo,cl CHI,FW,Querétaro,28-153,1996,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,Klever Castillo,mx MEX,FW,Toluca,19-266,2005,0.8,5,6.52,5,0,0,0,0,0,1,1.30,1,0,0,0,0,0,Matches
128,Moises Castillo,co COL,DF,FC Juárez,23-346,2001,21.5,16,0.74,13,0,0,0,1,2,1,0.05,1,0,0,0,0,0,Matches
129,José Castillo Pérez,mx MEX,DF,Guadalajara,23-154,2001,25.0,27,1.08,21,2,2,1,0,1,2,0.08,2,0,0,0,0,0,Matches
130,Raúl Castillo,mx MEX,"MF,FW",Puebla,23-154,2001,16.6,75,4.52,41,25,1,4,3,1,7,0.42,4,1,0,1,1,0,Matches
131,Christopher Castro,mx MEX,DF,Mazatlán,19-315,2005,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
132,Manuel Castro,uy URU,"MF,FW",FC Juárez,29-220,1995,1.0,3,3.00,1,1,0,0,1,0,1,1.00,0,0,0,0,1,0,Matches
133,Lucas Cavallini,ca CAN,FW,Puebla,32-128,1992,3.6,11,3.02,6,0,1,2,2,0,1,0.27,0,0,0,1,0,0,Matches
134,Alan Cervantes,mx MEX,MF,Santos,27-108,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Alan Cervantes,mx MEX,MF,América,27-108,1998,14.4,21,1.46,17,0,0,2,1,1,2,0.14,2,0,0,0,0,0,Matches
136,Luís Cervantes,mx MEX,DF,León,24-085,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
137,Ángel Chávez,mx MEX,DF,Necaxa,20-075,2005,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
138,Mateo Chávez,mx MEX,DF,Guadalajara,20-358,2004,19.9,43,2.17,33,3,2,0,3,2,6,0.30,5,0,1,0,0,0,Matches
139,Ricardo Chávez Soto,mx MEX,"DF,MF",Atlético,30-167,1994,13.7,26,1.90,23,2,0,0,0,1,4,0.29,4,0,0,0,0,0,Matches
140,Ricardo Chávez Soto,mx MEX,DF,Monterrey,30-167,1994,11.3,46,4.09,35,4,1,3,2,1,4,0.36,1,1,0,2,0,0,Matches
141,Ronaldo Cisneros,mx MEX,FW,Querétaro,28-117,1997,8.2,9,1.10,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
142,Matías Cóccaro,uy URU,"FW,MF",Atlas,27-171,1997,2.4,8,3.29,5,0,1,1,1,0,1,0.41,1,0,0,0,0,0,Matches
143,Josué Colmán,py PAR,"MF,FW",Querétaro,26-284,1998,8.4,36,4.27,21,11,3,1,0,0,7,0.83,4,3,0,0,0,0,Matches
144,Josué Colmán,py PAR,"MF,DF",Mazatlán,26-284,1998,6.1,29,4.74,13,8,4,4,0,0,3,0.49,1,0,0,2,0,0,Matches
145,Bryan Colula,mx MEX,DF,Mazatlán,29-029,1996,24.5,38,1.55,28,2,0,3,3,2,1,0.04,0,0,0,0,1,0,Matches
146,Francisco Contreras,mx MEX,"DF,MF",Tijuana,25-324,1999,7.3,15,2.06,13,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Mario Cordero,mx MEX,FW,Santos,21-156,2003,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Jesús Corona,mx MEX,"FW,MF",Monterrey,32-119,1993,14.6,70,4.79,50,5,7,1,4,3,13,0.89,10,0,1,0,0,2,Matches
149,Joe Corona,us USA,MF,Tijuana,34-300,1990,10.9,22,2.01,19,1,0,1,1,0,2,0.18,2,0,0,0,0,0,Matches
150,José Corona,mx MEX,GK,Tijuana,44-099,1981,10.1,1,0.10,1,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
