Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1447,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,34-008,1991,27.0,10,0.37,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1448,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-344,1993,15.1,45,2.98,37,1,0,4,3,0,4,0.27,3,0,0,1,0,0,Matches
1449,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-268,1993,31.0,24,0.77,22,0,0,0,1,1,1,0.03,1,0,0,0,0,0,Matches
1450,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-101,1999,28.3,33,1.17,25,2,1,1,4,0,3,0.11,2,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1451,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-351,1998,7.5,7,0.93,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1452,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-349,1991,32.9,30,0.91,23,0,1,6,0,0,3,0.09,2,0,0,1,0,0,Matches
1453,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-115,2004,3.6,6,1.68,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1454,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,32-000,1993,6.6,13,1.98,9,2,0,1,0,1,1,0.15,0,0,0,1,0,0,Matches
1455,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-280,2000,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1456,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-173,1995,0.7,3,4.35,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1457,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,21-270,2003,17.8,51,2.87,43,3,3,2,0,0,6,0.34,6,0,0,0,0,0,Matches
1458,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-245,1993,15.2,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0,Matches
1459,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-321,1995,19.9,14,0.70,13,0,1,0,0,0,2,0.10,2,0,0,0,0,0,Matches
1460,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-061,1992,35.0,5,0.14,5,0,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
1461,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-182,1992,29.0,11,0.38,8,3,0,0,0,0,2,0.07,0,2,0,0,0,0,Matches
1462,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-134,2006,11.6,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1463,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-016,2000,15.2,16,1.05,8,0,2,5,1,0,1,0.07,1,0,0,0,0,0,Matches
1464,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-194,2002,21.8,37,1.69,32,0,2,1,1,1,6,0.27,5,0,1,0,0,0,Matches
1465,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,30-191,1994,22.6,42,1.86,33,5,0,3,0,1,3,0.13,3,0,0,0,0,0,Matches
1466,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-101,2006,6.8,24,3.54,17,0,3,0,1,3,2,0.29,2,0,0,0,0,0,Matches
1467,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-256,1988,27.1,48,1.77,33,0,4,7,4,0,3,0.11,2,0,0,1,0,0,Matches
1468,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,24-067,2001,17.0,45,2.65,31,0,8,2,4,0,7,0.41,2,0,1,2,2,0,Matches
1469,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,20-164,2004,20.2,31,1.54,30,0,0,0,1,0,3,0.15,3,0,0,0,0,0,Matches
1470,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,24-071,2001,30.7,65,2.12,51,0,4,3,6,1,8,0.26,6,0,0,0,2,0,Matches
1471,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-220,2006,13.0,24,1.85,18,0,1,0,5,0,0,0.00,0,0,0,0,0,0,Matches
1472,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,25-051,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1473,Mattia Liberali,it ITA,MF,Milan,it Serie A,18-028,2007,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1474,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-297,1996,27.8,21,0.76,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches
1475,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-265,1999,23.2,14,0.60,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1476,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-307,2006,0.8,4,5.14,2,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
1477,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30-291,1994,5.2,4,0.77,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1478,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,25-064,2000,13.8,46,3.35,30,7,2,3,3,1,1,0.07,1,0,0,0,0,0,Matches
1479,Karol Linetty,pl POL,MF,Torino,it Serie A,30-091,1995,16.9,24,1.42,20,0,2,1,0,1,2,0.12,1,0,0,1,0,0,Matches
1480,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,25-132,1999,14.4,40,2.78,32,0,1,4,3,0,3,0.21,1,0,0,1,1,0,Matches
1481,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,27-264,1997,7.1,16,2.27,13,2,0,1,0,0,2,0.28,2,0,0,0,0,0,Matches
1482,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,24-000,2001,9.9,18,1.81,11,0,4,1,1,1,3,0.30,1,0,1,1,0,0,Matches
1483,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-173,2002,27.6,39,1.42,37,0,0,1,1,0,2,0.07,2,0,0,0,0,0,Matches
1484,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,23-065,2002,2.5,7,2.80,3,1,0,0,3,0,2,0.80,1,0,0,0,1,0,Matches
1485,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-235,2002,0.6,3,4.74,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1486,Diego Llorente,es ESP,DF,Betis,es La Liga,31-261,1993,28.0,15,0.54,12,0,0,1,1,1,2,0.07,1,0,0,0,0,1,Matches
1487,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-094,1995,23.9,48,2.01,43,2,1,1,1,0,11,0.46,10,0,0,0,1,0,Matches
1488,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-290,1995,29.8,21,0.71,17,0,0,4,0,0,3,0.10,2,0,0,1,0,0,Matches
1489,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,29-025,1996,13.5,78,5.75,56,18,1,0,3,0,6,0.44,5,1,0,0,0,0,Matches
1490,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-160,1994,29.2,53,1.82,46,4,0,2,0,1,6,0.21,5,1,0,0,0,0,Matches
1491,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-116,1998,27.5,87,3.16,75,4,1,3,2,2,8,0.29,6,1,0,0,0,1,Matches
1492,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-101,1996,8.0,29,3.65,22,0,3,1,3,0,2,0.25,1,0,0,0,1,0,Matches
1493,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-363,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1494,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-158,2000,5.6,8,1.43,4,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1495,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-186,1997,8.9,14,1.58,12,0,1,1,0,0,2,0.23,1,0,0,1,0,0,Matches
1496,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-196,1997,22.6,126,5.57,67,25,17,14,2,1,14,0.62,9,0,3,1,1,0,Matches
1497,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-215,1990,14.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1498,David López,es ESP,DF,Mallorca,es La Liga,22-090,2003,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1499,David López,es ESP,DF,Girona,es La Liga,35-207,1989,24.0,21,0.87,17,0,0,4,0,0,2,0.08,0,0,0,2,0,0,Matches
1500,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-356,2002,27.7,62,2.24,53,1,3,2,3,0,9,0.32,7,0,1,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1501,Fer López,,"FW,MF",Celta Vigo,es La Liga,,,4.9,21,4.28,19,0,0,2,0,0,3,0.61,2,0,0,1,0,0,Matches
1502,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-358,2003,11.5,45,3.93,29,4,6,3,1,2,5,0.44,5,0,0,0,0,0,Matches
1503,Javi López,es ESP,DF,Real Sociedad,es La Liga,23-040,2002,19.5,18,0.92,14,1,1,0,2,0,2,0.10,1,0,0,0,1,0,Matches
1504,Pau López,es ESP,GK,Girona,es La Liga,30-142,1994,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1505,Roberto López,es ESP,MF,Leganés,es La Liga,25-010,2000,4.4,15,3.44,8,5,1,0,0,1,1,0.23,0,1,0,0,0,0,Matches
1506,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-186,1995,16.8,43,2.56,37,5,0,0,0,1,2,0.12,1,1,0,0,0,0,Matches
1507,Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,23-276,2001,3.8,8,2.11,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1508,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-276,2001,3.7,8,2.14,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1509,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,39-055,1986,12.0,18,1.49,17,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
1510,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-217,1998,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1511,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,22-000,2003,8.0,31,3.85,21,2,1,5,0,2,1,0.12,0,1,0,0,0,0,Matches
1512,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-037,1998,24.5,77,3.15,48,17,2,5,4,1,10,0.41,6,2,0,0,2,0,Matches
1513,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-210,1999,19.3,39,2.00,31,6,0,0,0,2,1,0.05,1,0,0,0,0,0,Matches
1514,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-236,2000,24.8,29,1.17,18,0,1,8,2,0,3,0.12,0,0,1,2,0,0,Matches
1515,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-312,1998,25.4,31,1.22,28,0,0,2,0,1,2,0.08,2,0,0,0,0,0,Matches
1516,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-237,2003,1.4,2,1.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1517,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-344,1995,17.3,37,2.14,33,1,2,1,0,0,5,0.29,4,0,1,0,0,0,Matches
1518,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-119,1990,10.6,7,0.66,7,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1519,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-360,1998,5.5,27,4.92,18,6,0,3,0,0,1,0.18,0,1,0,0,0,0,Matches
1520,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-356,1993,28.9,69,2.39,58,0,0,9,2,0,15,0.52,15,0,0,0,0,0,Matches
1521,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-138,2002,16.5,14,0.85,12,1,1,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1522,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-222,1997,30.4,109,3.59,58,18,20,5,7,1,8,0.26,6,0,2,0,0,0,Matches
1523,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-264,1996,24.1,50,2.08,32,11,0,5,1,1,3,0.12,2,0,0,1,0,0,Matches
1524,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-167,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1525,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,30-078,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1526,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-362,2003,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1527,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,26-082,1999,5.0,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
1528,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-221,1992,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1529,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-240,1996,34.0,28,0.82,22,0,0,5,1,0,5,0.15,2,0,0,2,1,0,Matches
1530,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,23-056,2002,16.4,30,1.83,20,1,4,2,3,0,3,0.18,3,0,0,0,0,0,Matches
1531,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-194,1993,9.6,28,2.93,14,14,0,0,0,0,5,0.52,4,1,0,0,0,0,Matches
1532,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-074,1999,28.4,28,0.99,25,0,1,1,0,1,5,0.18,5,0,0,0,0,0,Matches
1533,Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,21-149,2003,1.0,1,1.05,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1534,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,19-210,2005,3.0,4,1.33,2,0,1,0,1,0,1,0.33,1,0,0,0,0,0,Matches
1535,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-055,2002,10.6,49,4.60,36,3,4,5,0,1,7,0.66,6,0,1,0,0,0,Matches
1536,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-131,1998,28.4,118,4.16,82,23,2,6,2,3,14,0.49,10,2,0,2,0,0,Matches
1537,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,31-244,1993,18.3,43,2.35,27,3,3,7,1,2,8,0.44,6,0,1,1,0,0,Matches
1538,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-216,1999,19.5,68,3.48,45,17,2,2,2,0,8,0.41,7,1,0,0,0,0,Matches
1539,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,32-086,1993,6.9,15,2.17,8,5,0,1,1,0,1,0.14,1,0,0,0,0,0,Matches
1540,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-215,1998,7.8,10,1.29,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1541,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-162,1996,20.1,95,4.73,66,13,7,3,6,0,18,0.90,12,2,3,1,0,0,Matches
1542,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,24-088,2001,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1543,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,23-055,2002,19.1,72,3.76,51,0,10,6,4,1,8,0.42,5,0,0,1,1,1,Matches
1544,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-296,1997,23.5,57,2.42,37,9,5,1,4,1,3,0.13,2,1,0,0,0,0,Matches
1545,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-136,1997,26.3,35,1.33,31,0,0,3,1,0,6,0.23,4,0,0,1,1,0,Matches
1546,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-208,2003,10.7,17,1.59,17,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1547,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23-361,2001,1.3,4,3.03,4,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
1548,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-212,1995,11.8,4,0.34,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1549,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-339,1998,23.6,27,1.15,23,2,0,1,1,0,4,0.17,3,0,0,0,1,0,Matches
1550,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-242,1999,15.1,24,1.59,9,0,2,6,7,0,2,0.13,0,0,1,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1551,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-060,1993,16.5,17,1.03,12,1,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
1552,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-295,2000,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0,Matches
1553,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-116,1999,9.4,38,4.05,20,16,0,2,0,0,4,0.43,1,2,0,1,0,0,Matches
1554,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-305,1995,32.6,5,0.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1555,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-179,1994,32.0,27,0.84,22,0,0,5,0,0,2,0.06,0,0,0,2,0,0,Matches
1556,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-015,2005,15.7,29,1.84,24,0,4,0,1,0,1,0.06,1,0,0,0,0,0,Matches
1557,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,27-248,1997,19.1,47,2.47,40,1,1,4,0,1,5,0.26,5,0,0,0,0,0,Matches
1558,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-169,1999,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1559,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-107,1998,2.1,5,2.43,2,2,0,1,0,0,1,0.49,1,0,0,0,0,0,Matches
1560,Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18-293,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1561,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-274,2001,5.5,8,1.46,6,1,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
1562,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-290,1998,21.6,30,1.39,26,0,0,2,0,2,4,0.19,4,0,0,0,0,0,Matches
1563,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-160,1991,6.5,8,1.24,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1564,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-260,1999,1.1,2,1.80,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1565,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-298,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1566,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-338,2001,5.0,5,0.99,4,0,0,1,0,0,2,0.40,2,0,0,0,0,0,Matches
1567,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-205,2001,14.5,40,2.75,21,3,6,6,4,0,5,0.34,3,0,0,2,0,0,Matches
1568,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,23-205,2001,1.4,5,3.69,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1569,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-255,1998,16.8,30,1.79,26,0,1,1,2,0,2,0.12,2,0,0,0,0,0,Matches
1570,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-115,1999,3.3,5,1.53,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1571,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-115,1999,6.8,12,1.76,9,0,2,1,0,0,3,0.44,3,0,0,0,0,0,Matches
1572,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,32-000,1993,4.3,17,3.98,11,2,0,3,1,0,2,0.47,2,0,0,0,0,0,Matches
1573,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-208,1999,8.4,7,0.83,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1574,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,25-208,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1575,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-155,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1576,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-217,2000,30.0,8,0.27,5,3,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches
1577,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-251,1998,22.2,80,3.61,62,8,5,3,1,1,7,0.32,5,1,0,1,0,0,Matches
1578,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-127,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-017,1996,30.9,39,1.26,33,0,0,4,1,1,2,0.06,2,0,0,0,0,0,Matches
1580,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,40-037,1985,16.5,4,0.24,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1581,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-229,2001,5.0,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
1582,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-103,1994,10.5,7,0.67,6,0,0,0,0,1,1,0.10,0,0,0,0,0,1,Matches
1583,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-194,1991,17.3,21,1.22,18,2,0,1,0,0,2,0.12,1,1,0,0,0,0,Matches
1584,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-309,1997,17.5,41,2.35,27,7,0,3,2,2,5,0.29,3,2,0,0,0,0,Matches
1585,Orel Mangala,be BEL,MF,Everton,eng Premier League,27-047,1998,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches
1586,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27-047,1998,0.7,3,4.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1587,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28-324,1996,16.2,50,3.08,25,22,0,1,1,1,3,0.18,0,2,0,0,1,0,Matches
1588,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-364,1994,5.7,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1589,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,19-202,2005,1.6,10,6.38,3,0,3,2,2,0,1,0.64,1,0,0,0,0,0,Matches
1590,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-313,2005,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1591,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-278,2002,7.2,10,1.39,5,0,2,3,0,0,2,0.28,0,0,0,2,0,0,Matches
1592,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-221,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1593,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-221,2002,3.8,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1594,Marcão,br BRA,DF,Sevilla,es La Liga,28-333,1996,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1595,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30-288,1994,1.9,7,3.77,6,1,0,0,0,0,2,1.08,2,0,0,0,0,0,Matches
1596,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-114,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1597,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,36-020,1989,15.3,42,2.74,38,3,0,0,1,0,8,0.52,8,0,0,0,0,0,Matches
1598,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-297,2001,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
