Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
861,Wout Faes,be BEL,DF,Leicester City,eng Premier League,27-031,1998,28.3,17,0.60,15,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
862,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-081,2001,7.2,20,2.78,14,4,0,1,1,0,2,0.28,2,0,0,0,0,0,Matches
863,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,24-081,2001,6.3,10,1.57,8,0,0,2,0,0,1,0.16,1,0,0,0,0,0,Matches
864,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26-294,1998,10.0,33,3.30,19,5,3,1,4,1,4,0.40,3,0,0,1,0,0,Matches
865,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30-022,1995,35.0,10,0.29,7,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
866,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,33-191,1991,2.9,3,1.04,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
867,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,21-057,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0,Matches
868,Ansu Fati,es ESP,FW,Barcelona,es La Liga,22-185,2002,2.6,11,4.25,9,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
869,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20-329,2004,9.4,18,1.91,15,0,0,1,2,0,1,0.11,1,0,0,0,0,0,Matches
870,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,22-049,2003,11.5,32,2.79,22,1,2,2,5,0,4,0.35,4,0,0,0,0,0,Matches
871,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31-290,1993,2.0,12,6.00,9,2,0,0,0,1,1,0.50,0,1,0,0,0,0,Matches
872,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,24-017,2001,9.9,30,3.03,17,3,8,1,1,0,4,0.40,3,0,1,0,0,0,Matches
873,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,28-043,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
874,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,25-175,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0,Matches
875,João Félix,pt POR,"MF,FW",Milan,it Serie A,25-175,1999,5.6,18,3.21,13,1,2,1,1,0,2,0.36,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
876,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,21-117,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
877,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,34-091,1991,24.7,43,1.74,35,3,2,0,0,3,5,0.20,5,0,0,0,0,0,Matches
878,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,20-197,2004,1.6,4,2.48,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
879,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20-197,2004,2.7,4,1.47,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
880,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25-253,1999,7.9,20,2.52,17,2,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches
881,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,32-064,1993,9.2,30,3.25,20,8,1,1,0,0,1,0.11,1,0,0,0,0,0,Matches
882,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30-238,1994,30.6,169,5.51,120,30,5,6,6,2,12,0.39,9,2,0,1,0,0,Matches
883,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,29-019,1996,10.3,14,1.36,10,0,0,1,2,1,1,0.10,1,0,0,0,0,0,Matches
884,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-298,2004,29.3,71,2.42,40,13,5,6,6,1,6,0.20,4,1,0,0,0,1,Matches
885,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,34-001,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
886,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,27-021,1998,7.3,2,0.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
887,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-107,2001,28.8,137,4.76,107,15,2,4,4,5,16,0.56,13,2,0,1,0,0,Matches
888,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-005,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
889,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22-305,2002,12.1,17,1.41,9,0,2,1,4,1,3,0.25,0,0,0,0,2,1,Matches
890,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,25-162,1999,3.3,5,1.51,4,0,0,0,0,1,3,0.91,2,0,0,0,0,1,Matches
891,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,20-090,2005,9.1,22,2.41,14,3,2,0,1,2,6,0.66,3,0,1,0,1,1,Matches
892,André Ferreira,pt POR,GK,Valladolid,es La Liga,28-340,1996,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
893,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,33-053,1992,17.3,37,2.13,31,0,0,2,3,1,4,0.23,3,0,0,1,0,0,Matches
894,Daniel Fila,cz CZE,FW,Venezia,it Serie A,22-256,2002,4.7,15,3.18,9,0,2,1,3,0,0,0.00,0,0,0,0,0,0,Matches
895,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26-325,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
896,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24-204,2000,24.9,38,1.53,32,4,0,1,0,1,2,0.08,2,0,0,0,0,0,Matches
897,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31-325,1993,32.4,8,0.25,4,4,0,0,0,0,2,0.06,0,2,0,0,0,0,Matches
898,Mateo Flores,es ESP,MF,Betis,es La Liga,21-027,2004,1.7,2,1.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
899,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24-341,2000,18.8,84,4.47,56,18,2,5,3,0,9,0.48,5,1,0,3,0,0,Matches
900,Malick Fofana,be BEL,"FW,MF",Lyon,fr Ligue 1,20-034,2005,14.7,42,2.87,30,0,5,2,5,0,10,0.68,7,0,2,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
901,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,19-081,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
902,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29-362,1995,8.9,30,3.38,25,0,1,3,1,0,2,0.23,1,0,1,0,0,0,Matches
903,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-138,2000,13.0,15,1.15,12,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
904,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24-256,2000,31.0,3,0.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
905,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-114,1999,27.1,60,2.21,55,0,0,0,0,5,6,0.22,6,0,0,0,0,0,Matches
906,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-098,1996,20.2,34,1.68,30,1,1,1,1,0,4,0.20,3,1,0,0,0,0,Matches
907,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,27-086,1998,6.9,12,1.73,8,0,1,1,1,1,1,0.14,1,0,0,0,0,0,Matches
908,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,27-086,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
909,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27-098,1998,2.4,4,1.66,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
910,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,21-046,2004,2.7,5,1.89,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0,Matches
911,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,29-071,1996,17.1,78,4.57,69,5,2,2,0,0,8,0.47,8,0,0,0,0,0,Matches
912,Omari Forson,eng ENG,"MF,DF",Monza,it Serie A,20-288,2004,1.3,7,5.53,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
913,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,37-048,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
914,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-275,2006,6.0,14,2.33,13,1,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
915,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-042,1993,24.9,36,1.44,26,4,1,3,0,2,4,0.16,3,0,0,1,0,0,Matches
916,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-112,1998,13.9,18,1.30,17,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
917,Fran,es ESP,GK,Real Madrid,es La Liga,19-314,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
918,Matheus França,br BRA,"FW,MF",Crystal Palace,eng Premier League,21-033,2004,0.3,1,3.46,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
919,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-276,2002,10.6,13,1.22,12,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
920,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,30-022,1995,15.4,46,2.99,38,6,0,1,1,0,5,0.32,5,0,0,0,0,0,Matches
921,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,28-067,1997,6.8,6,0.88,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
922,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,31-069,1994,3.4,5,1.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
923,Davide Frattesi,it ITA,MF,Inter,it Serie A,25-194,1999,13.6,19,1.40,13,0,2,2,2,0,2,0.15,1,0,0,0,1,0,Matches
924,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,20-070,2005,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
925,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-027,2001,31.5,48,1.52,41,0,0,0,3,4,3,0.10,3,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
926,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-120,1998,5.0,7,1.41,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
927,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-019,1992,32.0,70,2.19,61,2,1,0,1,5,3,0.09,2,0,0,0,0,1,Matches
928,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-049,1998,22.0,11,0.50,7,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
929,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-142,1995,11.0,9,0.82,8,0,0,1,0,0,1,0.09,0,0,0,1,0,0,Matches
930,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,24-145,2000,23.9,62,2.60,50,0,2,4,3,3,11,0.46,7,0,1,1,1,1,Matches
931,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-073,1997,24.7,55,2.23,45,0,5,1,3,1,7,0.28,5,0,2,0,0,0,Matches
932,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,22-112,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
933,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,27-115,1998,20.8,78,3.76,61,6,4,7,0,0,7,0.34,5,1,0,1,0,0,Matches
934,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,21-026,2004,0.6,2,3.53,2,0,0,0,0,0,1,1.76,1,0,0,0,0,0,Matches
935,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28-257,1996,11.6,54,4.65,42,9,0,2,1,0,2,0.17,2,0,0,0,0,0,Matches
936,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-084,1993,6.5,18,2.75,16,0,0,2,0,0,2,0.31,1,0,0,1,0,0,Matches
937,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30-104,1995,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
938,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,27-194,1997,8.8,44,4.99,37,4,1,0,1,1,6,0.68,5,0,0,0,0,1,Matches
939,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-195,1999,20.0,20,1.00,15,2,0,1,1,1,3,0.15,1,0,0,1,0,1,Matches
940,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-129,2004,0.9,1,1.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
941,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30-298,1994,1.6,6,3.80,4,0,0,1,1,0,1,0.63,1,0,0,0,0,0,Matches
942,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24-364,2000,10.7,46,4.30,28,6,4,5,3,0,5,0.47,5,0,0,0,0,0,Matches
943,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,31-027,1994,2.0,4,2.00,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
944,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25-362,1999,18.1,70,3.87,52,0,8,5,3,2,7,0.39,3,0,3,0,1,0,Matches
945,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-166,1994,17.3,29,1.67,26,1,1,0,1,0,5,0.29,5,0,0,0,0,0,Matches
946,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31-271,1993,13.2,41,3.11,35,3,2,1,0,0,5,0.38,3,2,0,0,0,0,Matches
947,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-087,2000,17.2,29,1.68,22,0,4,0,3,0,6,0.35,4,0,1,0,1,0,Matches
948,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-119,2000,26.0,62,2.39,49,11,1,0,1,0,2,0.08,2,0,0,0,0,0,Matches
949,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,32-011,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
950,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,35-192,1989,2.3,6,2.61,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
951,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,35-220,1989,31.0,56,1.80,48,0,1,2,3,2,3,0.10,3,0,0,0,0,0,Matches
952,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,26-077,1999,2.7,7,2.62,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0,Matches
953,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28-316,1996,3.6,4,1.10,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
954,Facundo Garcés,ar ARG,DF,Alavés,es La Liga,25-241,1999,3.5,1,0.28,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
955,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27-310,1997,14.4,55,3.81,34,16,0,4,0,1,8,0.55,3,3,0,2,0,0,Matches
956,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-189,1992,25.2,93,3.69,74,0,2,10,5,2,6,0.24,6,0,0,0,0,0,Matches
957,Andrés García,es ESP,"DF,MF",Aston Villa,eng Premier League,22-086,2003,3.5,3,0.85,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
958,Eric García,es ESP,"MF,DF",Barcelona,es La Liga,24-115,2001,13.7,25,1.82,22,0,0,3,0,0,5,0.36,4,0,0,1,0,0,Matches
959,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-263,1999,19.3,39,2.02,35,0,1,3,0,0,2,0.10,2,0,0,0,0,0,Matches
960,Joan García,es ESP,GK,Espanyol,es La Liga,24-000,2001,33.0,8,0.24,4,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
961,Pablo Garcia,es ESP,FW,Betis,es La Liga,18-262,2006,0.3,2,6.67,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
962,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31-294,1993,24.5,90,3.66,55,27,2,2,4,0,12,0.49,8,1,0,1,2,0,Matches
963,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-113,1996,8.6,15,1.74,11,0,1,0,2,1,6,0.70,4,0,1,0,1,0,Matches
964,Unai García,es ESP,DF,Osasuna,es La Liga,33-090,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
965,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20-307,2004,22.8,74,3.24,55,1,3,9,6,0,4,0.18,2,0,0,1,1,0,Matches
966,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-052,2001,14.7,33,2.24,24,9,0,0,0,0,5,0.34,4,1,0,0,0,0,Matches
967,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,20-112,2005,10.5,7,0.67,5,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
968,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-314,1998,24.3,26,1.07,17,0,1,5,1,2,2,0.08,0,0,0,1,1,0,Matches
969,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,20-272,2004,9.9,35,3.52,33,0,1,1,0,0,4,0.40,4,0,0,0,0,0,Matches
970,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-122,1992,32.5,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
971,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-221,1995,2.4,4,1.67,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
972,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,24-130,2000,10.5,13,1.24,13,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
973,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24-110,2001,23.9,83,3.47,59,0,12,5,6,1,6,0.25,4,0,0,2,0,0,Matches
974,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-178,1990,31.0,8,0.26,6,2,0,0,0,0,3,0.10,2,1,0,0,0,0,Matches
975,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-163,2007,0.2,1,6.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
976,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-290,2000,16.3,24,1.47,21,1,0,0,0,2,1,0.06,1,0,0,0,0,0,Matches
977,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26-328,1998,7.3,25,3.41,22,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
978,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-317,2000,2.0,3,1.50,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
979,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-317,2000,15.7,37,2.36,27,5,1,2,2,0,4,0.25,1,2,0,0,1,0,Matches
980,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-348,1999,2.5,8,3.24,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
981,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-089,2006,1.1,6,5.24,5,0,1,0,0,0,1,0.87,1,0,0,0,0,0,Matches
982,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,31-052,1994,14.9,22,1.48,17,0,1,1,3,0,1,0.07,1,0,0,0,0,0,Matches
983,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-301,2001,13.7,23,1.67,17,2,0,2,0,2,2,0.15,1,0,0,0,0,1,Matches
984,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-118,2003,19.5,15,0.77,10,0,0,0,4,1,1,0.05,1,0,0,0,0,0,Matches
985,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-172,1993,9.6,4,0.42,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
986,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-199,1995,26.4,59,2.23,51,2,2,2,1,1,6,0.23,5,0,0,1,0,0,Matches
987,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-097,2000,27.2,101,3.71,85,0,3,7,4,2,17,0.62,12,0,0,4,1,0,Matches
988,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-204,1993,6.6,4,0.61,4,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
989,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,23-028,2002,19.4,35,1.81,26,2,1,1,5,0,6,0.31,2,1,1,0,2,0,Matches
990,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-082,2001,19.1,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0,Matches
991,Mario Gila,es ESP,DF,Lazio,it Serie A,24-248,2000,27.2,29,1.06,27,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
992,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-327,2001,1.1,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
993,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-327,2001,10.5,33,3.16,23,6,1,1,2,0,4,0.38,4,0,0,0,0,0,Matches
994,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28-074,1997,28.2,13,0.46,11,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
995,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-016,2001,6.7,12,1.79,8,0,3,1,0,0,2,0.30,1,0,1,0,0,0,Matches
996,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21-019,2004,14.2,37,2.61,25,6,0,3,2,1,2,0.14,1,0,0,0,0,1,Matches
997,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-105,1994,25.5,25,0.98,18,2,0,3,2,0,3,0.12,2,0,0,0,1,0,Matches
998,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,20-269,2004,19.6,73,3.72,34,0,29,7,3,0,10,0.51,4,0,6,0,0,0,Matches
999,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29-294,1995,12.7,53,4.17,41,0,8,2,0,2,13,1.02,8,0,4,0,0,1,Matches
1000,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-109,1998,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1001,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-109,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1002,Martial Godo,eng ENG,FW,Fulham,eng Premier League,22-051,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1003,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-313,2004,26.3,10,0.38,8,0,0,0,0,2,1,0.04,1,0,0,0,0,0,Matches
1004,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-183,1993,26.1,23,0.88,17,2,0,4,0,0,3,0.11,2,0,0,1,0,0,Matches
1005,Michael Golding,eng ENG,MF,Leicester City,eng Premier League,18-346,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1006,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,30-047,1995,7.0,4,0.57,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1007,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28-339,1996,12.8,48,3.74,36,3,4,4,1,0,1,0.08,1,0,0,0,0,0,Matches
1008,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-278,1993,14.2,26,1.83,24,0,2,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1009,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-246,2000,8.2,28,3.42,24,2,0,0,2,0,3,0.37,3,0,0,0,0,0,Matches
1010,João Gomes,br BRA,MF,Wolves,eng Premier League,24-081,2001,30.9,62,2.01,49,1,5,2,2,3,3,0.10,3,0,0,0,0,0,Matches
1011,Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21-301,2003,7.5,21,2.82,18,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1012,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-108,1999,26.0,20,0.77,19,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
1013,Carlos Gómez,co COL,"MF,DF",Rennes,fr Ligue 1,22-234,2002,3.9,12,3.07,10,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1014,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-278,1998,5.9,6,1.02,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
