Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2215,Carlos Romero,es ESP,DF,Espanyol,es La Liga,23-187,2001,23.4,2,22,4,18.2,0.94,0.17,0.09,0.50,19.6,1,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
2216,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27-007,1998,15.7,1,16,8,50.0,1.02,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
2217,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-351,2000,23.0,3,50,15,30.0,2.17,0.65,0.06,0.20,16.6,0,0,1,5.9,5.1,0.10,-2.9,-2.1,Matches
2218,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,20-167,2004,2.2,0,1,0,0.0,0.45,0.00,0.00,,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0,Matches
2219,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-222,1991,13.7,0,4,0,0.0,0.29,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2220,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,30-148,1994,15.9,3,12,7,58.3,0.76,0.44,0.25,0.43,20.7,0,0,0,0.9,0.9,0.08,+2.1,+2.1,Matches
2221,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,34-036,1991,31.0,4,14,4,28.6,0.45,0.13,0.29,1.00,22.7,0,0,0,0.9,0.9,0.06,+3.1,+3.1,Matches
2222,Vitor Roque,br BRA,FW,Betis,es La Liga,20-065,2005,13.7,4,41,18,43.9,2.99,1.31,0.10,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1,Matches
2223,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-117,1997,19.0,3,15,7,46.7,0.79,0.37,0.13,0.29,15.6,0,1,1,3.7,2.9,0.20,-0.7,-0.9,Matches
2224,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-105,2002,16.6,1,8,4,50.0,0.48,0.24,0.13,0.25,12.9,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches
2225,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-083,2003,11.6,1,4,1,25.0,0.35,0.09,0.25,1.00,14.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2226,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-258,1996,27.1,1,14,4,28.6,0.52,0.15,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
2227,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,20-187,2004,16.9,3,23,9,39.1,1.36,0.53,0.13,0.33,11.7,0,0,0,1.8,1.8,0.08,+1.2,+1.2,Matches
2228,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23-340,2001,8.8,0,6,3,50.0,0.68,0.34,0.00,0.00,10.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
2229,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-340,2001,13.5,1,5,1,20.0,0.37,0.07,0.20,1.00,6.5,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
2230,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-117,2004,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2231,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,32-118,1993,1.5,0,2,0,0.0,1.32,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2232,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-151,2001,26.8,0,26,8,30.8,0.97,0.30,0.00,0.00,23.6,2,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches
2233,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,22-004,2003,7.5,3,31,14,45.2,4.13,1.87,0.10,0.21,16.3,0,0,0,3.2,3.2,0.10,-0.2,-0.2,Matches
2234,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-069,1994,34.8,1,27,2,7.4,0.77,0.06,0.04,0.50,9.1,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
2235,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-175,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2236,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-062,1993,25.5,0,24,4,16.7,0.94,0.16,0.00,0.00,18.0,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
2237,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-297,2002,17.7,0,3,2,66.7,0.17,0.11,0.00,0.00,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2238,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,29-043,1996,11.0,1,12,3,25.0,1.10,0.27,0.08,0.33,19.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2239,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-096,2000,13.6,4,21,7,33.3,1.54,0.51,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0,Matches
2240,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,22-008,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2241,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-031,1996,20.7,4,42,12,28.6,2.03,0.58,0.10,0.33,18.5,0,0,0,4.3,4.3,0.10,-0.3,-0.3,Matches
2242,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-349,1992,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2243,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23-014,2002,18.4,5,50,12,24.0,2.72,0.65,0.10,0.42,15.5,0,0,0,4.6,4.6,0.09,+0.4,+0.4,Matches
2244,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,33-026,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2245,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27-168,1997,23.1,1,15,4,26.7,0.65,0.17,0.07,0.25,21.0,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
2246,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-273,1992,27.0,0,1,0,0.0,0.04,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2247,José Sá,pt POR,GK,Wolves,eng Premier League,32-107,1993,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2248,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,25-128,1999,10.0,3,26,8,30.8,2.60,0.80,0.12,0.38,17.6,0,0,0,2.8,2.8,0.11,+0.2,+0.2,Matches
2249,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,32-060,1993,16.4,0,4,0,0.0,0.24,0.00,0.00,,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2250,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,27-131,1997,7.3,0,15,4,26.7,2.07,0.55,0.00,0.00,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2251,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-111,1993,20.5,0,5,0,0.0,0.24,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2252,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,de Bundesliga,31-048,1994,16.5,0,16,5,31.3,0.97,0.30,0.00,0.00,19.7,0,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
2253,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,30-003,1995,12.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2254,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28-091,1997,7.5,5,19,7,36.8,2.55,0.94,0.26,0.71,13.7,0,0,0,3.3,3.3,0.19,+1.7,+1.7,Matches
2255,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-091,1997,2.5,0,5,0,0.0,1.98,0.00,0.00,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2256,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25-311,1999,13.5,6,18,9,50.0,1.34,0.67,0.33,0.67,17.2,0,0,0,1.9,1.9,0.11,+4.1,+4.1,Matches
2257,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-311,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2258,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-168,1996,13.8,1,4,1,25.0,0.29,0.07,0.25,1.00,10.7,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Matches
2259,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,26-068,1999,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2260,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,26-020,1999,22.3,2,10,3,30.0,0.45,0.13,0.20,0.67,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
2261,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-094,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2262,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23-327,2001,13.5,3,23,8,34.8,1.71,0.59,0.13,0.38,15.6,0,0,0,2.9,2.9,0.13,+0.1,+0.1,Matches
2263,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,30-015,1995,9.9,3,17,7,41.2,1.72,0.71,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2,Matches
2264,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,26-196,1998,9.8,1,7,4,57.1,0.71,0.41,0.14,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0,Matches
2265,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23-241,2001,17.1,6,58,20,34.5,3.39,1.17,0.09,0.25,15.5,1,1,1,6.3,5.5,0.10,-0.3,-0.5,Matches
2266,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-110,2008,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2267,Marco Sala,it ITA,DF,Como,it Serie A,25-334,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2268,Marco Sala,it ITA,DF,Lecce,it Serie A,25-334,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2269,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-247,2001,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
2270,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-323,1992,33.5,28,111,47,42.3,3.32,1.40,0.17,0.40,14.8,1,9,9,23.9,16.9,0.15,+4.1,+2.1,Matches
2271,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,23-106,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
2272,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-290,2000,4.1,0,9,3,33.3,2.17,0.72,0.00,0.00,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
2273,Jan Salas,es ESP,MF,Mallorca,es La Liga,19-267,2005,0.3,0,2,0,0.0,7.50,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2274,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-011,2002,20.4,1,15,2,13.3,0.74,0.10,0.07,0.50,13.7,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
2275,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28-234,1996,24.0,1,28,5,17.9,1.17,0.21,0.04,0.20,22.6,0,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2276,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-041,2001,32.3,2,6,2,33.3,0.19,0.06,0.33,1.00,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,Matches
2277,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-017,1999,11.4,1,8,4,50.0,0.70,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
2278,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-347,1997,0.5,0,3,1,33.3,5.87,1.96,0.00,0.00,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2279,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-164,1992,8.9,0,5,2,40.0,0.56,0.23,0.00,0.00,9.8,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
2280,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,23-069,2002,11.7,2,31,11,35.5,2.64,0.94,0.06,0.18,19.2,3,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches
2281,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-113,1996,3.2,0,3,1,33.3,0.93,0.31,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2282,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-179,1995,0.4,0,1,0,0.0,2.73,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
2283,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-179,1995,12.6,2,28,8,28.6,2.23,0.64,0.07,0.25,16.0,0,0,0,2.8,2.8,0.10,-0.8,-0.8,Matches
2284,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-009,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2285,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,31-009,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2286,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-194,1999,15.6,0,10,4,40.0,0.64,0.26,0.00,0.00,19.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
2287,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,28-239,1996,3.5,0,7,0,0.0,1.97,0.00,0.00,,24.4,3,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2288,Chuky san jose,es ESP,MF,Valladolid,es La Liga,21-005,2004,7.2,1,11,4,36.4,1.53,0.55,0.09,0.25,21.2,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
2289,Antonio Sanabria,py PAR,FW,Torino,it Serie A,29-061,1996,14.4,2,18,4,22.2,1.25,0.28,0.11,0.50,15.1,0,0,1,2.9,2.1,0.12,-0.9,-0.1,Matches
2290,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-009,2000,16.3,15,43,17,39.5,2.63,1.04,0.28,0.71,16.5,0,3,3,9.3,6.9,0.16,+5.7,+5.1,Matches
2291,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,36-136,1988,4.1,0,6,0,0.0,1.46,0.00,0.00,,15.8,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
2292,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-123,1997,12.9,0,15,2,13.3,1.16,0.15,0.00,0.00,18.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
2293,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-223,1992,14.0,2,13,5,38.5,0.93,0.36,0.15,0.40,20.3,1,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches
2294,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,28-051,1997,22.5,2,11,5,45.5,0.49,0.22,0.18,0.40,23.5,5,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
2295,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-262,2003,15.0,4,12,5,41.7,0.80,0.33,0.33,0.80,11.9,0,0,0,1.8,1.8,0.15,+2.2,+2.2,Matches
2296,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-253,2000,25.5,1,12,2,16.7,0.47,0.08,0.08,0.50,16.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
2297,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-167,1997,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2298,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,25-040,2000,18.5,3,23,7,30.4,1.24,0.38,0.13,0.43,15.3,0,0,0,2.0,2.0,0.09,+1.0,+1.0,Matches
2299,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-072,1998,14.0,1,15,5,33.3,1.07,0.36,0.07,0.20,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
2300,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24-302,2000,5.0,0,1,0,0.0,0.20,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2301,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-113,1996,17.5,11,63,26,41.3,3.59,1.48,0.17,0.42,16.6,2,0,0,9.6,9.6,0.15,+1.4,+1.4,Matches
2302,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-022,2002,11.1,2,6,3,50.0,0.54,0.27,0.33,0.67,10.0,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Matches
2303,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-153,1997,3.3,0,1,1,100.0,0.31,0.31,0.00,0.00,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2304,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,19-066,2006,12.1,0,3,0,0.0,0.25,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2305,Maroan Sannadi,es ESP,FW,Athletic Club,es La Liga,24-092,2001,5.3,1,14,5,35.7,2.62,0.94,0.07,0.20,15.2,0,0,0,2.4,2.4,0.17,-1.4,-1.4,Matches
2306,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-125,2000,30.8,0,17,2,11.8,0.55,0.06,0.00,0.00,20.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
2307,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,30-259,1994,2.0,3,6,3,50.0,3.05,1.53,0.50,1.00,17.6,0,0,0,1.4,1.4,0.23,+1.6,+1.6,Matches
2308,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,33-236,1991,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2309,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,30-056,1995,9.5,0,16,3,18.8,1.68,0.31,0.00,0.00,20.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2310,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,30-056,1995,5.4,0,4,1,25.0,0.75,0.19,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2311,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-344,2004,3.6,0,1,0,0.0,0.28,0.00,0.00,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2312,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,21-001,2004,29.7,9,40,15,37.5,1.35,0.50,0.23,0.60,15.9,0,0,0,4.5,4.5,0.11,+4.5,+4.5,Matches
2313,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-023,2003,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2314,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22-285,2002,4.5,0,8,4,50.0,1.78,0.89,0.00,0.00,20.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2315,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32-358,1992,8.0,3,17,8,47.1,2.14,1.01,0.18,0.38,18.9,2,0,0,2.9,2.9,0.17,+0.1,+0.1,Matches
2316,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22-322,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2317,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-054,2001,18.7,4,21,7,33.3,1.12,0.37,0.19,0.57,15.0,0,0,0,2.5,2.5,0.12,+1.5,+1.5,Matches
2318,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-068,1998,26.6,7,48,24,50.0,1.81,0.90,0.15,0.29,13.3,0,0,0,8.7,8.7,0.19,-1.7,-1.7,Matches
2319,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-101,1999,15.4,0,6,1,16.7,0.39,0.07,0.00,0.00,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2320,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19-248,2005,24.3,0,5,0,0.0,0.21,0.00,0.00,,6.7,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
2321,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,24-073,2001,0.5,0,3,0,0.0,6.59,0.00,0.00,,8.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
2322,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22-317,2002,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2323,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,33-133,1991,24.4,2,42,12,28.6,1.72,0.49,0.00,0.00,26.9,13,2,2,3.8,2.3,0.05,-1.8,-2.3,Matches
2324,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,21-024,2004,19.3,1,54,21,38.9,2.80,1.09,0.02,0.05,17.7,1,0,0,4.9,4.9,0.09,-3.9,-3.9,Matches
2325,Nicolò Savona,it ITA,DF,Juventus,it Serie A,22-046,2003,16.2,2,6,4,66.7,0.37,0.25,0.33,0.50,14.8,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2326,Saba Sazonov,ge GEO,DF,Torino,it Serie A,23-092,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2327,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-124,2002,27.9,0,6,1,16.7,0.22,0.04,0.00,0.00,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2328,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-144,2003,3.0,0,4,0,0.0,1.32,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2329,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-123,1999,0.1,0,1,1,100.0,15.00,15.00,0.00,0.00,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2330,Oliver Scarles,eng ENG,DF,West Ham,eng Premier League,19-143,2005,6.6,0,3,0,0.0,0.45,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2331,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,21-041,2004,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2332,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-158,2001,22.2,8,46,20,43.5,2.07,0.90,0.17,0.40,11.9,0,0,0,6.5,6.5,0.14,+1.5,+1.5,Matches
2333,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-021,1999,16.2,1,11,1,9.1,0.68,0.06,0.09,1.00,21.8,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2334,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-135,1991,28.6,4,29,10,34.5,1.01,0.35,0.14,0.40,21.8,3,0,0,2.1,2.1,0.07,+1.9,+1.9,Matches
2335,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-100,1996,16.4,19,65,31,47.7,3.97,1.90,0.29,0.61,11.8,0,0,0,11.5,11.5,0.18,+7.5,+7.5,Matches
2336,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,31-006,1994,2.7,0,10,2,20.0,3.64,0.73,0.00,0.00,14.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
2337,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-265,2002,9.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2338,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27-218,1997,2.0,0,1,0,0.0,0.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2339,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-006,1997,14.4,3,12,4,33.3,0.83,0.28,0.25,0.75,12.7,0,0,0,0.8,0.8,0.06,+2.2,+2.2,Matches
