Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1659,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-338,1998,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,+2.2,+2.2,Matches
1660,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-144,1997,21.6,0,18,5,27.8,0.83,0.23,0.00,0.00,14.8,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
1661,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-016,2005,15.6,0,1,1,100.0,0.06,0.06,0.00,0.00,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1662,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,21-040,2004,2.7,1,6,3,50.0,2.20,1.10,0.17,0.33,13.7,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
1663,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-029,1997,9.3,4,16,7,43.8,1.71,0.75,0.19,0.43,13.7,0,1,1,3.1,2.3,0.15,+0.9,+0.7,Matches
1664,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-352,2006,7.6,1,23,7,30.4,3.01,0.92,0.04,0.14,15.9,0,0,0,2.6,2.6,0.11,-1.6,-1.6,Matches
1665,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-171,1997,29.3,0,13,3,23.1,0.44,0.10,0.00,0.00,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1666,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-170,1995,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,17.5,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1667,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-281,1995,7.7,0,3,1,33.3,0.39,0.13,0.00,0.00,13.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1668,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-108,2004,7.8,3,8,5,62.5,1.02,0.64,0.38,0.60,19.6,0,0,0,0.5,0.5,0.06,+2.5,+2.5,Matches
1669,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-126,2006,2.5,0,11,4,36.4,4.46,1.62,0.00,0.00,18.1,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
1670,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-135,1998,27.3,22,121,62,51.2,4.43,2.27,0.13,0.26,16.9,2,6,7,19.9,14.4,0.12,+2.1,+1.6,Matches
1671,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-100,2008,2.8,1,10,5,50.0,3.60,1.80,0.10,0.20,14.4,0,0,0,1.5,1.5,0.15,-0.5,-0.5,Matches
1672,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-270,1999,33.9,18,69,30,43.5,2.03,0.88,0.19,0.43,17.7,6,5,5,10.8,6.8,0.10,+7.2,+6.2,Matches
1673,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,22-198,2002,3.4,3,12,4,33.3,3.55,1.18,0.25,0.75,14.3,0,0,0,2.8,2.8,0.23,+0.2,+0.2,Matches
1674,Kasey McAteer,ie IRL,"FW,MF",Leicester City,eng Premier League,23-163,2001,6.8,0,9,4,44.4,1.32,0.59,0.00,0.00,16.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1675,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28-334,1996,17.4,3,27,10,37.0,1.55,0.57,0.11,0.30,12.1,0,0,0,4.4,4.4,0.16,-1.4,-1.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1676,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,35-152,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1677,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-198,1994,22.8,1,26,5,19.2,1.14,0.22,0.04,0.20,16.2,1,0,0,2.9,2.6,0.10,-1.9,-1.6,Matches
1678,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,28-173,1996,25.4,0,6,0,0.0,0.24,0.00,0.00,,11.2,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
1679,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,26-249,1998,22.6,2,20,8,40.0,0.88,0.35,0.10,0.25,12.9,0,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
1680,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-068,1999,25.7,1,8,2,25.0,0.31,0.08,0.13,0.50,11.2,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Matches
1681,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,25-163,1999,14.0,4,25,10,40.0,1.78,0.71,0.16,0.40,21.9,0,0,0,1.1,1.1,0.04,+2.9,+2.9,Matches
1682,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,28-147,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1683,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-147,1996,29.6,11,70,29,41.4,2.36,0.98,0.16,0.38,15.2,1,0,0,6.9,6.9,0.10,+4.1,+4.1,Matches
1684,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,26-239,1998,16.9,1,14,3,21.4,0.83,0.18,0.07,0.33,14.6,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
1685,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25-341,1999,25.3,0,26,3,11.5,1.03,0.12,0.00,0.00,18.5,0,0,0,1.6,1.6,0.06,-1.6,-1.6,Matches
1686,Ben Mee,eng ENG,DF,Brentford,eng Premier League,35-225,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1687,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18-310,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1688,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-168,2003,0.7,1,2,1,50.0,2.86,1.43,0.50,1.00,17.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
1689,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,23-152,2001,4.5,0,1,0,0.0,0.22,0.00,0.00,,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1690,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,23-152,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1691,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-205,2007,6.0,2,15,5,33.3,2.49,0.83,0.13,0.40,10.8,0,0,0,2.5,2.5,0.16,-0.5,-0.5,Matches
1692,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,22-034,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1693,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27-364,1997,20.4,2,44,14,31.8,2.15,0.69,0.05,0.14,21.8,7,0,0,3.5,3.5,0.08,-1.5,-1.5,Matches
1694,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,26-075,1999,1.0,0,1,0,0.0,1.01,0.00,0.00,,21.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1695,Arthur Melo,br BRA,MF,Girona,es La Liga,28-265,1996,6.3,0,4,1,25.0,0.63,0.16,0.00,0.00,27.4,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1696,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-319,2002,17.6,1,19,9,47.4,1.08,0.51,0.05,0.11,19.5,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches
1697,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-117,1997,14.8,3,24,8,33.3,1.62,0.54,0.13,0.38,18.4,4,0,0,3.3,3.3,0.14,-0.3,-0.3,Matches
1698,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20-342,2004,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,14.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1699,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-330,1995,11.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1700,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-315,1992,3.5,0,1,0,0.0,0.28,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1701,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-290,1998,23.2,0,4,1,25.0,0.17,0.04,0.00,0.00,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1702,Alex Meret,it ITA,GK,Napoli,it Serie A,28-043,1997,30.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1703,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-316,1996,15.8,6,32,12,37.5,2.03,0.76,0.19,0.50,10.5,0,0,0,4.4,4.4,0.14,+1.6,+1.6,Matches
1704,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-353,2002,16.7,1,25,9,36.0,1.50,0.54,0.04,0.11,17.0,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
1705,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-329,1999,4.6,0,6,0,0.0,1.29,0.00,0.00,,19.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
1706,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,22-006,2003,4.9,0,4,0,0.0,0.82,0.00,0.00,,15.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1707,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33-356,1991,7.1,1,14,5,35.7,1.97,0.70,0.07,0.20,21.8,0,0,1,2.1,1.2,0.08,-1.1,-0.2,Matches
1708,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,25-180,1999,3.9,0,6,3,50.0,1.54,0.77,0.00,0.00,22.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
1709,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-353,1993,10.0,0,3,0,0.0,0.30,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1710,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-234,1991,18.4,2,25,9,36.0,1.36,0.49,0.08,0.22,15.9,0,0,0,1.8,1.8,0.07,+0.2,+0.2,Matches
1711,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,34-021,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1712,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-196,2007,0.0,0,1,1,100.0,90.00,90.00,0.00,0.00,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1713,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19-317,2005,1.1,0,3,1,33.3,2.70,0.90,0.00,0.00,12.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1714,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-352,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1715,Miguel,es ESP,FW,Leganés,es La Liga,25-243,1999,18.6,1,33,14,42.4,1.77,0.75,0.00,0.00,15.5,0,1,2,4.9,3.3,0.10,-3.9,-3.3,Matches
1716,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,25-091,2000,14.3,0,31,11,35.5,2.17,0.77,0.00,0.00,22.1,5,0,0,2.4,2.4,0.08,-2.4,-2.4,Matches
1717,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-185,2000,14.8,10,47,21,44.7,3.18,1.42,0.15,0.33,14.0,0,3,4,9.9,6.6,0.14,+0.1,+0.4,Matches
1718,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21-330,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1719,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-204,1997,33.0,4,26,7,26.9,0.79,0.21,0.15,0.57,12.1,0,0,0,3.6,3.6,0.14,+0.4,+0.4,Matches
1720,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-003,2006,2.8,1,3,2,66.7,1.08,0.72,0.33,0.50,14.6,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
1721,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-073,1997,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1722,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-106,1998,10.4,1,10,3,30.0,0.96,0.29,0.10,0.33,17.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
1723,Luis Milla,es ESP,MF,Getafe,es La Liga,30-209,1994,28.9,1,30,7,23.3,1.04,0.24,0.00,0.00,25.5,4,1,1,1.8,1.0,0.03,-0.8,-1.0,Matches
1724,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32-223,1992,3.5,1,7,3,42.9,1.99,0.85,0.14,0.33,15.1,1,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
1725,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22-291,2002,19.1,5,39,15,38.5,2.04,0.79,0.13,0.33,16.7,0,0,1,7.2,6.3,0.16,-2.2,-1.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1726,James Milner,eng ENG,MF,Brighton,eng Premier League,39-120,1986,1.9,0,2,0,0.0,1.07,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1727,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-170,1996,25.4,2,7,5,71.4,0.28,0.20,0.29,0.40,6.0,0,0,0,1.6,1.6,0.23,+0.4,+0.4,Matches
1728,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-223,1994,26.5,0,24,7,29.2,0.90,0.26,0.00,0.00,11.3,0,0,0,2.1,2.1,0.09,-2.1,-2.1,Matches
1729,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-108,1995,22.9,5,52,17,32.7,2.27,0.74,0.10,0.29,14.9,0,0,0,8.3,8.3,0.16,-3.3,-3.3,Matches
1730,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-119,2004,4.9,1,3,2,66.7,0.61,0.40,0.33,0.50,15.9,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches
1731,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-052,1993,11.7,0,9,1,11.1,0.77,0.09,0.00,0.00,11.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
1732,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-356,1999,25.6,3,28,7,25.0,1.10,0.27,0.11,0.43,23.9,8,0,0,1.2,1.2,0.04,+1.8,+1.8,Matches
1733,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,19-105,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1734,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20-286,2004,16.6,5,28,13,46.4,1.68,0.78,0.18,0.38,13.6,0,0,0,3.7,3.7,0.13,+1.3,+1.3,Matches
1735,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-314,1999,9.4,2,14,4,28.6,1.49,0.43,0.14,0.50,12.3,0,0,0,2.7,2.7,0.19,-0.7,-0.7,Matches
1736,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27-320,1997,6.6,0,24,6,25.0,3.62,0.90,0.00,0.00,17.3,0,0,0,2.8,2.8,0.12,-2.8,-2.8,Matches
1737,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-105,2000,23.6,0,20,5,25.0,0.85,0.21,0.00,0.00,26.3,6,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
1738,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,21-274,2003,18.6,3,24,6,25.0,1.29,0.32,0.13,0.50,17.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1,Matches
1739,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,25-245,1999,31.7,0,11,2,18.2,0.35,0.06,0.00,0.00,13.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
1740,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27-349,1997,28.0,9,54,25,46.3,1.93,0.89,0.17,0.36,13.9,0,0,0,8.8,8.8,0.16,+0.2,+0.2,Matches
1741,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-047,1997,25.7,1,20,4,20.0,0.78,0.16,0.05,0.25,23.5,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
1742,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,28-039,1997,5.0,1,12,5,41.7,2.40,1.00,0.08,0.20,21.1,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1743,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-103,1989,25.6,1,23,2,8.7,0.90,0.08,0.04,0.50,21.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
1744,Jakub Moder,pl POL,MF,Brighton,eng Premier League,26-027,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1745,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,25-209,1999,5.4,0,2,2,100.0,0.37,0.37,0.00,0.00,13.5,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
1746,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,39-237,1985,16.7,2,17,4,23.5,1.02,0.24,0.12,0.50,22.5,1,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches
1747,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,5.0,0,12,4,33.3,2.39,0.80,0.00,0.00,12.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1748,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25-344,1999,0.5,0,3,1,33.3,6.00,2.00,0.00,0.00,11.9,0,0,0,0.4,0.4,0.15,-0.4,-0.4,Matches
1749,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-157,1997,12.6,5,40,16,40.0,3.18,1.27,0.13,0.31,13.4,1,0,0,5.3,5.3,0.13,-0.3,-0.3,Matches
1750,Johan Mojica,co COL,DF,Mallorca,es La Liga,32-256,1992,27.3,1,15,3,20.0,0.55,0.11,0.07,0.33,22.9,3,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1751,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,21-001,2004,0.2,0,2,2,100.0,8.18,8.18,0.00,0.00,5.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
1752,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,21-216,2003,27.4,6,62,23,37.1,2.27,0.84,0.10,0.26,18.7,0,0,0,5.4,5.4,0.09,+0.6,+0.6,Matches
1753,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-028,1998,16.0,0,8,1,12.5,0.50,0.06,0.00,0.00,20.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
1754,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-166,1991,2.7,0,6,2,33.3,2.23,0.74,0.00,0.00,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1755,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26-356,1998,22.9,0,21,9,42.9,0.92,0.39,0.00,0.00,17.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
1756,Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,,,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1757,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,28-123,1997,1.3,0,1,0,0.0,0.80,0.00,0.00,,14.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1758,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-073,1996,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1759,Mikey Moore,eng ENG,"FW,MF",Tottenham,eng Premier League,17-266,2007,2.1,0,3,0,0.0,1.46,0.00,0.00,,19.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1760,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,32-193,1992,12.2,5,27,10,37.0,2.21,0.82,0.19,0.50,11.3,0,0,0,3.9,3.9,0.15,+1.1,+1.1,Matches
1761,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23-308,2001,8.9,0,2,1,50.0,0.23,0.11,0.00,0.00,8.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
1762,Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,20-271,2004,27.0,2,24,8,33.3,0.89,0.30,0.08,0.25,16.0,1,0,0,2.0,2.0,0.08,0.0,0.0,Matches
1763,Alberto Moreno,es ESP,DF,Como,it Serie A,32-303,1992,18.2,0,13,5,38.5,0.71,0.27,0.00,0.00,25.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1764,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31-330,1993,10.6,0,6,0,0.0,0.57,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1765,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-027,1992,7.2,3,23,9,39.1,3.19,1.25,0.00,0.00,18.2,0,3,3,4.2,1.8,0.08,-1.2,-1.8,Matches
1766,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,21-222,2003,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1767,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,28-151,1996,20.9,3,36,12,33.3,1.73,0.58,0.08,0.25,20.4,0,0,0,2.7,2.7,0.08,+0.3,+0.3,Matches
1768,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-063,2000,5.4,0,1,0,0.0,0.19,0.00,0.00,,23.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1769,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-105,2003,19.3,0,26,7,26.9,1.35,0.36,0.00,0.00,22.2,0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
1770,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-112,1999,14.4,0,11,1,9.1,0.76,0.07,0.00,0.00,22.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1771,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-053,1998,12.4,0,14,2,14.3,1.13,0.16,0.00,0.00,26.1,1,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
1772,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,22-150,2002,22.2,4,40,15,37.5,1.80,0.68,0.10,0.27,18.2,0,0,0,3.4,3.4,0.09,+0.6,+0.6,Matches
1773,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,33-236,1991,27.6,1,9,2,22.2,0.33,0.07,0.11,0.50,26.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1774,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,19-218,2005,0.9,0,2,0,0.0,2.14,0.00,0.00,,20.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1775,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20-311,2004,32.9,1,5,2,40.0,0.15,0.06,0.20,0.50,10.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1776,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,25-196,1999,14.3,5,53,14,26.4,3.71,0.98,0.09,0.36,13.4,0,0,0,6.3,6.3,0.12,-1.3,-1.3,Matches
1777,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-002,2001,4.9,0,2,0,0.0,0.41,0.00,0.00,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1778,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,27-002,1998,22.0,5,40,10,25.0,1.82,0.46,0.13,0.50,12.9,0,0,0,4.9,4.9,0.12,+0.1,+0.1,Matches
1779,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19-285,2005,8.2,0,1,0,0.0,0.12,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1780,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,24-025,2001,10.4,0,9,2,22.2,0.86,0.19,0.00,0.00,16.0,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
1781,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,20-165,2004,2.3,2,6,2,33.3,2.65,0.88,0.33,1.00,11.6,0,0,0,2.2,2.2,0.37,-0.2,-0.2,Matches
1782,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,30-217,1994,3.3,0,17,4,23.5,5.12,1.20,0.00,0.00,11.1,0,0,0,1.9,1.9,0.11,-1.9,-1.9,Matches
