Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
633,Kosi Thompson,ca CAN,DF,Toronto FC,22-098,2003,7.8,319,398,80.2,5266,2355,163,186,87.6,127,149,85.2,23,41,56.1,0,0.0,0.1,0.0,1,33,1,0,31,Matches
634,Timmy Tillman,de GER,MF,LAFC,26-121,1999,8.3,438,497,88.1,7173,2201,223,239,93.3,178,188,94.7,31,49,63.3,0,0.7,0.8,-0.7,12,56,13,3,69,Matches
635,Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,31-268,1993,0.7,12,15,80.0,184,35,5,7,71.4,7,7,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
636,Nouhou Tolo,cm CMR,DF,Seattle Sounders,27-316,1997,8.7,408,475,85.9,6796,2288,202,217,93.1,183,196,93.4,19,46,41.3,1,1.0,1.0,0.0,6,39,7,4,37,Matches
637,Tomas Totland,no NOR,DF,St. Louis,26-219,1998,3.7,116,165,70.3,1876,760,50,63,79.4,54,69,78.3,7,21,33.3,0,0.3,0.7,-0.3,3,7,4,1,13,Matches
638,Mason Toye,us USA,FW,Sporting KC,26-201,1998,0.2,7,9,77.8,105,29,4,4,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,1,1,1,2,Matches
639,Wil Trapp,us USA,MF,Minnesota Utd,32-110,1993,9.7,268,348,77.0,4381,1846,133,165,80.6,104,126,82.5,23,35,65.7,0,0.2,0.8,-0.2,4,22,7,3,40,Matches
640,Jackson Travis,us USA,DF,Colorado Rapids,21-071,2004,1.5,46,64,71.9,816,271,22,29,75.9,19,23,82.6,5,10,50.0,0,0.0,0.0,0.0,0,5,1,0,6,Matches
641,Niko Tsakiris,us USA,MF,SJ Earthquakes,19-320,2005,2.7,83,97,85.6,1335,418,46,48,95.8,27,29,93.1,7,11,63.6,1,0.8,0.7,+0.2,5,10,5,0,11,Matches
642,Garrison Tubbs,us USA,DF,D.C. United,23-077,2002,0.5,2,2,100.0,55,39,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
643,Jeppe Tverskov,dk DEN,MF,San Diego FC,32-054,1993,10.8,780,862,90.5,12421,3462,409,441,92.7,301,324,92.9,50,69,72.5,0,0.8,1.1,-0.8,12,65,15,1,73,Matches
644,Mikael Uhre,dk DEN,FW,Philadelphia Union,30-217,1994,6.8,106,158,67.1,1250,159,76,96,79.2,21,36,58.3,1,7,14.3,2,1.6,0.8,+0.4,9,5,5,0,7,Matches
645,Cengiz Ünder,tr TUR,FW,LAFC,27-295,1997,3.4,99,138,71.7,1982,556,44,53,83.0,30,47,63.8,19,26,73.1,2,1.2,1.1,+0.8,7,8,6,2,16,Matches
646,Osaze Urhoghide,nl NED,DF,FC Dallas,24-305,2000,11.0,446,505,88.3,8453,3204,149,166,89.8,263,282,93.3,29,46,63.0,0,0.1,0.2,-0.1,2,23,0,0,28,Matches
647,Maximiliano Urruti,ar ARG,FW,NE Revolution,34-072,1991,4.0,63,81,77.8,953,321,34,41,82.9,26,29,89.7,1,2,50.0,0,0.2,0.1,-0.2,4,7,0,0,9,Matches
648,Júnior Urso,br BRA,MF,Houston Dynamo,36-056,1989,2.2,136,149,91.3,2016,514,81,83,97.6,43,50,86.0,6,7,85.7,0,0.0,0.0,0.0,0,10,0,0,13,Matches
649,Óscar Ustari,ar ARG,GK,Inter Miami,38-306,1986,6.4,233,268,86.9,5720,3719,36,36,100.0,141,142,99.3,54,87,62.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
650,Myrto Uzuni,al ALB,FW,Austin,29-339,1995,7.8,107,130,82.3,1788,307,53,62,85.5,36,42,85.7,12,17,70.6,0,0.6,1.2,-0.6,8,6,4,1,10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
651,Onni Valakari,fi FIN,"FW,MF",San Diego FC,25-260,1999,7.3,220,271,81.2,3142,859,131,145,90.3,67,85,78.8,11,19,57.9,4,2.0,1.1,+2.0,11,26,12,0,38,Matches
652,Omar Valencia,pa PAN,DF,NY Red Bulls,20-331,2004,7.1,268,348,77.0,4378,1116,138,155,89.0,110,129,85.3,17,45,37.8,4,0.4,0.5,+3.6,9,12,4,3,17,Matches
