Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
1437,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-118,2004,6.7,19,11,5,10,4,8,16,50.0,8,6,0,6,13,32,6,0,Matches
1438,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,29-041,1996,23.0,25,11,10,12,3,15,28,53.6,13,28,5,23,10,35,38,1,Matches
1439,Darko Lazović,rs SRB,"DF,FW",Hellas Verona,it Serie A,34-231,1990,15.9,20,10,5,13,2,11,28,39.3,17,19,3,16,11,31,39,0,Matches
1440,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-156,1993,15.3,26,16,13,11,2,14,24,58.3,10,9,5,4,10,36,19,0,Matches
1441,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-274,1997,15.3,27,15,16,8,3,11,16,68.8,5,18,14,4,33,60,75,0,Matches
1442,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,27-013,1998,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
1443,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,25-090,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0,Matches
1444,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-174,1996,20.9,25,16,21,4,0,11,18,61.1,7,17,8,9,8,33,108,1,Matches
1445,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-076,1993,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches
1446,Rafael Leão,pt POR,FW,Milan,it Serie A,25-328,1999,24.8,14,9,2,8,4,9,26,34.6,17,13,1,12,6,20,3,0,Matches
1447,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,34-008,1991,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,2,Matches
1448,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-344,1993,15.1,45,30,19,19,7,25,51,49.0,26,13,2,11,10,55,22,0,Matches
1449,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-268,1993,31.0,52,30,42,9,1,30,44,68.2,14,50,31,19,30,82,191,3,Matches
1450,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-101,1999,28.3,64,32,43,17,4,33,50,66.0,17,61,25,36,57,121,162,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1451,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-351,1998,7.5,12,4,6,4,2,7,9,77.8,2,12,4,8,10,22,42,1,Matches
1452,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-349,1991,32.9,43,26,28,13,2,21,39,53.8,18,35,29,6,30,73,162,1,Matches
1453,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-115,2004,3.6,8,4,5,2,1,4,10,40.0,6,4,4,0,6,14,3,0,Matches
1454,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,32-000,1993,6.6,13,10,11,2,0,7,12,58.3,5,6,1,5,5,18,20,2,Matches
1455,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-280,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1456,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-173,1995,0.7,2,1,1,1,0,2,4,50.0,2,0,0,0,0,2,0,0,Matches
1457,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,21-270,2003,17.8,33,23,13,15,5,14,29,48.3,15,35,4,31,14,47,19,0,Matches
1458,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-245,1993,15.2,51,31,27,19,5,20,29,69.0,9,12,7,5,27,78,50,3,Matches
1459,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-321,1995,19.9,22,14,16,6,0,8,11,72.7,3,24,18,6,20,42,96,1,Matches
1460,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-061,1992,35.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,9,4,Matches
1461,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-182,1992,29.0,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,22,1,Matches
1462,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-134,2006,11.6,12,5,8,4,0,3,4,75.0,1,17,8,9,15,27,50,1,Matches
1463,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-016,2000,15.2,9,5,2,4,3,4,15,26.7,11,13,2,11,3,12,9,0,Matches
1464,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-194,2002,21.8,66,31,29,26,11,31,70,44.3,39,33,3,30,18,84,24,0,Matches
1465,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,30-191,1994,22.6,30,15,12,14,4,17,33,51.5,16,32,15,17,36,66,63,1,Matches
1466,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-101,2006,6.8,20,14,9,8,3,11,15,73.3,4,15,1,14,5,25,15,1,Matches
1467,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-256,1988,27.1,9,4,1,5,3,4,10,40.0,6,14,2,12,3,12,24,0,Matches
1468,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,24-067,2001,17.0,16,6,6,3,7,11,24,45.8,13,22,1,21,10,26,17,1,Matches
1469,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,20-164,2004,20.2,29,19,13,12,4,13,21,61.9,8,28,7,21,13,42,43,1,Matches
1470,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,24-071,2001,30.7,44,26,23,15,6,26,43,60.5,17,24,9,15,19,63,71,3,Matches
1471,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-220,2006,13.0,22,14,10,9,3,10,10,100.0,0,2,1,1,6,28,20,0,Matches
1472,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,25-051,2000,0.6,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,1,0,Matches
1473,Mattia Liberali,it ITA,MF,Milan,it Serie A,18-028,2007,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0,Matches
1474,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-297,1996,27.8,22,13,12,10,0,15,30,50.0,15,27,17,10,35,57,107,2,Matches
1475,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-265,1999,23.2,30,22,17,12,1,23,32,71.9,9,29,21,8,33,63,92,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1476,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-307,2006,0.8,1,0,0,0,1,1,3,33.3,2,0,0,0,2,3,5,0,Matches
1477,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30-291,1994,5.2,5,1,5,0,0,2,3,66.7,1,4,2,2,7,12,32,1,Matches
1478,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,25-064,2000,13.8,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0,Matches
1479,Karol Linetty,pl POL,MF,Torino,it Serie A,30-091,1995,16.9,39,23,17,19,3,20,41,48.8,21,14,5,9,12,51,31,1,Matches
1480,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,25-132,1999,14.4,25,13,20,4,1,18,45,40.0,27,19,4,15,7,32,12,0,Matches
1481,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,27-264,1997,7.1,13,9,5,8,0,5,13,38.5,8,7,2,5,4,17,11,0,Matches
1482,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,24-000,2001,9.9,12,8,1,5,6,6,12,50.0,6,9,2,7,3,15,8,0,Matches
1483,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-173,2002,27.6,50,33,32,14,4,29,54,53.7,25,33,10,23,21,71,95,1,Matches
1484,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,23-065,2002,2.5,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,7,0,Matches
1485,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-235,2002,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1486,Diego Llorente,es ESP,DF,Betis,es La Liga,31-261,1993,28.0,36,20,23,12,1,25,38,65.8,13,29,20,9,43,79,154,1,Matches
1487,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-094,1995,23.9,61,45,34,24,3,33,48,68.8,15,27,7,20,22,83,47,1,Matches
1488,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-290,1995,29.8,67,43,51,16,0,38,53,71.7,15,33,21,12,31,98,186,0,Matches
1489,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,29-025,1996,13.5,32,21,7,16,9,16,24,66.7,8,14,2,12,5,37,3,1,Matches
1490,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-160,1994,29.2,46,30,16,20,10,18,29,62.1,11,29,11,18,21,67,57,1,Matches
1491,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-116,1998,27.5,64,43,25,33,6,28,47,59.6,19,48,16,32,22,86,63,0,Matches
1492,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-101,1996,8.0,16,7,4,8,4,5,9,55.6,4,1,0,1,2,18,11,0,Matches
1493,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-363,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1494,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-158,2000,5.6,11,4,6,5,0,3,9,33.3,6,4,1,3,5,16,7,2,Matches
1495,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-186,1997,8.9,27,16,10,9,8,18,27,66.7,9,17,5,12,7,34,8,0,Matches
1496,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-196,1997,22.6,30,14,9,13,8,10,18,55.6,8,18,0,18,2,32,5,1,Matches
1497,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-215,1990,14.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1,Matches
1498,David López,es ESP,DF,Mallorca,es La Liga,22-090,2003,0.9,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,Matches
1499,David López,es ESP,DF,Girona,es La Liga,35-207,1989,24.0,28,20,19,6,3,17,30,56.7,13,21,11,10,12,40,95,1,Matches
1500,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-356,2002,27.7,28,17,9,15,4,16,45,35.6,29,24,0,24,13,41,13,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1501,Fer López,,"FW,MF",Celta Vigo,es La Liga,,,4.9,6,3,1,3,2,0,5,0.0,5,6,0,6,1,7,6,0,Matches
1502,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-358,2003,11.5,18,14,3,8,7,7,25,28.0,18,8,0,8,4,22,3,0,Matches
1503,Javi López,es ESP,DF,Real Sociedad,es La Liga,23-040,2002,19.5,38,23,22,12,4,21,35,60.0,14,20,7,13,8,46,55,1,Matches
1504,Pau López,es ESP,GK,Girona,es La Liga,30-142,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1505,Roberto López,es ESP,MF,Leganés,es La Liga,25-010,2000,4.4,7,5,4,3,0,4,14,28.6,10,4,0,4,1,8,7,2,Matches
1506,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-186,1995,16.8,24,16,11,8,5,12,28,42.9,16,14,3,11,20,44,19,0,Matches
1507,Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,23-276,2001,3.8,3,3,0,1,2,1,5,20.0,4,3,0,3,1,4,7,0,Matches
1508,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-276,2001,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,0,Matches
1509,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,39-055,1986,12.0,28,16,14,11,3,16,32,50.0,16,21,7,14,18,46,25,1,Matches
1510,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-217,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1511,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,22-000,2003,8.0,26,16,17,4,5,17,22,77.3,5,12,4,8,17,43,18,0,Matches
1512,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-037,1998,24.5,45,29,24,17,4,22,43,51.2,21,33,5,28,22,67,25,1,Matches
1513,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-210,1999,19.3,50,33,20,25,5,24,51,47.1,27,26,5,21,20,70,29,0,Matches
1514,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-236,2000,24.8,9,6,2,2,5,4,10,40.0,6,18,1,17,6,15,24,0,Matches
1515,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-312,1998,25.4,42,23,22,20,0,23,34,67.6,11,29,13,16,24,66,82,6,Matches
1516,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-237,2003,1.4,1,1,1,0,0,0,0,,0,0,0,0,2,3,4,0,Matches
1517,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-344,1995,17.3,50,36,34,13,3,39,55,70.9,16,14,2,12,20,70,52,0,Matches
1518,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-119,1990,10.6,23,13,14,7,2,14,19,73.7,5,15,7,8,19,42,44,0,Matches
1519,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-360,1998,5.5,12,8,7,4,1,6,9,66.7,3,4,1,3,2,14,4,0,Matches
1520,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-356,1993,28.9,4,2,0,2,2,1,4,25.0,3,7,2,5,1,5,15,0,Matches
1521,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-138,2002,16.5,31,17,15,12,4,17,23,73.9,6,24,11,13,16,47,70,0,Matches
1522,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-222,1997,30.4,20,13,8,8,4,13,25,52.0,12,16,0,16,5,25,16,2,Matches
1523,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-264,1996,24.1,66,37,21,39,6,21,53,39.6,32,19,7,12,26,92,32,0,Matches
1524,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-167,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1525,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,30-078,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1526,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-362,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1527,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,26-082,1999,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1528,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-221,1992,2.2,8,5,6,1,1,4,7,57.1,3,4,2,2,2,10,2,0,Matches
1529,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-240,1996,34.0,45,24,29,15,1,16,26,61.5,10,27,13,14,31,76,152,1,Matches
1530,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,23-056,2002,16.4,9,5,3,3,3,5,17,29.4,12,5,0,5,3,12,4,0,Matches
1531,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-194,1993,9.6,16,10,10,5,1,7,13,53.8,6,6,4,2,9,25,31,1,Matches
1532,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-074,1999,28.4,70,37,35,29,6,37,64,57.8,27,54,12,42,62,132,68,5,Matches
1533,Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,21-149,2003,1.0,1,0,0,1,0,1,2,50.0,1,1,1,0,2,3,3,0,Matches
1534,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,19-210,2005,3.0,3,1,2,1,0,1,4,25.0,3,4,0,4,1,4,2,1,Matches
1535,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-055,2002,10.6,27,15,16,8,3,16,22,72.7,6,11,0,11,15,42,33,2,Matches
1536,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-131,1998,28.4,95,58,28,51,16,55,101,54.5,46,60,6,54,22,117,29,1,Matches
1537,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,31-244,1993,18.3,34,25,13,13,8,16,27,59.3,11,19,3,16,15,49,26,2,Matches
1538,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-216,1999,19.5,8,5,4,3,1,6,14,42.9,8,11,2,9,6,14,18,0,Matches
1539,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,32-086,1993,6.9,5,4,3,2,0,3,9,33.3,6,3,0,3,5,10,13,0,Matches
1540,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-215,1998,7.8,19,11,9,7,3,10,21,47.6,11,14,4,10,2,21,10,1,Matches
1541,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-162,1996,20.1,31,19,8,16,7,9,29,31.0,20,15,4,11,12,43,19,1,Matches
1542,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,24-088,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1543,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,23-055,2002,19.1,22,15,7,12,3,13,33,39.4,20,14,0,14,8,30,10,0,Matches
1544,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-296,1997,23.5,56,37,41,12,3,32,43,74.4,11,31,11,20,22,78,89,1,Matches
1545,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-136,1997,26.3,25,15,12,8,5,12,16,75.0,4,42,29,13,16,41,93,2,Matches
1546,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-208,2003,10.7,43,24,13,25,5,24,43,55.8,19,16,3,13,21,64,19,1,Matches
1547,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23-361,2001,1.3,2,1,0,2,0,1,3,33.3,2,2,2,0,1,3,2,0,Matches
1548,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-212,1995,11.8,20,15,14,6,0,7,7,100.0,0,16,9,7,17,37,73,1,Matches
1549,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-339,1998,23.6,42,26,17,22,3,20,44,45.5,24,18,3,15,15,57,34,0,Matches
1550,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-242,1999,15.1,6,1,1,4,1,3,8,37.5,5,16,2,14,4,10,9,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1551,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-060,1993,16.5,26,13,20,5,1,13,17,76.5,4,14,12,2,37,63,71,1,Matches
1552,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-295,2000,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
1553,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-116,1999,9.4,12,6,4,8,0,7,12,58.3,5,15,1,14,4,16,12,1,Matches
1554,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-305,1995,32.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,17,3,Matches
1555,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-179,1994,32.0,56,28,34,20,2,34,53,64.2,19,57,32,25,66,122,199,0,Matches
1556,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-015,2005,15.7,39,24,16,11,12,21,34,61.8,13,16,2,14,19,58,7,1,Matches
1557,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,27-248,1997,19.1,62,39,26,23,13,43,67,64.2,24,27,4,23,24,86,49,6,Matches
1558,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-169,1999,15.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,1,Matches
1559,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-107,1998,2.1,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,2,0,Matches
1560,Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18-293,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1561,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-274,2001,5.5,12,7,8,3,1,8,13,61.5,5,7,3,4,5,17,18,0,Matches
1562,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-290,1998,21.6,39,23,27,9,3,18,23,78.3,5,25,4,21,14,53,24,0,Matches
1563,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-160,1991,6.5,9,5,6,3,0,6,7,85.7,1,5,4,1,6,15,30,1,Matches
1564,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-260,1999,1.1,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,1,1,Matches
1565,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-298,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1566,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-338,2001,5.0,11,9,5,5,1,5,11,45.5,6,8,3,5,7,18,17,0,Matches
1567,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-205,2001,14.5,14,6,5,9,0,6,13,46.2,7,8,2,6,4,18,12,2,Matches
1568,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,23-205,2001,1.4,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,0,0,Matches
1569,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-255,1998,16.8,45,23,17,23,5,17,34,50.0,17,25,6,19,16,61,25,0,Matches
1570,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-115,1999,3.3,7,4,3,3,1,1,4,25.0,3,1,0,1,0,7,1,0,Matches
1571,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-115,1999,6.8,0,0,0,0,0,0,2,0.0,2,2,0,2,3,3,6,0,Matches
1572,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,32-000,1993,4.3,12,8,4,7,1,3,6,50.0,3,2,0,2,1,13,4,0,Matches
1573,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-208,1999,8.4,20,11,12,7,1,14,23,60.9,9,9,2,7,14,34,38,0,Matches
1574,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,25-208,1999,0.3,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,3,0,Matches
1575,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-155,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1576,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-217,2000,30.0,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,13,3,Matches
1577,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-251,1998,22.2,13,6,7,3,3,6,24,25.0,18,15,3,12,8,21,11,0,Matches
1578,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-127,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-017,1996,30.9,37,23,20,15,2,17,30,56.7,13,19,13,6,34,71,85,0,Matches
1580,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,40-037,1985,16.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2,Matches
1581,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-229,2001,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1582,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-103,1994,10.5,18,11,10,7,1,10,18,55.6,8,11,5,6,16,34,35,0,Matches
1583,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-194,1991,17.3,27,16,8,15,4,13,19,68.4,6,22,10,12,14,41,47,0,Matches
1584,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-309,1997,17.5,19,11,8,9,2,12,28,42.9,16,22,7,15,13,32,52,1,Matches
1585,Orel Mangala,be BEL,MF,Everton,eng Premier League,27-047,1998,14.0,16,8,3,11,2,5,8,62.5,3,8,3,5,21,37,24,1,Matches
1586,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27-047,1998,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0,Matches
1587,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28-324,1996,16.2,28,17,16,10,2,14,26,53.8,12,20,11,9,17,45,45,0,Matches
1588,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-364,1994,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0,Matches
1589,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,19-202,2005,1.6,5,1,0,2,3,0,3,0.0,3,4,0,4,0,5,4,0,Matches
1590,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-313,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1591,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-278,2002,7.2,9,6,0,5,4,3,9,33.3,6,9,0,9,3,12,2,0,Matches
1592,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-221,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0,Matches
1593,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-221,2002,3.8,7,5,5,2,0,2,5,40.0,3,6,3,3,2,9,26,0,Matches
