Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
2161,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-139,1996,1.4,4,3,1,3,0,2,3,66.7,1,4,0,4,2,6,3,0,Matches
2162,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-279,1998,30.8,23,13,6,12,5,9,24,37.5,15,19,4,15,33,56,25,2,Matches
2163,Pepe Reina,es ESP,GK,Como,it Serie A,42-246,1982,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
2164,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,19-112,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2165,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-340,2002,18.5,47,21,20,23,4,20,38,52.6,18,32,13,19,45,92,52,1,Matches
2166,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-319,2000,24.9,42,24,22,16,4,18,36,50.0,18,45,19,26,27,69,90,0,Matches
2167,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30-041,1995,32.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,15,4,Matches
2168,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-106,2003,4.1,15,11,7,7,1,9,10,90.0,1,4,2,2,5,20,8,1,Matches
2169,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20-054,2005,26.3,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,13,1,Matches
2170,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,26-005,1999,22.7,14,9,0,9,5,3,15,20.0,12,6,0,6,2,16,15,0,Matches
2171,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-184,1997,19.5,27,19,9,14,4,15,35,42.9,20,38,9,29,16,43,22,1,Matches
2172,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-172,2002,3.8,6,0,3,0,3,3,4,75.0,1,3,1,2,0,6,9,0,Matches
2173,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-321,2003,1.0,5,2,2,2,1,2,3,66.7,1,0,0,0,2,7,0,0,Matches
2174,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-268,1999,27.0,31,18,18,12,1,20,30,66.7,10,20,12,8,25,56,128,2,Matches
2175,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-256,2001,29.0,32,18,15,12,5,18,26,69.2,8,21,9,12,25,57,49,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2176,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-110,1999,29.4,52,24,21,25,6,16,37,43.2,21,24,11,13,25,77,44,0,Matches
2177,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25-037,2000,17.4,42,27,20,17,5,23,38,60.5,15,35,13,22,10,52,96,0,Matches
2178,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-100,2002,9.0,24,11,12,10,2,9,19,47.4,10,10,1,9,4,28,27,1,Matches
2179,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-359,1997,4.5,4,3,0,3,1,0,1,0.0,1,1,1,0,0,4,8,0,Matches
2180,Diego Rico,es ESP,DF,Getafe,es La Liga,32-070,1993,27.3,74,45,44,27,3,42,77,54.5,35,37,3,34,31,105,90,2,Matches
2181,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,23-077,2002,9.6,17,14,4,9,4,7,23,30.4,16,10,1,9,10,27,7,1,Matches
2182,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-200,1993,0.3,2,1,0,1,1,1,2,50.0,1,2,0,2,0,2,0,0,Matches
2183,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-200,1993,28.6,31,20,13,12,6,13,39,33.3,26,29,1,28,22,53,41,0,Matches
2184,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,25-032,2000,5.7,11,5,4,6,1,6,11,54.5,5,3,0,3,2,13,3,0,Matches
2185,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,19-247,2005,0.8,4,4,2,0,2,1,6,16.7,5,2,0,2,0,4,0,0,Matches
2186,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-185,1995,2.7,3,3,2,1,0,1,3,33.3,2,0,0,0,1,4,6,0,Matches
2187,Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26-362,1998,8.7,46,29,26,15,5,22,37,59.5,15,14,2,12,9,55,35,0,Matches
2188,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-276,2004,0.2,2,0,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
2189,Sergi Roberto,es ESP,MF,Como,it Serie A,33-086,1992,7.7,14,8,5,5,4,5,7,71.4,2,7,1,6,9,23,14,0,Matches
2190,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,31-054,1994,25.6,38,22,24,10,4,30,47,63.8,17,9,4,5,20,58,51,2,Matches
2191,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-269,1997,33.2,90,57,53,30,7,44,89,49.4,45,37,7,30,57,147,124,2,Matches
2192,Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,18-050,2007,0.4,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0,Matches
2193,Marc Roca,es ESP,MF,Betis,es La Liga,28-159,1996,10.1,20,14,10,9,1,9,17,52.9,8,17,5,12,14,34,14,2,Matches
2194,Rodri,es ESP,MF,Manchester City,eng Premier League,28-316,1996,0.7,2,1,1,1,0,0,0,,0,1,0,1,1,3,0,0,Matches
2195,Rodri,es ESP,FW,Betis,es La Liga,24-353,2000,1.3,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,1,1,Matches
2196,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,24-143,2000,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
2197,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-294,2004,7.9,9,6,0,6,3,4,8,50.0,4,21,0,21,3,12,12,0,Matches
2198,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26-310,1998,13.6,30,15,10,14,6,13,28,46.4,15,9,1,8,18,48,18,0,Matches
2199,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-048,2003,9.8,14,9,3,10,1,6,16,37.5,10,6,1,5,6,20,11,0,Matches
2200,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36-332,1988,21.1,42,25,13,19,10,13,26,50.0,13,19,2,17,12,54,22,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2201,Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,19-268,2005,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2202,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31-022,1994,11.3,30,16,19,11,0,14,30,46.7,16,21,9,12,12,42,28,1,Matches
2203,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33-296,1991,1.6,3,2,1,2,0,0,2,0.0,2,2,0,2,1,4,0,0,Matches
2204,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-312,2003,23.4,45,33,30,15,0,28,40,70.0,12,27,8,19,31,76,85,1,Matches
2205,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-164,2005,10.2,15,13,6,5,4,5,11,45.5,6,13,0,13,6,21,2,0,Matches
2206,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,29-060,1996,19.5,33,17,12,18,3,22,43,51.2,21,22,4,18,10,43,21,0,Matches
2207,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-252,1992,11.3,24,12,13,4,7,16,24,66.7,8,8,1,7,6,30,38,0,Matches
2208,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,24-115,2001,21.4,21,14,14,5,2,7,23,30.4,16,18,1,17,11,32,9,0,Matches
2209,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-314,1999,12.2,18,8,14,3,1,11,28,39.3,17,12,5,7,4,22,35,0,Matches
2210,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25-314,1999,3.0,10,9,8,1,1,6,9,66.7,3,2,2,0,5,15,14,0,Matches
2211,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22-282,2002,31.7,36,18,13,13,10,19,39,48.7,20,25,7,18,5,41,19,2,Matches
2212,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22-303,2002,10.4,16,10,4,10,2,9,11,81.8,2,7,1,6,5,21,2,0,Matches
2213,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-112,1995,25.7,43,27,17,24,2,21,26,80.8,5,27,12,15,23,66,104,1,Matches
2214,Leo Román,es ESP,GK,Mallorca,es La Liga,24-302,2000,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
2215,Carlos Romero,es ESP,DF,Espanyol,es La Liga,23-187,2001,23.4,58,36,42,13,3,36,67,53.7,31,39,12,27,22,80,87,1,Matches
2216,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27-007,1998,15.7,35,29,26,8,1,21,30,70.0,9,18,3,15,21,56,57,2,Matches
2217,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-351,2000,23.0,12,6,3,4,5,2,15,13.3,13,16,1,15,7,19,26,0,Matches
2218,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,20-167,2004,2.2,4,4,1,1,2,2,3,66.7,1,2,0,2,1,5,0,0,Matches
2219,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-222,1991,13.7,32,22,13,16,3,12,22,54.5,10,19,6,13,11,43,17,3,Matches
2220,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,30-148,1994,15.9,43,23,12,27,4,22,38,57.9,16,29,8,21,30,73,27,5,Matches
2221,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,34-036,1991,31.0,66,42,27,36,3,24,58,41.4,34,34,7,27,42,108,56,1,Matches
2222,Vitor Roque,br BRA,FW,Betis,es La Liga,20-065,2005,13.7,11,6,1,6,4,1,5,20.0,4,5,0,5,7,18,4,0,Matches
2223,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-117,1997,19.0,29,19,6,18,5,11,20,55.0,9,19,11,8,30,59,43,2,Matches
2224,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-105,2002,16.6,38,26,20,14,4,27,38,71.1,11,26,8,18,17,55,64,2,Matches
2225,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-083,2003,11.6,23,15,15,8,0,12,15,80.0,3,15,9,6,6,29,60,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2226,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-258,1996,27.1,69,51,48,15,6,41,66,62.1,25,39,14,25,50,119,143,2,Matches
2227,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,20-187,2004,16.9,41,24,25,13,3,27,47,57.4,20,38,3,35,16,57,49,1,Matches
2228,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23-340,2001,8.8,9,6,7,2,0,4,4,100.0,0,12,10,2,7,16,57,0,Matches
2229,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-340,2001,13.5,15,11,10,3,2,10,15,66.7,5,18,9,9,19,34,63,1,Matches
2230,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-117,2004,2.3,4,1,1,3,0,0,1,0.0,1,2,0,2,3,7,2,0,Matches
2231,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,32-118,1993,1.5,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,0,Matches
2232,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-151,2001,26.8,74,42,32,35,7,34,66,51.5,32,18,4,14,44,118,41,3,Matches
2233,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,22-004,2003,7.5,11,10,2,3,6,4,9,44.4,5,2,1,1,1,12,1,0,Matches
2234,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-069,1994,34.8,36,28,18,17,1,15,24,62.5,9,41,24,17,25,61,164,2,Matches
2235,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-175,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
2236,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-062,1993,25.5,20,13,14,6,0,11,15,73.3,4,22,14,8,9,29,96,1,Matches
2237,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-297,2002,17.7,38,23,15,13,10,25,35,71.4,10,27,3,24,16,54,39,1,Matches
2238,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,29-043,1996,11.0,21,15,15,3,3,16,27,59.3,11,15,4,11,11,32,27,0,Matches
2239,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-096,2000,13.6,6,2,2,2,2,2,5,40.0,3,7,2,5,4,10,7,0,Matches
2240,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,22-008,2003,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,Matches
2241,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-031,1996,20.7,36,23,13,15,8,20,46,43.5,26,24,3,21,16,52,27,1,Matches
2242,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-349,1992,31.0,3,2,3,0,0,3,7,42.9,4,1,0,1,1,4,25,2,Matches
2243,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23-014,2002,18.4,39,15,13,18,8,14,36,38.9,22,20,3,17,10,49,13,2,Matches
2244,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,33-026,1992,11.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,2,Matches
2245,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27-168,1997,23.1,42,27,25,11,6,23,40,57.5,17,28,2,26,18,60,25,1,Matches
2246,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-273,1992,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,2,Matches
2247,José Sá,pt POR,GK,Wolves,eng Premier League,32-107,1993,27.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,14,1,Matches
2248,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,25-128,1999,10.0,20,13,7,8,5,10,20,50.0,10,14,0,14,3,23,1,0,Matches
2249,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,32-060,1993,16.4,36,24,19,14,3,23,30,76.7,7,19,3,16,13,49,38,0,Matches
2250,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,27-131,1997,7.3,14,7,7,4,3,5,8,62.5,3,2,0,2,3,17,4,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2251,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-111,1993,20.5,55,29,26,24,5,19,46,41.3,27,28,7,21,20,75,59,0,Matches
2252,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,de Bundesliga,31-048,1994,16.5,27,17,7,14,6,15,25,60.0,10,18,6,12,10,37,29,1,Matches
2253,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,30-003,1995,12.7,14,8,9,4,1,9,19,47.4,10,17,7,10,12,26,21,0,Matches
2254,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28-091,1997,7.5,9,5,2,5,2,4,6,66.7,2,5,0,5,1,10,6,0,Matches
2255,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-091,1997,2.5,2,1,1,1,0,1,2,50.0,1,3,1,2,1,3,2,0,Matches
2256,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25-311,1999,13.5,30,17,21,6,3,16,30,53.3,14,12,1,11,7,37,8,1,Matches
2257,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-311,1999,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,Matches
2258,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-168,1996,13.8,26,17,12,13,1,7,13,53.8,6,18,10,8,20,46,120,0,Matches
2259,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,26-068,1999,9.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,Matches
2260,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,26-020,1999,22.3,56,34,37,16,3,26,44,59.1,18,24,13,11,26,82,109,5,Matches
2261,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-094,2004,1.6,2,2,1,1,0,1,1,100.0,0,1,0,1,3,5,4,0,Matches
2262,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23-327,2001,13.5,11,8,3,3,5,2,7,28.6,5,11,1,10,7,18,8,1,Matches
2263,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,30-015,1995,9.9,15,11,2,10,3,5,12,41.7,7,6,0,6,2,17,2,0,Matches
2264,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,26-196,1998,9.8,24,11,16,4,4,16,31,51.6,15,15,4,11,10,34,30,1,Matches
2265,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23-241,2001,17.1,24,13,7,10,7,11,22,50.0,11,21,0,21,3,27,8,0,Matches
2266,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-110,2008,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2267,Marco Sala,it ITA,DF,Como,it Serie A,25-334,1999,2.9,9,6,5,3,1,5,8,62.5,3,2,0,2,1,10,9,0,Matches
2268,Marco Sala,it ITA,DF,Lecce,it Serie A,25-334,1999,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
2269,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-247,2001,4.0,4,2,1,1,2,1,6,16.7,5,2,0,2,2,6,0,0,Matches
2270,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-323,1992,33.5,20,11,7,5,8,7,16,43.8,9,11,0,11,7,27,5,0,Matches
2271,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,23-106,2002,1.7,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,2,Matches
2272,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-290,2000,4.1,3,2,0,2,1,0,3,0.0,3,2,1,1,1,4,0,0,Matches
2273,Jan Salas,es ESP,MF,Mallorca,es La Liga,19-267,2005,0.3,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
2274,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-011,2002,20.4,38,23,18,14,6,22,35,62.9,13,21,11,10,29,67,125,0,Matches
2275,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28-234,1996,24.0,43,21,22,17,4,24,47,51.1,23,36,8,28,19,62,59,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2276,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-041,2001,32.3,60,36,35,23,2,21,27,77.8,6,24,15,9,21,81,111,6,Matches
2277,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-017,1999,11.4,28,18,16,11,1,13,16,81.3,3,10,8,2,16,44,54,2,Matches
2278,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-347,1997,0.5,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0,Matches
2279,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-164,1992,8.9,14,7,9,4,1,10,13,76.9,3,12,8,4,10,24,59,0,Matches
2280,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,23-069,2002,11.7,18,12,4,6,8,10,21,47.6,11,8,1,7,2,20,6,0,Matches
2281,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-113,1996,3.2,5,5,1,2,2,2,4,50.0,2,4,2,2,5,10,5,0,Matches
2282,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-179,1995,0.4,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0,Matches
2283,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-179,1995,12.6,12,8,4,3,5,3,13,23.1,10,7,0,7,6,18,14,0,Matches
2284,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-009,1994,15.0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,11,2,Matches
2285,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,31-009,1994,15.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2,Matches
2286,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-194,1999,15.6,21,15,10,9,2,10,13,76.9,3,12,1,11,9,30,24,3,Matches
2287,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,28-239,1996,3.5,12,9,3,4,5,10,10,100.0,0,2,0,2,2,14,4,0,Matches
2288,Chuky san jose,es ESP,MF,Valladolid,es La Liga,21-005,2004,7.2,8,2,3,3,2,2,9,22.2,7,4,1,3,0,8,2,0,Matches
2289,Antonio Sanabria,py PAR,FW,Torino,it Serie A,29-061,1996,14.4,3,3,1,1,1,1,4,25.0,3,6,1,5,1,4,13,0,Matches
2290,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-009,2000,16.3,12,7,6,5,1,4,12,33.3,8,9,0,9,5,17,5,0,Matches
2291,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,36-136,1988,4.1,3,1,0,2,1,1,5,20.0,4,4,0,4,3,6,0,1,Matches
2292,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-123,1997,12.9,26,16,15,7,4,14,28,50.0,14,12,2,10,16,42,29,0,Matches
2293,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-223,1992,14.0,34,20,17,9,8,11,26,42.3,15,18,3,15,13,47,10,0,Matches
2294,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,28-051,1997,22.5,26,16,19,6,1,17,26,65.4,9,39,28,11,22,48,111,3,Matches
2295,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-262,2003,15.0,35,25,20,12,3,25,39,64.1,14,17,0,17,10,45,15,0,Matches
2296,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-253,2000,25.5,69,45,34,25,10,35,57,61.4,22,46,9,37,28,97,61,1,Matches
2297,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-167,1997,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,20,9,Matches
2298,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,25-040,2000,18.5,10,6,3,2,5,5,12,41.7,7,9,0,9,2,12,6,2,Matches
2299,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-072,1998,14.0,32,16,16,14,2,10,21,47.6,11,15,6,9,21,53,42,3,Matches
2300,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24-302,2000,5.0,15,6,5,8,2,4,4,100.0,0,5,1,4,5,20,8,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2301,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-113,1996,17.5,21,14,4,8,9,11,21,52.4,10,8,0,8,7,28,3,0,Matches
2302,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-022,2002,11.1,20,14,10,10,0,9,14,64.3,5,10,5,5,19,39,49,1,Matches
2303,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-153,1997,3.3,18,10,5,12,1,4,10,40.0,6,5,0,5,3,21,4,0,Matches
2304,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,19-066,2006,12.1,16,9,6,6,4,9,12,75.0,3,8,4,4,6,22,23,0,Matches
2305,Maroan Sannadi,es ESP,FW,Athletic Club,es La Liga,24-092,2001,5.3,1,0,1,0,0,1,4,25.0,3,1,0,1,0,1,1,0,Matches
2306,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-125,2000,30.8,55,33,19,28,8,21,44,47.7,23,59,13,46,55,110,53,1,Matches
2307,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,30-259,1994,2.0,4,2,1,3,0,0,2,0.0,2,2,0,2,4,8,2,0,Matches
2308,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,33-236,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2309,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,30-056,1995,9.5,19,9,9,7,3,13,21,61.9,8,14,3,11,16,35,19,1,Matches
2310,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,30-056,1995,5.4,11,4,7,3,1,6,11,54.5,5,10,4,6,12,23,7,0,Matches
2311,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-344,2004,3.6,12,7,6,6,0,5,9,55.6,4,5,2,3,1,13,3,0,Matches
2312,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,21-001,2004,29.7,106,71,45,49,12,48,84,57.1,36,45,14,31,28,134,67,1,Matches
2313,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-023,2003,8.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,2,Matches
2314,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22-285,2002,4.5,12,7,4,5,3,6,9,66.7,3,2,0,2,2,14,4,0,Matches
2315,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32-358,1992,8.0,15,8,4,8,3,9,14,64.3,5,10,0,10,4,19,7,1,Matches
2316,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22-322,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2317,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-054,2001,18.7,21,12,3,8,10,5,9,55.6,4,17,3,14,2,23,14,0,Matches
