Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 30_level_0
1546,Raúl Jiménez,es ESP,GK,Valencia,es La Liga,19-077,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1547,Jamaldeen Jimoh,eng ENG,MF,Aston Villa,eng Premier League,18-214,2006,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
1548,Kim Jisoo,kr KOR,DF,Brentford,eng Premier League,20-131,2004,3,30,10,1.0,0.3,0,,0,3,10,12,0.33,0,0,0,0.00,-0.24,0.0,0.3,-0.3,-0.76,-0.77,Matches
1549,Pere Joan,es ESP,GK,Mallorca,es La Liga,23-043,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1550,João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,23-220,2001,27,1948,72,63.7,21.6,23,81,12,4,23,0,1.48,33,27,+6,+0.28,+0.68,36.3,25.7,+10.6,+0.49,+0.99,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1551,John Joe,ie IRL,"MF,FW",Getafe,es La Liga,21-192,2003,4,48,12,1.6,0.5,0,,0,4,12,5,1.00,0,0,0,0.00,0.00,0.4,2.1,-1.6,-3.07,-2.92,Matches
1552,John Joe,ie IRL,MF,Reims,fr Ligue 1,21-192,2003,11,493,45,17.1,5.5,5,70,1,6,24,4,0.73,3,9,-6,-1.10,-0.91,4.6,11.8,-7.2,-1.32,-0.86,Matches
1553,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,28-263,1996,29,2393,83,78.2,26.6,29,83,18,0,,0,1.83,51,32,+19,+0.71,+0.44,46.4,31.5,+14.9,+0.56,+0.50,Matches
1554,Jofre,es ESP,"MF,FW",Espanyol,es La Liga,23-321,2001,32,1987,62,66.9,22.1,24,75,3,8,24,0,1.19,23,32,-9,-0.41,-0.59,17.0,35.3,-18.3,-0.83,-0.59,Matches
1555,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,24-218,2000,18,989,55,31.4,11.0,11,75,3,7,23,6,0.94,11,13,-2,-0.18,+1.11,9.8,15.9,-6.0,-0.55,+0.12,Matches
1556,Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,30-346,1994,7,392,56,14.1,4.4,4,87,3,3,15,7,1.14,7,15,-8,-1.84,-1.05,6.2,9.1,-2.9,-0.66,-0.10,Matches
1557,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,eng Premier League,25-100,2000,22,1348,61,42.8,15.0,14,85,10,8,21,8,0.77,17,36,-19,-1.27,-0.17,12.3,36.7,-24.4,-1.63,-0.95,Matches
1558,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23-346,2001,31,2083,67,68.1,23.1,23,79,13,8,34,0,1.10,39,34,+5,+0.22,+0.12,37.5,36.6,+1.0,+0.04,+0.20,Matches
1559,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,35-096,1990,3,270,90,9.4,3.0,3,90,3,0,,29,1.33,7,6,+1,+0.33,-0.11,4.3,5.3,-1.0,-0.32,-0.14,Matches
1560,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,32-040,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1561,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32-040,1993,7,630,90,20.0,7.0,7,90,7,0,,16,0.14,9,17,-8,-1.14,-1.04,6.9,13.1,-6.2,-0.89,-0.64,Matches
1562,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,24-331,2000,23,835,36,29.9,9.3,8,76,2,15,15,2,1.13,13,20,-7,-0.75,-1.08,10.1,18.3,-8.2,-0.89,-0.64,Matches
1563,Curtis Jones,eng ENG,"MF,DF",Liverpool,eng Premier League,24-094,2001,29,1438,50,47.0,16.0,16,75,4,13,18,1,2.31,34,20,+14,+0.88,-1.01,29.0,15.7,+13.3,+0.83,-0.96,Matches
1564,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,27-357,1997,22,908,41,29.7,10.1,7,67,1,15,29,3,2.36,35,13,+22,+2.18,+0.68,28.4,11.9,+16.5,+1.64,+0.36,Matches
1565,Joan Jordán,es ESP,MF,Alavés,es La Liga,30-302,1994,23,1362,59,44.5,15.1,15,76,5,8,29,3,0.91,18,20,-2,-0.13,+0.34,19.1,18.0,+1.1,+0.07,+0.36,Matches
1566,Jorginho,it ITA,MF,Arsenal,eng Premier League,33-135,1991,14,703,50,22.3,7.8,9,72,3,5,11,18,1.93,14,7,+7,+0.90,-0.06,13.5,5.8,+7.7,+1.00,+0.38,Matches
1567,Jesse Joronen,fi FIN,GK,Venezia,it Serie A,32-044,1993,8,703,88,22.3,7.8,7,90,7,1,73,25,0.50,7,15,-8,-1.02,-0.55,7.6,11.6,-4.0,-0.52,+0.09,Matches
1568,Jota,pt POR,"FW,MF",Rennes,fr Ligue 1,26-035,1999,9,334,37,11.6,3.7,3,73,0,6,19,2,1.44,3,5,-2,-0.54,-0.64,5.2,3.7,+1.5,+0.42,+0.31,Matches
1569,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,28-151,1996,23,1097,48,35.8,12.2,13,68,2,10,22,3,2.30,28,10,+18,+1.48,+0.10,27.1,9.7,+17.4,+1.43,+0.14,Matches
1570,Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,22-053,2003,24,939,39,33.7,10.4,9,72,2,15,19,2,0.79,13,20,-7,-0.67,+0.50,14.8,17.9,-3.1,-0.30,+0.62,Matches
1571,Luka Jović,rs SRB,"FW,MF",Milan,it Serie A,27-132,1997,11,353,32,11.5,3.9,3,68,0,8,19,6,1.00,7,5,+2,+0.51,+0.08,7.9,7.4,+0.5,+0.13,-0.50,Matches
1572,Juanmi,es ESP,"FW,MF",Getafe,es La Liga,31-349,1993,12,664,55,21.7,7.4,8,74,1,4,18,0,1.33,12,7,+5,+0.68,+0.87,8.8,9.0,-0.1,-0.01,+0.23,Matches
1573,Juanmi,es ESP,"FW,MF",Betis,es La Liga,31-349,1993,11,244,22,8.2,2.7,2,60,0,9,14,9,0.91,3,3,0,0.00,-0.30,3.6,2.8,+0.8,+0.29,+0.01,Matches
1574,Juanpe,es ESP,DF,Girona,es La Liga,34-004,1991,10,610,61,20.5,6.8,7,85,6,3,5,23,1.40,10,14,-4,-0.59,-0.29,7.1,10.5,-3.3,-0.49,-0.42,Matches
1575,Juanpe,es ESP,GK,Rayo Vallecano,es La Liga,23-364,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1576,Jubal,br BRA,DF,Auxerre,fr Ligue 1,31-248,1993,28,2460,88,88.2,27.3,28,88,25,0,,0,1.36,40,36,+4,+0.15,+1.24,35.5,45.1,-9.6,-0.35,+0.71,Matches
1577,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,33-182,1991,27,1892,70,65.7,21.0,20,86,15,7,26,4,1.44,34,42,-8,-0.38,-0.56,29.4,31.8,-2.4,-0.11,-0.34,Matches
1578,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,24-110,2001,14,1188,85,38.8,13.2,13,90,13,1,18,19,1.57,23,16,+7,+0.53,+0.24,23.0,17.0,+6.0,+0.45,-0.13,Matches
1579,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,25-077,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1580,Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,25-077,2000,24,1953,81,70.0,21.7,24,81,10,0,,0,1.29,29,27,+2,+0.09,+0.31,27.9,35.6,-7.7,-0.35,+0.27,Matches
1581,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24-296,2000,27,2040,76,68.7,22.7,22,86,11,5,30,0,2.11,37,18,+19,+0.84,-0.71,39.2,21.4,+17.7,+0.78,-0.25,Matches
1582,Josip Juranović,hr CRO,"DF,MF",Union Berlin,de Bundesliga,29-261,1995,15,1071,71,37.2,11.9,12,84,8,3,22,1,1.20,12,17,-5,-0.42,+0.03,14.4,19.9,-5.5,-0.46,-0.28,Matches
1583,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,24-270,2000,14,619,44,21.5,6.9,6,81,2,8,17,8,0.57,4,15,-11,-1.60,-1.32,7.3,12.9,-5.6,-0.81,-0.54,Matches
1584,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,28-261,1996,26,1729,67,56.5,19.2,19,79,7,7,32,6,0.58,15,46,-31,-1.61,+0.21,17.1,36.9,-19.8,-1.03,-0.21,Matches
1585,James Justin,eng ENG,DF,Leicester City,eng Premier League,27-070,1998,33,2669,81,84.7,29.7,31,84,21,2,27,1,0.61,28,64,-36,-1.21,+0.84,26.3,58.5,-32.3,-1.09,-0.18,Matches
1586,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,23-018,2002,6,540,90,17.6,6.0,6,90,6,0,,27,1.50,12,9,+3,+0.50,-0.07,14.0,8.8,+5.2,+0.86,+0.37,Matches
1587,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,23-189,2001,13,389,30,12.3,4.3,2,68,1,11,23,15,0.85,4,9,-5,-1.16,-0.24,4.9,6.4,-1.5,-0.35,+0.33,Matches
1588,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,de Bundesliga,21-091,2004,5,71,14,2.5,0.8,0,,0,5,14,7,1.40,1,1,0,0.00,+0.30,1.8,1.0,+0.8,+1.05,+1.52,Matches
1589,Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18-332,2006,5,137,27,4.8,1.5,1,77,0,4,15,12,1.20,1,4,-3,-1.97,-2.56,1.3,2.1,-0.8,-0.51,-1.12,Matches
1590,Christian Kabasele,be BEL,DF,Udinese,it Serie A,34-069,1991,14,996,71,31.6,11.1,10,82,5,4,45,21,1.43,14,17,-3,-0.27,+0.06,9.0,15.9,-6.9,-0.63,-0.42,Matches
1591,Ismeal Kabia,eng ENG,MF,Arsenal,eng Premier League,19-145,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
1592,Issa Kaboré,bf BFA,"DF,MF",Manchester City,eng Premier League,23-357,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1593,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,23-357,2001,9,308,34,10.7,3.4,3,65,0,6,19,3,0.56,9,9,0,0.00,+0.21,7.3,7.2,+0.1,+0.02,+0.02,Matches
1594,Maldini Kacurri,al ALB,DF,Arsenal,eng Premier League,19-212,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1595,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20-326,2004,12,634,53,22.0,7.0,8,69,0,4,22,2,1.50,12,7,+5,+0.71,+1.35,8.3,8.6,-0.4,-0.05,+0.70,Matches
1596,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,33-009,1992,22,1396,63,48.5,15.5,16,80,10,6,21,4,0.82,25,35,-10,-0.64,-0.16,17.9,27.9,-10.0,-0.64,-0.49,Matches
1597,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,29-119,1996,11,506,46,18.1,5.6,6,75,0,5,12,1,1.00,7,7,0,0.00,+0.59,6.8,6.2,+0.6,+0.10,+0.83,Matches
1598,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,25-209,1999,6,385,64,12.6,4.3,5,72,1,1,23,1,1.33,5,8,-3,-0.70,-0.84,5.2,9.3,-4.1,-0.96,-1.24,Matches
1599,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23-104,2002,31,2399,77,83.3,26.7,29,80,13,2,33,0,1.13,39,37,+2,+0.08,+0.26,37.3,33.2,+4.1,+0.15,+0.06,Matches
1600,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24-333,2000,27,2188,81,71.5,24.3,23,89,22,4,34,2,1.67,33,25,+8,+0.33,-0.91,31.4,21.5,+9.8,+0.40,-0.14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1601,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,fr Ligue 1,20-130,2004,2,31,16,1.1,0.3,0,,0,2,16,6,0.50,1,1,0,0.00,+0.69,0.8,0.7,+0.1,+0.18,+0.79,Matches
1602,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,28-272,1996,30,1338,45,43.7,14.9,13,80,6,17,18,1,1.30,22,24,-2,-0.13,-0.03,22.4,21.3,+1.0,+0.07,-0.25,Matches
1603,Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,24-174,2000,22,868,39,30.1,9.6,9,80,4,13,11,9,1.59,12,6,+6,+0.62,+0.89,12.9,7.8,+5.2,+0.54,+0.32,Matches
1604,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,25-162,1999,23,1463,64,46.4,16.3,17,80,10,6,16,1,1.65,25,21,+4,+0.25,+0.14,22.9,19.5,+3.4,+0.21,-0.01,Matches
1605,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,29-188,1995,13,662,51,23.0,7.4,8,70,3,5,20,3,1.23,10,13,-3,-0.41,-0.57,10.4,9.0,+1.4,+0.19,+0.06,Matches
1606,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,31-060,1994,28,1883,67,59.8,20.9,23,77,11,5,24,4,1.25,23,25,-2,-0.10,+0.54,23.8,24.9,-1.1,-0.05,+0.71,Matches
1607,Noham Kamara,fr FRA,DF,Paris S-G,fr Ligue 1,18-102,2007,1,45,45,1.6,0.5,0,,0,1,45,1,0.00,1,0,+1,+2.00,+0.38,1.0,0.4,+0.6,+1.21,-0.48,Matches
1608,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,20-252,2004,15,937,62,30.6,10.4,11,79,7,4,16,11,1.80,14,13,+1,+0.10,-0.41,14.9,13.3,+1.6,+0.15,-0.55,Matches
1609,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22-333,2002,20,995,50,34.5,11.1,10,82,7,10,17,9,1.00,21,20,+1,+0.09,+0.09,17.2,17.7,-0.6,-0.05,+0.18,Matches
1610,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,34-207,1990,25,1503,60,52.2,16.7,17,78,5,8,23,2,1.56,26,26,0,0.00,-0.39,22.4,25.6,-3.3,-0.19,-0.08,Matches
1611,Enzo Kana-Biyik,fr FRA,FW,Le Havre,fr Ligue 1,18-116,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1612,Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,23-185,2001,1,10,10,0.3,0.1,0,,0,1,10,0,1.00,0,0,0,0.00,-0.44,0.2,0.0,+0.2,+2.03,+2.23,Matches
1613,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31-280,1993,29,2262,78,78.5,25.1,27,82,15,2,28,0,2.48,78,18,+60,+2.39,+2.24,61.9,16.0,+45.9,+1.83,+0.61,Matches
1614,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,24-074,2001,29,1573,54,54.6,17.5,18,72,3,11,26,1,2.48,42,21,+21,+1.20,-0.93,42.3,17.6,+24.7,+1.41,-0.61,Matches
1615,Ibrahim Kanté,fr FRA,MF,Brest,fr Ligue 1,18-047,2007,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1616,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26-300,1998,29,1046,36,33.2,11.6,10,71,0,19,17,6,1.14,15,14,+1,+0.09,+0.17,9.7,13.7,-4.0,-0.34,+0.05,Matches
1617,Atakan Karazor,,MF,Stuttgart,de Bundesliga,28-203,1996,30,2438,81,84.7,27.1,29,83,19,1,21,0,1.47,49,43,+6,+0.22,+0.22,46.9,37.5,+9.3,+0.34,+0.10,Matches
1618,Lennart Karl,de GER,MF,Bayern Munich,de Bundesliga,17-071,2008,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1619,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26-283,1998,7,298,43,9.7,3.3,3,54,0,4,34,10,1.29,5,7,-2,-0.60,-1.16,4.3,4.2,+0.1,+0.03,-0.41,Matches
1620,Jesper Karlsson,se SWE,FW,Lecce,it Serie A,26-283,1998,12,437,36,13.9,4.9,5,58,0,7,21,5,0.75,4,6,-2,-0.41,+0.62,4.4,7.4,-3.0,-0.62,+0.02,Matches
1621,Jesper Karlström,se SWE,MF,Udinese,it Serie A,29-317,1995,34,2916,86,92.6,32.4,33,87,28,1,33,0,1.21,33,46,-13,-0.40,-1.17,33.3,41.4,-8.1,-0.25,+1.18,Matches
1622,Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,19-219,2005,7,208,30,6.8,2.3,2,50,0,5,22,14,1.43,1,1,0,0.00,+0.38,3.4,2.8,+0.6,+0.25,+0.52,Matches
1623,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,27-094,1998,26,868,33,27.6,9.6,8,56,0,18,23,9,0.73,11,20,-9,-0.93,+0.01,10.1,14.7,-4.5,-0.47,+0.12,Matches
1624,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,26-210,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1625,Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,24-121,2001,9,372,41,12.9,4.1,3,63,0,6,31,4,0.33,3,9,-6,-1.45,-0.70,5.0,8.6,-3.7,-0.89,-0.40,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1626,Michael Kayode,it ITA,DF,Brentford,eng Premier League,20-298,2004,8,211,26,6.9,2.3,2,74,0,6,11,1,1.88,7,2,+5,+2.13,+2.04,4.0,2.5,+1.5,+0.65,+0.69,Matches
1627,Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20-298,2004,5,127,25,4.2,1.4,1,90,1,4,9,14,2.00,3,2,+1,+0.71,+0.16,3.3,1.4,+1.8,+1.29,+1.16,Matches
1628,Moise Kean,it ITA,FW,Fiorentina,it Serie A,25-065,2000,29,2434,84,79.5,27.0,28,86,19,1,35,0,1.62,43,29,+14,+0.52,-0.20,35.8,31.9,+4.0,+0.15,-0.14,Matches
1629,Michael Keane,eng ENG,DF,Everton,eng Premier League,32-113,1993,11,852,77,27.0,9.5,9,90,9,2,21,22,0.82,8,19,-11,-1.16,-1.32,10.1,16.3,-6.2,-0.65,-0.65,Matches
1630,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,23-068,2002,28,1851,66,66.3,20.6,22,79,4,6,19,2,0.89,23,37,-14,-0.68,+0.95,24.3,33.5,-9.2,-0.45,+0.79,Matches
1631,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,28-225,1996,26,2293,88,79.6,25.5,26,88,24,0,,5,1.92,52,29,+23,+0.90,+0.75,59.3,25.3,+34.0,+1.33,+0.65,Matches
1632,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,22-245,2002,3,95,32,3.1,1.1,1,54,0,2,21,9,1.00,0,0,0,0.00,0.00,0.6,2.5,-1.9,-1.81,-1.67,Matches
1633,Madiou Keïta,gn GUI,DF,Auxerre,fr Ligue 1,20-248,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1634,Mandela Keita,be BEL,MF,Parma,it Serie A,22-359,2002,27,1639,61,52.0,18.2,21,71,10,6,23,4,1.00,17,22,-5,-0.27,+0.26,18.3,22.3,-4.0,-0.22,+0.39,Matches
1635,Yannik Keitel,de GER,MF,Stuttgart,de Bundesliga,25-078,2000,10,252,25,8.8,2.8,2,86,0,8,10,18,2.10,5,4,+1,+0.36,+0.19,6.4,4.4,+2.0,+0.71,+0.41,Matches
1636,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,22-264,2002,8,288,36,10.3,3.2,2,71,0,6,25,7,0.25,9,6,+3,+0.94,+2.09,6.7,5.8,+0.8,+0.25,+0.92,Matches
1637,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,26-162,1998,10,900,90,29.4,10.0,10,90,10,0,,23,2.30,22,12,+10,+1.00,-0.58,19.8,11.1,+8.7,+0.87,-0.66,Matches
1638,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,25-272,1999,6,148,25,5.1,1.6,2,52,0,4,11,12,1.17,1,4,-3,-1.82,-1.03,1.5,3.8,-2.3,-1.41,-0.91,Matches
1639,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,26-210,1998,10,303,30,9.9,3.4,4,68,1,6,6,14,1.60,1,6,-5,-1.49,-2.33,4.1,5.8,-1.7,-0.51,-1.07,Matches
1640,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,26-210,1998,10,833,83,27.2,9.3,9,88,7,1,45,1,1.90,10,10,0,0.00,-0.81,11.9,8.3,+3.7,+0.40,-0.06,Matches
1641,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,20-275,2004,15,922,61,32.0,10.2,11,77,4,4,20,4,0.80,6,17,-11,-1.07,-0.94,11.5,14.3,-2.8,-0.27,+0.02,Matches
1642,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,30-096,1995,29,2435,84,77.3,27.1,28,86,24,1,22,0,1.48,40,33,+7,+0.26,+1.52,34.1,29.5,+4.6,+0.17,+0.47,Matches
1643,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,29-085,1996,2,9,5,0.3,0.1,0,,0,2,5,7,0.00,0,1,-1,-10.00,-8.32,0.0,0.3,-0.3,-2.97,-2.04,Matches
1644,Luca Kerber,de GER,"MF,DF",Heidenheim,de Bundesliga,23-055,2002,21,730,35,25.3,8.1,7,62,1,14,21,9,1.10,11,14,-3,-0.37,+0.63,10.5,15.1,-4.6,-0.57,-0.03,Matches
1645,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,21-178,2003,35,3077,88,97.7,34.2,35,88,31,0,,0,1.51,50,42,+8,+0.23,-5.93,56.7,45.4,+11.3,+0.33,-3.96,Matches
1646,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23-304,2001,4,78,20,2.7,0.9,0,,0,4,20,1,1.75,1,1,0,0.00,+0.35,0.5,1.1,-0.6,-0.70,-0.10,Matches
1647,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,20-359,2004,30,2003,67,63.6,22.3,25,77,7,5,16,3,0.53,13,52,-39,-1.75,-1.12,18.3,44.9,-26.7,-1.20,-0.38,Matches
1648,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,34-085,1991,27,1041,39,37.3,11.6,10,69,1,17,21,2,0.54,7,27,-20,-1.73,-0.34,13.8,23.7,-9.9,-0.86,-0.01,Matches
1649,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31-097,1994,30,2543,85,88.3,28.3,29,87,24,1,19,1,1.23,32,35,-3,-0.11,+2.83,30.7,37.2,-6.4,-0.23,+0.50,Matches
1650,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,21-064,2004,6,503,84,16.0,5.6,6,84,5,0,,5,1.67,8,6,+2,+0.36,-0.39,9.0,7.0,+2.1,+0.37,-0.12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1651,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,21-064,2004,13,975,75,34.9,10.8,11,87,10,2,9,0,1.62,12,9,+3,+0.28,+0.52,14.3,13.1,+1.3,+0.12,-0.12,Matches
1652,Kialonda,ao ANG,DF,Lecce,it Serie A,27-219,1997,21,1890,90,60.0,21.0,21,90,21,0,,5,0.71,11,35,-24,-1.14,-0.50,20.9,32.1,-11.2,-0.53,+0.25,Matches
1653,Kiké,es ESP,FW,Alavés,es La Liga,35-160,1989,32,2301,72,75.2,25.6,26,83,11,6,26,1,1.06,27,25,+2,+0.08,+1.62,28.1,25.3,+2.8,+0.11,+0.96,Matches
1654,Álvaro Killane,es ESP,GK,Las Palmas,es La Liga,20-141,2004,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1655,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27-346,1997,34,2988,88,97.6,33.2,34,88,33,0,,0,1.06,38,58,-20,-0.60,-1.85,41.0,53.3,-12.3,-0.37,-0.82,Matches
1656,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,30-085,1995,31,2667,86,92.6,29.6,30,88,29,1,15,0,2.35,84,28,+56,+1.89,-0.22,70.6,21.5,+49.1,+1.66,-0.56,Matches
1657,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,29-264,1995,2,23,12,0.8,0.3,0,,0,2,12,12,3.00,1,0,+1,+3.91,+2.31,0.7,0.2,+0.4,+1.68,-0.01,Matches
1658,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18-121,2007,5,80,16,2.5,0.9,1,61,0,4,5,15,1.60,1,0,+1,+1.13,+1.07,1.0,0.4,+0.6,+0.73,+0.59,Matches
1659,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,33-109,1992,26,1525,59,53.0,16.9,19,72,5,7,23,0,1.12,21,16,+5,+0.30,+0.63,21.6,18.3,+3.3,+0.20,-0.26,Matches
1660,Maeson King,eng ENG,DF,Tottenham,eng Premier League,19-237,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1661,Tom King,wls WAL,GK,Wolves,eng Premier League,30-056,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1662,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,22-052,2003,4,360,90,11.8,4.0,4,90,4,0,,10,0.75,6,7,-1,-0.25,-0.48,3.8,6.9,-3.1,-0.77,-0.85,Matches
1663,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,28-146,1996,26,2010,77,69.8,22.3,24,83,20,2,7,4,1.04,21,30,-9,-0.40,-0.20,24.9,34.6,-9.8,-0.44,+0.54,Matches
1664,Yann Kitala,,FW,Le Havre,fr Ligue 1,27-025,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
