Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
651,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20-310,2004,16.2,585,718,81.5,9757,2615,287,329,87.2,222,259,85.7,54,86,62.8,0,2.2,2.0,-2.2,25,62,11,2,95,Matches
652,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,26-227,1998,5.4,342,387,88.4,6292,2032,113,125,90.4,206,221,93.2,20,37,54.1,0,0.1,0.1,-0.1,2,22,2,1,17,Matches
653,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-227,1998,12.0,659,770,85.6,12021,4233,256,285,89.8,354,382,92.7,46,87,52.9,0,1.0,0.4,-1.0,6,58,4,0,52,Matches
654,Dante,br BRA,DF,Nice,fr Ligue 1,41-198,1983,20.3,1177,1331,88.4,20346,8428,535,564,94.9,547,579,94.5,81,154,52.6,0,0.1,0.4,-0.1,3,86,8,0,91,Matches
655,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.9,47,57,82.5,697,106,23,27,85.2,14,16,87.5,4,6,66.7,0,0.2,0.0,-0.2,1,3,0,0,2,Matches
656,Mohamed Daramy,dk DEN,FW,Reims,fr Ligue 1,23-117,2002,0.2,4,4,100.0,40,16,4,4,100.0,0,0,,0,0,,0,0.1,0.2,-0.1,1,0,0,0,0,Matches
657,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,19-100,2006,14.3,356,442,80.5,5298,1382,198,218,90.8,128,154,83.1,17,35,48.6,1,1.0,1.0,0.0,10,35,8,2,38,Matches
658,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-133,1993,25.7,814,1072,75.9,15689,4820,360,404,89.1,301,379,79.4,132,235,56.2,5,3.3,4.6,+1.7,47,101,29,12,118,Matches
659,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-153,1989,17.8,745,896,83.1,13023,3320,320,353,90.7,353,403,87.6,58,99,58.6,2,1.5,1.2,+0.5,14,38,13,7,43,Matches
660,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-215,1998,4.6,93,144,64.6,1531,522,51,63,81.0,21,38,55.3,13,27,48.1,1,0.7,0.3,+0.3,6,9,1,0,11,Matches
661,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-116,2001,5.1,307,350,87.7,5087,1427,149,159,93.7,139,153,90.8,17,27,63.0,0,0.0,0.3,0.0,1,20,3,2,17,Matches
662,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-110,2000,25.6,505,614,82.2,6672,1045,308,357,86.3,151,172,87.8,15,20,75.0,4,4.0,3.1,0.0,33,24,25,0,57,Matches
663,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-183,2000,17.3,1141,1272,89.7,16222,3977,690,734,94.0,401,443,90.5,24,37,64.9,2,1.6,2.2,+0.4,27,95,16,2,120,Matches
664,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,32-010,1993,11.5,745,833,89.4,13969,5624,253,271,93.4,413,436,94.7,64,98,65.3,0,0.2,0.5,-0.2,2,41,2,0,49,Matches
665,Keinan Davis,eng ENG,FW,Udinese,it Serie A,27-080,1998,9.9,180,238,75.6,2633,390,100,126,79.4,56,67,83.6,13,16,81.3,1,2.0,0.7,-1.0,18,12,8,0,21,Matches
666,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-112,2000,28.5,854,1194,71.5,14708,5905,398,463,86.0,367,474,77.4,75,201,37.3,2,4.3,4.2,-2.3,54,30,26,11,55,Matches
667,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,24-078,2001,27.9,678,869,78.0,9788,2341,392,450,87.1,217,272,79.8,34,78,43.6,6,4.2,4.9,+1.8,43,35,21,3,68,Matches
668,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29-349,1995,18.7,628,762,82.4,11348,3889,254,277,91.7,308,357,86.3,53,99,53.5,0,0.0,0.2,0.0,0,51,1,0,37,Matches
669,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-363,1990,10.8,484,559,86.6,9745,3180,149,161,92.5,267,287,93.0,57,95,60.0,0,0.0,0.1,0.0,2,22,1,0,20,Matches
670,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33-310,1991,17.1,799,1052,76.0,13542,3840,408,477,85.5,301,392,76.8,78,135,57.8,7,7.6,5.8,-0.6,51,80,51,11,135,Matches
671,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,32-091,1993,8.3,145,206,70.4,1883,587,88,108,81.5,39,53,73.6,5,15,33.3,2,1.2,0.2,+0.8,6,9,5,0,15,Matches
672,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,24-055,2001,20.4,663,876,75.7,9818,2581,388,458,84.7,214,283,75.6,41,66,62.1,5,5.3,4.1,-0.3,34,73,44,9,116,Matches
673,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-345,1994,20.0,1203,1479,81.3,20503,6338,593,653,90.8,436,518,84.2,139,230,60.4,4,4.2,4.9,-0.2,36,149,48,13,193,Matches
674,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24-091,2001,2.0,31,58,53.4,1059,852,3,3,100.0,9,10,90.0,19,44,43.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
675,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-196,1992,8.5,233,299,77.9,4506,1744,86,97,88.7,116,145,80.0,28,47,59.6,0,0.2,0.2,-0.2,3,12,4,2,18,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
676,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-346,1988,9.3,356,452,78.8,6265,2674,157,180,87.2,166,206,80.6,28,48,58.3,0,0.3,0.4,-0.3,5,31,6,5,37,Matches
677,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-333,1998,2.1,105,116,90.5,1934,575,40,44,90.9,58,58,100.0,7,11,63.6,0,0.0,0.0,0.0,0,11,0,0,9,Matches
678,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-326,2002,21.1,1000,1157,86.4,18075,6176,359,400,89.8,551,598,92.1,69,113,61.1,0,0.2,0.2,-0.2,3,36,3,2,52,Matches
679,Amar Dedić,ba BIH,DF,Marseille,fr Ligue 1,22-259,2002,3.2,175,206,85.0,2502,488,103,110,93.6,60,74,81.1,6,8,75.0,1,0.9,0.8,+0.1,4,5,2,0,15,Matches
680,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-276,1995,13.8,340,460,73.9,5838,1612,155,189,82.0,144,182,79.1,30,50,60.0,1,0.6,0.6,+0.4,4,38,7,1,35,Matches
681,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,29-036,1996,12.2,416,599,69.4,6911,2497,209,260,80.4,137,181,75.7,50,107,46.7,3,2.8,3.6,+0.2,31,39,25,10,53,Matches
682,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-175,1999,29.7,1198,1426,84.0,21290,7604,504,539,93.5,578,653,88.5,98,186,52.7,0,1.2,0.9,-1.2,13,62,8,2,76,Matches
683,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,33-041,1992,0.1,0,4,0.0,0,0,0,0,,0,2,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
684,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,22-085,2003,27.7,211,345,61.2,2913,647,118,167,70.7,66,104,63.5,9,23,39.1,2,1.9,1.4,+0.1,21,16,6,0,30,Matches
685,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,24-087,2001,9.9,300,343,87.5,4227,701,179,201,89.1,101,109,92.7,9,11,81.8,1,0.8,0.8,+0.2,10,23,4,1,26,Matches
686,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,33-207,1991,5.7,54,110,49.1,650,179,30,51,58.8,14,31,45.2,2,7,28.6,0,0.9,0.5,-0.9,7,5,2,2,6,Matches
687,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,25-028,2000,0.7,38,58,65.5,706,297,14,15,93.3,21,28,75.0,3,11,27.3,0,0.1,0.1,-0.1,1,3,1,0,4,Matches
688,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-119,2004,2.0,72,90,80.0,1151,432,33,39,84.6,34,39,87.2,3,5,60.0,0,0.1,0.1,-0.1,2,2,1,1,8,Matches
689,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27-354,1997,18.4,825,1044,79.0,13097,3588,442,520,85.0,289,349,82.8,69,102,67.6,6,8.2,7.0,-2.2,63,86,53,3,132,Matches
690,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,27-040,1998,20.1,250,357,70.0,2891,590,167,221,75.6,60,82,73.2,2,4,50.0,1,1.8,1.7,-0.8,17,15,9,0,29,Matches
691,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23-135,2001,24.7,914,1085,84.2,15702,4997,402,460,87.4,446,503,88.7,58,93,62.4,0,0.2,0.5,-0.2,4,56,3,1,68,Matches
692,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28-313,1996,1.0,27,30,90.0,635,351,7,7,100.0,12,12,100.0,8,11,72.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
693,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,31-027,1994,18.0,411,522,78.7,10272,6469,83,83,100.0,228,231,98.7,99,205,48.3,0,0.0,0.0,0.0,1,7,0,0,0,Matches
694,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,21-205,2003,4.8,120,170,70.6,1883,518,66,82,80.5,40,58,69.0,8,21,38.1,0,0.4,0.4,-0.4,6,15,4,1,16,Matches
695,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,26-240,1998,2.9,127,152,83.6,1898,319,75,82,91.5,47,56,83.9,5,10,50.0,1,1.1,0.2,-0.1,3,12,3,0,14,Matches
696,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27-281,1997,29.0,683,879,77.7,17733,12394,155,156,99.4,338,343,98.5,188,377,49.9,0,0.5,0.0,-0.5,1,18,0,0,0,Matches
697,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,31-273,1993,34.0,1693,2026,83.6,26601,9024,909,996,91.3,658,761,86.5,95,162,58.6,2,3.8,3.8,-1.8,36,162,52,8,211,Matches
698,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,28-169,1996,21.1,442,525,84.2,7013,1012,220,257,85.6,170,187,90.9,31,38,81.6,3,3.4,1.3,-0.4,23,34,7,0,48,Matches
699,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-136,1996,4.1,113,138,81.9,2125,902,45,50,90.0,57,61,93.4,10,23,43.5,0,0.0,0.0,0.0,1,4,2,0,9,Matches
700,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,19-224,2005,9.2,188,245,76.7,3328,399,74,93,79.6,95,115,82.6,16,20,80.0,1,1.1,0.5,-0.1,13,5,6,3,16,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
701,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,24-118,2001,29.7,1995,2147,92.9,37065,12043,659,699,94.3,1177,1215,96.9,140,191,73.3,1,0.2,0.8,+0.8,3,127,0,0,85,Matches
702,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,21-135,2003,18.1,291,354,82.2,4122,691,155,183,84.7,100,115,87.0,11,13,84.6,1,1.1,1.2,-0.1,11,22,12,2,44,Matches
703,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,22-297,2002,17.7,658,794,82.9,9051,1880,407,450,90.4,185,217,85.3,33,63,52.4,6,3.9,3.6,+2.1,39,25,29,5,53,Matches
704,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,19-239,2005,13.9,241,304,79.3,3311,698,149,172,86.6,75,84,89.3,8,13,61.5,1,0.4,0.6,+0.6,8,13,13,0,36,Matches
705,Assane Diao,sn SEN,FW,Betis,es La Liga,19-239,2005,3.1,49,66,74.2,626,139,36,43,83.7,6,8,75.0,2,2,100.0,2,1.5,0.6,+0.5,8,2,1,1,1,Matches
706,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,21-121,2004,24.9,767,926,82.8,12715,2737,362,409,88.5,347,401,86.5,40,65,61.5,4,4.3,3.9,-0.3,25,59,25,11,110,Matches
707,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24-175,2000,19.7,641,800,80.1,11607,5087,264,294,89.8,321,373,86.1,49,101,48.5,0,0.1,0.4,-0.1,3,43,8,3,69,Matches
708,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27-355,1997,22.2,1943,2076,93.6,33548,10768,814,839,97.0,1002,1040,96.3,101,151,66.9,0,0.3,1.0,-0.3,5,189,5,0,122,Matches
709,Krépin Diatta,sn SEN,DF,Monaco,fr Ligue 1,26-068,1999,4.9,207,275,75.3,3266,1145,108,125,86.4,80,107,74.8,13,26,50.0,0,0.8,0.8,-0.8,3,13,6,2,21,Matches
710,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,25-083,2000,0.0,1,2,50.0,6,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
711,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,20-076,2005,6.2,178,214,83.2,3125,560,74,84,88.1,85,92,92.4,13,17,76.5,1,0.4,0.2,+0.6,7,15,1,0,16,Matches
712,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,20-076,2005,0.2,6,7,85.7,117,60,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
713,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,25-274,1999,14.2,525,605,86.8,6695,1705,360,396,90.9,133,152,87.5,11,17,64.7,2,2.8,2.0,-0.8,20,51,16,0,66,Matches
714,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18-316,2006,0.1,1,3,33.3,20,0,0,0,,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
715,Luis Díaz,co COL,FW,Liverpool,eng Premier League,28-111,1997,24.7,697,827,84.3,11124,2406,374,422,88.6,239,278,86.0,56,68,82.4,5,4.9,4.3,+0.1,54,45,43,6,103,Matches
716,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26-333,1998,11.5,385,486,79.2,5796,1628,223,253,88.1,116,132,87.9,29,71,40.8,0,1.4,1.7,-1.4,19,36,14,2,51,Matches
717,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,19-053,2006,19.4,472,585,80.7,7050,1457,267,296,90.2,172,202,85.1,20,46,43.5,0,1.5,1.4,-1.5,20,25,20,1,61,Matches
718,Diego,es ESP,"FW,MF",Leganés,es La Liga,25-016,2000,10.2,100,148,67.6,1485,293,49,63,77.8,38,60,63.3,6,9,66.7,0,0.2,0.2,-0.2,5,7,3,1,14,Matches
719,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,20-158,2004,1.2,42,59,71.2,540,132,24,29,82.8,14,21,66.7,1,5,20.0,0,0.1,0.3,-0.1,1,3,1,0,5,Matches
720,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,25-042,2000,5.9,80,103,77.7,931,140,52,60,86.7,20,30,66.7,0,2,0.0,0,0.0,0.2,0.0,1,2,3,1,7,Matches
721,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,31-109,1994,14.3,1161,1245,93.3,20711,7065,446,465,95.9,627,653,96.0,74,104,71.2,1,0.1,0.6,+0.9,2,113,4,0,61,Matches
722,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31-288,1993,25.1,932,1240,75.2,15153,4888,472,535,88.2,379,481,78.8,59,147,40.1,4,4.4,3.9,-0.4,35,43,29,18,55,Matches
723,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,19-090,2006,0.0,2,3,66.7,36,22,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1,Matches
724,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,27-175,1997,22.3,903,1189,75.9,15395,4512,440,508,86.6,364,455,80.0,83,169,49.1,7,5.7,4.5,+1.3,45,43,39,18,80,Matches
725,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31-130,1993,4.0,68,133,51.1,2105,1516,6,6,100.0,35,37,94.6,27,90,30.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
726,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,24-164,2000,3.3,71,112,63.4,1130,280,37,58,63.8,31,44,70.5,2,6,33.3,1,0.9,0.6,+0.1,3,1,2,0,3,Matches
727,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-142,2001,13.3,297,394,75.4,4230,1090,159,187,85.0,109,133,82.0,12,26,46.2,3,2.2,1.2,+0.8,23,24,11,3,35,Matches
728,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-025,2001,18.6,644,774,83.2,11968,4940,246,280,87.9,328,356,92.1,63,109,57.8,2,0.6,0.2,+1.4,4,43,0,0,58,Matches
729,Yan Diomandé,ci CIV,"FW,MF",Leganés,es La Liga,18-171,2006,2.3,41,53,77.4,567,152,18,23,78.3,19,21,90.5,0,2,0.0,0,0.2,0.2,-0.2,3,1,1,0,5,Matches
730,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,32-135,1992,0.2,1,4,25.0,9,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
731,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-115,1997,14.9,663,758,87.5,12350,4179,233,252,92.5,379,408,92.9,46,87,52.9,0,0.1,0.1,-0.1,3,43,1,0,25,Matches
732,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19-357,2005,0.0,2,2,100.0,20,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
733,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24-329,2000,11.3,410,533,76.9,6392,2103,228,276,82.6,142,175,81.1,25,51,49.0,3,1.9,2.6,+1.1,23,43,19,1,60,Matches
734,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21-352,2003,22.1,761,969,78.5,10238,2604,463,536,86.4,224,270,83.0,33,66,50.0,1,2.4,3.0,-1.4,27,52,28,3,104,Matches
735,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,25-169,1999,32.0,816,1165,70.0,21991,16011,152,154,98.7,408,420,97.1,252,580,43.4,0,0.0,0.0,0.0,0,11,0,0,1,Matches
736,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27-226,1997,6.3,265,289,91.7,4870,1305,126,133,94.7,94,102,92.2,41,46,89.1,0,0.2,0.1,-0.2,2,18,0,0,28,Matches
737,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,27-054,1998,5.4,243,280,86.8,4080,1517,103,109,94.5,131,146,89.7,8,15,53.3,0,0.4,0.3,-0.4,3,14,3,0,16,Matches
738,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,27-054,1998,4.0,266,293,90.8,4218,1367,136,144,94.4,117,126,92.9,9,13,69.2,0,0.1,0.1,-0.1,2,20,2,0,16,Matches
739,Roman Dixon,eng ENG,DF,Everton,eng Premier League,20-129,2004,1.0,11,19,57.9,205,111,6,8,75.0,4,8,50.0,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,0,Matches
740,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,25-261,1999,6.4,66,103,64.1,1017,250,39,51,76.5,20,36,55.6,6,10,60.0,0,0.9,0.6,-0.9,4,5,5,4,9,Matches
741,Djené,tg TOG,"DF,MF",Getafe,es La Liga,33-124,1991,27.3,671,889,75.5,12233,4949,283,346,81.8,306,377,81.2,74,138,53.6,0,0.6,0.8,-0.6,9,75,13,6,73,Matches
742,Nasser Djiga,bf BFA,"DF,FW",Wolves,eng Premier League,22-170,2002,0.2,8,8,100.0,113,32,4,4,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
743,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-074,1993,26.5,1366,1553,88.0,23884,6594,556,602,92.4,679,744,91.3,102,145,70.3,2,1.3,0.7,+0.7,10,78,11,3,102,Matches
744,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,33-100,1992,27.0,389,901,43.2,14542,12234,48,48,100.0,142,144,98.6,199,702,28.3,0,0.0,0.1,0.0,0,24,0,0,1,Matches
745,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26-322,1998,28.9,723,1000,72.3,11197,3867,378,467,80.9,263,346,76.0,50,97,51.5,7,3.1,5.0,+3.9,24,64,41,13,117,Matches
746,Dodô,br BRA,DF,Fiorentina,it Serie A,26-168,1998,31.6,1217,1569,77.6,21778,6818,496,579,85.7,604,729,82.9,99,194,51.0,5,3.9,4.0,+1.1,33,75,35,20,120,Matches
747,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26-308,1998,32.0,916,1176,77.9,16314,5585,374,427,87.6,446,511,87.3,75,182,41.2,1,1.4,0.7,-0.4,12,70,5,2,86,Matches
748,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-108,1992,21.8,1003,1214,82.6,18738,6158,407,450,90.4,475,549,86.5,108,175,61.7,1,1.5,1.2,-0.5,11,88,14,1,76,Matches
749,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22-342,2002,15.5,558,704,79.3,7829,1408,367,426,86.2,173,210,82.4,12,18,66.7,6,4.4,3.4,+1.6,28,12,44,5,66,Matches
750,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,19-123,2006,2.1,23,34,67.6,324,98,16,21,76.2,4,7,57.1,2,3,66.7,0,0.1,0.2,-0.1,4,0,3,2,3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
751,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26-278,1998,0.2,8,11,72.7,255,195,2,2,100.0,2,2,100.0,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
752,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,21-227,2003,12.8,253,319,79.3,3410,579,175,198,88.4,59,74,79.7,11,18,61.1,2,0.4,0.9,+1.6,7,11,12,1,30,Matches
753,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24-082,2001,10.0,674,773,87.2,12351,4199,210,224,93.8,424,459,92.4,31,73,42.5,0,0.1,0.2,-0.1,2,52,0,0,56,Matches
754,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21-362,2003,0.2,2,2,100.0,24,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
755,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26-310,1998,18.5,709,815,87.0,10239,2951,401,437,91.8,239,266,89.8,28,48,58.3,1,1.3,1.3,-0.3,13,71,9,1,66,Matches
756,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,20-033,2005,1.9,171,180,95.0,3171,1062,57,57,100.0,106,112,94.6,7,10,70.0,0,0.0,0.0,0.0,0,13,0,0,13,Matches
757,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,26-068,1999,22.2,531,610,87.0,11744,6785,107,107,100.0,325,329,98.8,98,173,56.6,0,0.0,0.0,0.0,0,3,0,0,0,Matches
758,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,20-190,2004,6.5,261,328,79.6,3523,846,171,193,88.6,74,101,73.3,6,16,37.5,0,0.4,1.0,-0.4,7,15,6,2,21,Matches
759,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,20-190,2004,20.4,580,748,77.5,9714,2661,280,324,86.4,231,275,84.0,51,96,53.1,1,1.5,1.0,-0.5,19,42,21,8,54,Matches
760,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,20-014,2005,0.2,15,16,93.8,304,39,6,7,85.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
761,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,27-109,1998,0.4,22,26,84.6,342,77,12,12,100.0,9,12,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
762,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-109,1998,13.5,495,604,82.0,9474,2551,200,216,92.6,212,238,89.1,69,120,57.5,2,1.0,1.9,+1.0,12,44,15,7,49,Matches
763,Alberto Dossena,it ITA,DF,Como,it Serie A,26-203,1998,20.3,894,1020,87.6,16693,5441,310,336,92.3,507,547,92.7,65,110,59.1,2,0.7,0.4,+1.3,5,33,1,0,36,Matches
764,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,32-123,1993,26.9,676,849,79.6,10229,2133,354,416,85.1,250,301,83.1,40,55,72.7,1,2.3,1.2,-1.3,26,44,14,0,78,Matches
765,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,25-116,2000,5.0,174,204,85.3,2909,823,84,94,89.4,70,78,89.7,16,20,80.0,0,0.0,0.1,0.0,1,17,3,0,19,Matches
766,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,20-008,2005,0.1,4,5,80.0,90,54,1,1,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
767,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19-335,2005,18.2,877,1068,82.1,13041,3161,487,537,90.7,308,374,82.4,46,84,54.8,6,7.8,5.6,-1.8,54,76,50,16,131,Matches
