Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1367,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19-291,2005,5.2,111,156,71.2,1606,441,72,89,80.9,25,31,80.6,9,19,47.4,1,0.6,0.7,+0.4,8,3,1,1,8,Matches
1368,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25-344,1999,25.8,1581,1751,90.3,29259,10055,547,584,93.7,937,985,95.1,88,158,55.7,2,1.0,0.9,+1.0,10,125,8,0,103,Matches
1369,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,19-036,2006,0.8,11,24,45.8,199,44,6,16,37.5,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
1370,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,32-078,1993,21.4,1593,1725,92.3,25448,7894,770,805,95.7,740,770,96.1,53,100,53.0,0,0.2,1.1,-0.2,5,117,13,2,102,Matches
1371,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,20-012,2005,1.5,44,65,67.7,881,175,17,20,85.0,21,27,77.8,6,11,54.5,0,0.0,0.0,0.0,0,1,0,0,3,Matches
1372,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19-355,2005,12.9,487,562,86.7,8374,2294,217,248,87.5,212,231,91.8,40,56,71.4,0,0.3,0.4,-0.3,7,48,7,0,64,Matches
1373,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22-332,2002,4.0,156,180,86.7,2484,457,79,91,86.8,65,72,90.3,8,9,88.9,0,0.4,0.2,-0.4,4,9,1,0,10,Matches
1374,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22-332,2002,3.7,139,162,85.8,2600,466,60,68,88.2,58,67,86.6,19,23,82.6,1,1.3,0.9,-0.3,3,16,1,0,21,Matches
1375,Manu Koné,fr FRA,MF,Roma,it Serie A,23-352,2001,24.6,1014,1117,90.8,16234,3820,494,541,91.3,423,451,93.8,65,75,86.7,1,1.4,1.4,-0.4,16,92,12,1,120,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1376,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27-193,1997,29.6,1425,1535,92.8,23907,7947,621,644,96.4,733,766,95.7,55,84,65.5,0,0.4,0.5,-0.4,5,95,1,0,77,Matches
1377,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,27-065,1998,22.2,761,953,79.9,12045,3133,395,437,90.4,285,328,86.9,57,136,41.9,3,2.9,3.8,+0.1,38,63,18,3,89,Matches
1378,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-120,2001,9.0,455,521,87.3,8213,2766,183,201,91.0,221,247,89.5,43,56,76.8,0,0.0,0.2,0.0,1,37,2,0,35,Matches
1379,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,27-149,1997,6.9,137,197,69.5,2017,386,73,94,77.7,42,60,70.0,12,17,70.6,1,1.5,0.7,-0.5,9,10,4,1,16,Matches
1380,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,27-149,1997,5.6,93,153,60.8,1277,304,53,83,63.9,26,47,55.3,6,7,85.7,0,0.7,0.6,-0.7,8,9,8,1,13,Matches
1381,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25-243,1999,7.5,243,311,78.1,3768,1359,131,145,90.3,92,119,77.3,14,29,48.3,0,0.6,0.5,-0.6,8,5,9,3,19,Matches
1382,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-157,2003,25.4,1209,1456,83.0,24615,8919,385,417,92.3,655,719,91.1,157,287,54.7,2,1.0,0.8,+1.0,10,95,12,4,98,Matches
1383,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,19-088,2006,0.1,8,9,88.9,101,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1384,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-173,1998,28.9,1856,2140,86.7,28736,8279,946,1020,92.7,788,901,87.5,73,120,60.8,3,3.9,3.8,-0.9,32,154,29,8,165,Matches
1385,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,28-019,1997,7.4,211,253,83.4,4030,1313,63,70,90.0,127,141,90.1,18,34,52.9,0,0.0,0.0,0.0,0,14,1,0,12,Matches
1386,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30-363,1994,22.8,1604,1733,92.6,24956,6497,857,901,95.1,665,695,95.7,63,98,64.3,1,3.6,3.0,-2.6,29,189,28,0,149,Matches
1387,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,29-079,1996,0.9,26,37,70.3,410,67,10,14,71.4,14,17,82.4,1,3,33.3,0,0.0,0.0,0.0,0,4,0,0,4,Matches
1388,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24-352,2000,4.0,101,124,81.5,2513,1526,23,23,100.0,51,51,100.0,27,49,55.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1389,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19-287,2005,0.6,8,12,66.7,95,24,5,8,62.5,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1390,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,25-078,2000,7.3,105,146,71.9,1507,262,59,74,79.7,38,49,77.6,4,5,80.0,0,0.8,0.6,-0.8,10,4,5,0,16,Matches
1391,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18-293,2006,0.1,5,7,71.4,72,21,4,4,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
1392,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,30-275,1994,3.2,104,130,80.0,1661,734,49,60,81.7,46,53,86.8,5,10,50.0,0,0.1,0.0,-0.1,1,6,0,0,7,Matches
1393,Alex Král,cz CZE,MF,Espanyol,es La Liga,26-350,1998,28.7,574,802,71.6,9692,2560,277,350,79.1,235,288,81.6,49,99,49.5,1,1.5,1.6,-0.5,12,70,12,4,75,Matches
1394,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33-319,1991,28.9,972,1248,77.9,14902,3926,529,606,87.3,328,413,79.4,67,127,52.8,8,4.2,5.4,+3.8,48,96,36,14,138,Matches
1395,Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,22-110,2003,12.5,383,508,75.4,6367,1975,197,226,87.2,142,178,79.8,33,72,45.8,2,1.7,1.7,+0.3,27,27,13,4,36,Matches
1396,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,22-110,2003,0.6,36,41,87.8,510,123,23,23,100.0,12,16,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
1397,Tom Krauß,de GER,MF,Bochum,de Bundesliga,23-316,2001,11.5,470,587,80.1,8638,2708,189,217,87.1,231,266,86.8,48,78,61.5,0,0.7,1.0,-0.7,12,71,9,0,83,Matches
1398,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,26-014,1999,23.1,1697,1883,90.1,30601,10642,643,677,95.0,930,985,94.4,108,188,57.4,0,0.2,0.7,-0.2,6,135,10,1,128,Matches
1399,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27-297,1997,24.9,1144,1468,77.9,18830,7679,596,660,90.3,447,568,78.7,84,166,50.6,2,2.4,4.5,-0.4,17,127,31,8,155,Matches
1400,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-107,2002,17.5,683,851,80.3,13142,4709,242,280,86.4,344,404,85.1,86,131,65.6,0,0.3,0.5,-0.3,4,57,6,2,67,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1401,Nikola Krstović,me MNE,FW,Lecce,it Serie A,25-029,2000,31.4,409,606,67.5,6178,1265,227,316,71.8,146,191,76.4,25,45,55.6,3,2.7,1.5,+0.3,27,36,13,0,54,Matches
1402,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,32-247,1992,19.8,789,1016,77.7,13518,4327,347,403,86.1,352,434,81.1,69,128,53.9,1,0.8,1.0,+0.2,11,75,15,5,76,Matches
1403,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23-334,2001,22.0,567,792,71.6,7942,2406,356,415,85.8,139,203,68.5,38,79,48.1,0,3.9,3.1,-3.9,42,47,36,9,85,Matches
1404,Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,24-275,2000,25.9,640,766,83.6,10429,1669,342,380,90.0,233,261,89.3,50,73,68.5,2,2.3,2.5,-0.3,27,42,26,12,74,Matches
1405,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,25-009,2000,25.3,644,872,73.9,9046,2890,386,448,86.2,200,256,78.1,31,77,40.3,4,6.1,3.9,-2.1,64,61,52,6,122,Matches
1406,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,20-039,2005,10.6,436,509,85.7,6027,1630,255,278,91.7,155,173,89.6,10,24,41.7,0,0.3,0.8,-0.3,5,19,14,2,37,Matches
1407,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,25-085,2000,29.0,1037,1223,84.8,20396,7490,324,352,92.0,581,621,93.6,123,221,55.7,0,0.0,0.3,0.0,1,33,2,1,59,Matches
1408,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17-304,2007,0.0,1,1,100.0,6,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1409,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,32-109,1993,6.3,211,260,81.2,3222,949,116,133,87.2,74,94,78.7,12,21,57.1,0,0.6,0.7,-0.6,2,12,3,0,32,Matches
1410,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,24-081,2001,13.1,352,461,76.4,5985,1769,187,212,88.2,116,142,81.7,41,75,54.7,3,3.7,3.0,-0.7,28,31,23,4,57,Matches
1411,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,24-081,2001,9.2,416,492,84.6,5820,1340,264,282,93.6,122,144,84.7,16,31,51.6,3,4.4,3.1,-1.4,22,30,16,3,38,Matches
1412,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,27-006,1998,1.9,62,78,79.5,933,228,30,33,90.9,21,24,87.5,6,7,85.7,0,0.2,0.2,-0.2,4,7,6,0,12,Matches
1413,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,29-088,1996,27.9,926,1256,73.7,15216,5632,460,518,88.8,369,470,78.5,77,198,38.9,4,3.2,2.5,+0.8,40,67,24,15,86,Matches
1414,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26-346,1998,0.0,4,5,80.0,55,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1415,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,22-062,2003,7.1,127,174,73.0,1772,335,74,94,78.7,39,53,73.6,6,9,66.7,1,1.1,0.6,-0.1,7,7,9,6,7,Matches
1416,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,31-001,1994,19.0,326,470,69.4,4388,844,198,251,78.9,91,137,66.4,13,27,48.1,4,2.9,2.2,+1.1,23,24,11,2,38,Matches
1417,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,25-206,1999,15.0,354,504,70.2,10392,7820,57,57,100.0,177,181,97.8,119,262,45.4,0,0.0,0.1,0.0,0,10,1,0,0,Matches
1418,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-341,1991,20.9,361,510,70.8,4819,1255,234,295,79.3,86,126,68.3,18,34,52.9,2,3.1,4.4,-1.1,23,31,25,4,62,Matches
1419,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,20-118,2005,0.1,1,2,50.0,4,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1420,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25-028,2000,30.6,1093,1335,81.9,22521,8899,290,340,85.3,672,739,90.9,125,226,55.3,1,0.8,0.9,+0.2,6,66,2,1,59,Matches
1421,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,26-101,1999,12.0,256,367,69.8,7058,5292,41,41,100.0,147,147,100.0,68,177,38.4,0,0.0,0.0,0.0,2,10,0,0,0,Matches
1422,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21-040,2004,3.3,217,233,93.1,4013,1599,70,74,94.6,128,132,97.0,17,25,68.0,1,0.1,0.0,+0.9,1,14,0,0,22,Matches
1423,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27-342,1997,17.1,950,1085,87.6,13129,3334,566,618,91.6,348,392,88.8,12,23,52.2,2,2.5,2.8,-0.5,17,91,20,4,115,Matches
1424,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,32-250,1992,6.7,301,385,78.2,4959,1553,145,168,86.3,134,169,79.3,16,31,51.6,0,0.9,0.4,-0.9,7,18,7,6,21,Matches
1425,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,33-213,1991,26.8,1194,1584,75.4,23927,9092,456,528,86.4,524,659,79.5,201,336,59.8,2,3.8,4.4,-1.8,36,113,36,11,125,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1426,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36-359,1988,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,+1.1,4,21,9,3,24,Matches
1427,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,19-115,2006,1.0,13,23,56.5,184,27,8,12,66.7,4,6,66.7,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
1428,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26-334,1998,3.4,41,58,70.7,509,90,25,31,80.6,13,18,72.2,0,1,0.0,1,0.5,0.2,+0.5,4,1,2,0,4,Matches
1429,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,24-216,2000,8.5,314,381,82.4,4884,1213,169,181,93.4,124,155,80.0,18,35,51.4,2,0.8,0.5,+1.2,5,11,5,4,12,Matches
1430,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,20-014,2005,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1431,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,35-086,1990,3.4,38,63,60.3,433,77,30,40,75.0,6,12,50.0,0,3,0.0,0,0.1,0.2,-0.1,3,3,1,0,7,Matches
1432,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,30-017,1995,17.2,185,278,66.5,2294,312,119,157,75.8,47,76,61.8,5,8,62.5,2,1.4,0.4,+0.6,7,9,2,0,15,Matches
1433,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,28-070,1997,31.0,737,1112,66.3,19528,14936,141,141,100.0,389,398,97.7,206,570,36.1,0,0.0,0.0,0.0,1,11,0,0,0,Matches
1434,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-311,2004,23.6,1002,1145,87.5,15568,4600,516,561,92.0,396,436,90.8,56,88,63.6,0,1.5,1.6,-1.5,20,82,19,3,111,Matches
1435,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,24-042,2001,12.0,122,208,58.7,1802,298,72,104,69.2,36,69,52.2,8,13,61.5,0,0.5,0.3,-0.5,10,7,2,1,12,Matches
1436,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-164,1997,5.1,185,253,73.1,3256,1164,91,111,82.0,79,104,76.0,15,30,50.0,0,0.4,0.6,-0.4,5,14,10,9,21,Matches
1437,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-118,2004,6.7,302,332,91.0,5086,1375,141,156,90.4,141,149,94.6,16,20,80.0,1,0.7,0.3,+0.3,7,39,3,0,23,Matches
1438,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,29-041,1996,23.0,788,1055,74.7,13026,3747,397,456,87.1,318,402,79.1,61,151,40.4,6,3.1,3.1,+2.9,28,44,20,13,65,Matches
1439,Darko Lazović,rs SRB,"DF,FW",Hellas Verona,it Serie A,34-231,1990,15.9,309,496,62.3,5058,1915,163,205,79.5,115,183,62.8,25,76,32.9,3,3.4,1.8,-0.4,18,19,15,7,37,Matches
1440,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-156,1993,15.3,584,738,79.1,9225,2592,289,323,89.5,248,305,81.3,28,61,45.9,1,1.1,1.3,-0.1,17,35,20,13,63,Matches
1441,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-274,1997,15.3,704,815,86.4,14529,5467,226,249,90.8,369,387,95.3,101,162,62.3,1,0.3,0.4,+0.7,5,43,0,0,39,Matches
1442,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,27-013,1998,1.1,11,14,78.6,181,36,6,8,75.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1443,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,25-090,2000,3.5,226,263,85.9,3851,949,100,112,89.3,109,120,90.8,13,24,54.2,0,0.1,0.2,-0.1,3,26,2,0,28,Matches
1444,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-174,1996,20.9,1008,1121,89.9,17471,5351,385,412,93.4,554,581,95.4,52,102,51.0,0,0.5,1.0,-0.5,3,37,2,0,47,Matches
1445,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-076,1993,27.0,613,864,70.9,17166,12082,115,116,99.1,302,305,99.0,196,440,44.5,0,0.0,0.0,0.0,0,7,0,0,0,Matches
1446,Rafael Leão,pt POR,FW,Milan,it Serie A,25-328,1999,24.8,611,823,74.2,10089,2680,311,386,80.6,247,307,80.5,42,76,55.3,8,7.9,6.1,+0.1,57,37,50,10,90,Matches
1447,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,34-008,1991,27.0,637,948,67.2,19314,15835,102,103,99.0,250,259,96.5,279,577,48.4,0,0.1,0.1,-0.1,3,25,1,0,1,Matches
1448,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-344,1993,15.1,757,900,84.1,14767,4449,298,336,88.7,329,366,89.9,118,162,72.8,2,2.1,1.5,-0.1,14,84,12,3,91,Matches
1449,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-268,1993,31.0,1340,1618,82.8,25714,12105,485,525,92.4,715,775,92.3,133,272,48.9,1,1.1,1.2,-0.1,10,84,11,4,82,Matches
1450,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-101,1999,28.3,1099,1398,78.6,20381,8856,470,538,87.4,466,550,84.7,132,235,56.2,2,1.0,2.4,+1.0,13,110,11,3,116,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1451,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-351,1998,7.5,289,370,78.1,5085,1676,123,143,86.0,136,164,82.9,25,54,46.3,0,0.2,0.2,-0.2,2,26,0,0,25,Matches
1452,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-349,1991,32.9,1547,1849,83.7,33330,13891,431,479,90.0,885,944,93.8,226,399,56.6,2,1.1,1.0,+0.9,11,153,6,2,129,Matches
1453,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-115,2004,3.6,138,160,86.3,2363,748,54,60,90.0,74,80,92.5,9,17,52.9,0,0.0,0.0,0.0,0,14,0,0,15,Matches
1454,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,32-000,1993,6.6,269,349,77.1,4502,1590,122,141,86.5,127,156,81.4,16,40,40.0,0,0.3,0.2,-0.3,6,29,0,0,32,Matches
1455,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-280,2000,0.1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1456,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-173,1995,0.7,38,46,82.6,650,263,15,17,88.2,17,20,85.0,4,6,66.7,0,0.2,0.2,-0.2,2,0,2,0,5,Matches
1457,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,21-270,2003,17.8,486,614,79.2,7074,1332,285,332,85.8,156,185,84.3,28,51,54.9,3,2.2,1.6,+0.8,27,30,8,3,49,Matches
1458,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-245,1993,15.2,493,613,80.4,9479,2966,176,207,85.0,249,284,87.7,58,95,61.1,3,1.1,1.2,+1.9,10,43,13,4,48,Matches
1459,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-321,1995,19.9,1066,1229,86.7,21606,8796,334,360,92.8,587,626,93.8,138,222,62.2,1,1.1,0.7,-0.1,4,66,0,0,72,Matches
1460,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-061,1992,35.0,1060,1301,81.5,25878,15530,210,211,99.5,629,636,98.9,209,440,47.5,1,0.1,0.1,+0.9,2,16,2,0,0,Matches
1461,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-182,1992,29.0,604,1038,58.2,20352,16524,82,83,98.8,245,248,98.8,275,702,39.2,2,0.4,0.1,+1.6,3,29,2,0,1,Matches
1462,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-134,2006,11.6,504,574,87.8,9302,2823,178,195,91.3,283,306,92.5,41,64,64.1,0,0.0,0.0,0.0,0,21,0,0,20,Matches
1463,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-016,2000,15.2,206,307,67.1,2849,414,108,142,76.1,69,94,73.4,9,24,37.5,0,0.8,1.6,-0.8,6,10,5,2,12,Matches
1464,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-194,2002,21.8,554,692,80.1,8590,2240,292,329,88.8,212,249,85.1,31,51,60.8,1,0.9,1.7,+0.1,8,68,12,1,87,Matches
1465,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,30-191,1994,22.6,775,1026,75.5,13637,4683,362,417,86.8,318,391,81.3,77,165,46.7,1,1.5,1.6,-0.5,9,83,17,2,86,Matches
1466,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-101,2006,6.8,149,184,81.0,2314,690,78,84,92.9,52,65,80.0,11,19,57.9,1,1.3,0.6,-0.3,11,12,7,0,23,Matches
1467,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-256,1988,27.1,359,491,73.1,4615,898,229,281,81.5,86,112,76.8,13,27,48.1,2,2.3,1.5,-0.3,19,30,9,0,48,Matches
1468,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,24-067,2001,17.0,382,542,70.5,5555,1363,232,279,83.2,129,168,76.8,14,45,31.1,2,3.6,2.9,-1.6,23,24,26,9,50,Matches
1469,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,20-164,2004,20.2,1143,1242,92.0,16487,3126,681,718,94.8,420,446,94.2,28,41,68.3,2,0.3,1.0,+1.7,7,92,14,0,104,Matches
1470,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,24-071,2001,30.7,869,1125,77.2,14318,4235,467,522,89.5,300,378,79.4,76,154,49.4,3,3.0,4.6,0.0,22,56,40,14,88,Matches
1471,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-220,2006,13.0,604,666,90.7,8962,1983,340,355,95.8,242,268,90.3,13,20,65.0,0,0.4,0.4,-0.4,7,55,8,1,62,Matches
1472,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,25-051,2000,0.6,23,24,95.8,452,148,8,9,88.9,13,13,100.0,2,2,100.0,0,0.0,0.0,0.0,0,3,1,0,3,Matches
1473,Mattia Liberali,it ITA,MF,Milan,it Serie A,18-028,2007,0.7,24,31,77.4,362,80,12,13,92.3,12,15,80.0,0,1,0.0,0,0.0,0.0,0.0,1,4,1,0,5,Matches
1474,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-297,1996,27.8,1816,2087,87.0,34741,12549,621,661,93.9,1007,1089,92.5,171,290,59.0,0,0.7,0.8,-0.7,5,131,9,0,126,Matches
1475,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-265,1999,23.2,1225,1360,90.1,21549,5917,449,477,94.1,717,759,94.5,53,105,50.5,0,0.3,0.3,-0.3,6,63,2,1,55,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1476,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-307,2006,0.8,28,38,73.7,457,188,14,17,82.4,11,14,78.6,3,5,60.0,0,0.1,0.1,-0.1,2,2,3,2,4,Matches
1477,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30-291,1994,5.2,196,209,93.8,3139,849,83,90,92.2,103,106,97.2,6,8,75.0,0,0.1,0.1,-0.1,3,6,2,1,9,Matches
1478,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,25-064,2000,13.8,297,428,69.4,4593,1335,194,225,86.2,65,99,65.7,29,65,44.6,1,2.0,2.0,-1.0,19,18,12,7,25,Matches
1479,Karol Linetty,pl POL,MF,Torino,it Serie A,30-091,1995,16.9,477,562,84.9,8215,2067,233,256,91.0,186,213,87.3,49,68,72.1,0,0.9,0.9,-0.9,10,45,10,1,47,Matches
