Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1540,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-215,1998,7.8,493,23,106,213,179,16,493,19,9,47.4,9,47.4,256,1569,946,25,20,6,11,4,307,40,Matches
1541,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-162,1996,20.1,1464,26,210,691,576,77,1464,77,33,42.9,34,44.2,1026,5128,2279,45,39,20,23,25,1125,95,Matches
1542,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,24-088,2001,0.2,8,0,0,3,5,0,8,1,0,0.0,1,100.0,7,36,21,1,1,0,1,1,7,4,Matches
1543,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,23-055,2002,19.1,837,18,83,237,531,163,837,84,36,42.9,39,46.4,562,4654,2970,133,43,80,41,24,646,208,Matches
1544,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-296,1997,23.5,1242,84,399,498,371,19,1242,73,34,46.6,28,38.4,583,3352,1575,41,40,7,42,29,620,107,Matches
1545,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-136,1997,26.3,1873,189,672,985,225,40,1873,5,4,80.0,1,20.0,1116,4470,2669,10,22,0,9,2,1366,11,Matches
1546,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-208,2003,10.7,719,29,159,471,98,7,719,20,12,60.0,6,30.0,356,1546,668,6,9,1,12,12,450,10,Matches
1547,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23-361,2001,1.3,101,2,18,58,27,4,101,4,3,75.0,1,25.0,68,414,221,4,3,1,2,0,75,4,Matches
1548,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-212,1995,11.8,540,82,276,240,30,14,540,4,1,25.0,3,75.0,251,1052,516,4,6,0,4,1,274,7,Matches
1549,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-339,1998,23.6,1183,36,272,698,221,11,1183,22,8,36.4,14,63.6,630,3107,1456,19,13,4,21,19,790,18,Matches
1550,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-242,1999,15.1,380,8,28,191,163,65,380,17,3,17.6,12,70.6,215,1012,364,14,8,7,39,28,285,71,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1551,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-060,1993,16.5,1117,136,560,509,62,37,1117,5,2,40.0,3,60.0,658,4055,1644,6,6,3,6,2,722,6,Matches
1552,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-295,2000,0.1,16,0,5,9,4,0,16,0,0,,0,,9,28,9,0,0,0,0,0,9,0,Matches
1553,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-116,1999,9.4,618,15,95,294,234,19,618,14,6,42.9,8,57.1,341,1455,661,15,15,5,21,8,396,47,Matches
1554,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-305,1995,32.6,1437,886,1411,27,0,0,1437,1,1,100.0,0,0.0,890,4671,3094,0,0,0,1,0,830,0,Matches
1555,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-179,1994,32.0,2005,270,1116,787,118,40,2005,10,5,50.0,3,30.0,1107,5943,3252,19,20,1,16,7,1162,10,Matches
1556,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-015,2005,15.7,924,19,175,523,235,32,924,46,23,50.0,21,45.7,568,2568,1089,21,14,10,30,32,656,38,Matches
1557,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,27-248,1997,19.1,1336,55,377,604,363,53,1336,34,14,41.2,18,52.9,655,2625,1316,27,21,6,24,20,813,91,Matches
1558,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-169,1999,15.0,434,363,425,9,0,0,434,0,0,,0,,233,1219,725,0,0,0,0,0,181,0,Matches
1559,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-107,1998,2.1,89,1,14,37,40,5,88,5,3,60.0,0,0.0,63,356,110,3,3,1,4,6,66,7,Matches
1560,Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18-293,2006,0.2,15,1,4,7,4,0,15,1,1,100.0,0,0.0,8,36,12,0,0,0,0,2,13,0,Matches
1561,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-274,2001,5.5,292,18,96,118,81,2,292,10,3,30.0,6,60.0,147,775,239,7,4,1,10,4,168,27,Matches
1562,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-290,1998,21.6,1232,49,409,643,189,4,1232,19,10,52.6,8,42.1,732,3432,1217,9,18,0,17,20,863,12,Matches
1563,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-160,1991,6.5,378,57,244,125,10,4,378,2,2,100.0,0,0.0,214,916,474,1,0,0,6,1,252,0,Matches
1564,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-260,1999,1.1,62,2,20,27,15,0,62,1,1,100.0,0,0.0,37,190,118,3,2,0,1,2,43,6,Matches
1565,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-298,2006,0.0,3,0,0,0,3,0,3,0,0,,0,,1,0,0,0,0,0,1,0,3,2,Matches
1566,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-338,2001,5.0,363,25,156,160,48,4,363,3,2,66.7,1,33.3,224,1103,521,8,8,0,3,1,245,4,Matches
1567,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-205,2001,14.5,584,13,70,287,242,41,584,72,30,41.7,37,51.4,388,2656,1287,41,31,10,36,31,426,66,Matches
1568,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,23-205,2001,1.4,59,1,4,25,31,9,59,9,3,33.3,5,55.6,48,330,129,5,5,4,2,3,53,11,Matches
1569,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-255,1998,16.8,744,18,167,432,158,15,744,13,4,30.8,6,46.2,299,1114,557,10,11,1,25,10,419,37,Matches
1570,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-115,1999,3.3,120,2,8,32,86,23,120,10,3,30.0,5,50.0,71,543,312,11,6,7,8,6,79,25,Matches
1571,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-115,1999,6.8,278,3,23,84,175,46,278,32,11,34.4,19,59.4,187,911,439,23,9,17,16,9,214,75,Matches
1572,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,32-000,1993,4.3,242,6,43,134,66,0,242,4,3,75.0,1,25.0,151,711,244,3,9,0,7,5,163,10,Matches
1573,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-208,1999,8.4,378,38,183,174,23,5,378,4,1,25.0,3,75.0,147,492,206,1,1,0,11,1,161,0,Matches
1574,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,25-208,1999,0.3,22,3,9,11,2,0,22,0,0,,0,,4,24,13,1,0,0,1,0,5,0,Matches
1575,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-155,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,1,3,0,0,0,0,0,1,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1576,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-217,2000,30.0,999,833,992,7,0,0,999,0,0,,0,,479,2272,1253,1,0,0,0,0,409,0,Matches
1577,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-251,1998,22.2,1027,8,100,426,517,87,1027,75,25,33.3,45,60.0,665,4491,1914,67,40,31,44,31,741,142,Matches
1578,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-127,1999,0.2,19,0,0,13,6,0,19,0,0,,0,,14,66,19,0,1,0,0,0,15,0,Matches
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-017,1996,30.9,2018,149,790,1031,204,40,2018,8,1,12.5,3,37.5,1211,5264,3028,44,43,3,10,8,1459,23,Matches
1580,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,40-037,1985,16.5,522,417,518,4,0,0,522,2,2,100.0,0,0.0,305,1511,930,0,0,0,2,1,272,1,Matches
1581,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-229,2001,5.0,215,169,209,7,0,0,215,0,0,,0,,153,741,481,0,0,0,0,0,128,0,Matches
1582,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-103,1994,10.5,717,56,290,326,103,8,717,18,4,22.2,9,50.0,421,1705,853,14,15,2,8,4,459,15,Matches
1583,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-194,1991,17.3,1251,79,396,707,148,21,1251,4,3,75.0,1,25.0,650,2497,1207,10,12,0,7,4,880,20,Matches
1584,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-309,1997,17.5,890,61,219,508,173,15,889,12,6,50.0,5,41.7,457,1766,799,9,10,0,10,2,567,27,Matches
1585,Orel Mangala,be BEL,MF,Everton,eng Premier League,27-047,1998,14.0,621,22,133,335,157,13,621,24,14,58.3,9,37.5,298,1574,576,6,6,3,12,12,406,19,Matches
1586,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27-047,1998,0.7,42,1,5,27,10,2,42,3,0,0.0,3,100.0,26,128,62,1,0,0,0,0,29,3,Matches
1587,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28-324,1996,16.2,965,70,258,396,321,22,965,36,11,30.6,16,44.4,482,2018,977,14,13,4,17,5,572,74,Matches
1588,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-364,1994,5.7,413,20,161,222,31,1,413,1,0,0.0,1,100.0,248,1017,454,3,5,1,1,0,312,5,Matches
1589,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,19-202,2005,1.6,98,3,15,46,38,9,98,4,3,75.0,1,25.0,52,271,145,4,4,0,4,3,62,8,Matches
1590,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-313,2005,0.1,14,0,3,10,1,0,14,0,0,,0,,8,25,12,0,0,0,0,0,13,0,Matches
1591,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-278,2002,7.2,267,3,21,149,99,23,267,27,11,40.7,14,51.9,161,691,218,6,4,2,26,13,198,39,Matches
1592,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-221,2002,0.5,24,6,17,6,1,0,24,0,0,,0,,11,20,4,0,1,0,0,0,11,0,Matches
1593,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-221,2002,3.8,187,18,80,97,11,4,187,1,0,0.0,1,100.0,83,319,153,2,1,0,4,0,92,1,Matches
1594,Marcão,br BRA,DF,Sevilla,es La Liga,28-333,1996,5.1,325,49,193,128,5,2,325,3,0,0.0,1,33.3,172,792,343,0,0,0,4,3,201,0,Matches
1595,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30-288,1994,1.9,118,3,12,33,73,7,118,4,1,25.0,3,75.0,57,398,167,5,2,3,3,1,67,20,Matches
1596,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-114,2002,0.2,5,0,0,2,3,0,5,0,0,,0,,3,6,1,0,0,0,0,0,4,0,Matches
1597,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,36-020,1989,15.3,1042,35,276,519,253,15,1042,15,2,13.3,11,73.3,424,1657,823,22,18,2,10,7,560,69,Matches
1598,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-297,2001,0.1,4,0,0,3,1,0,4,0,0,,0,,2,11,10,0,0,0,0,0,4,2,Matches
1599,Pablo Marí,es ESP,DF,Monza,it Serie A,31-246,1993,18.1,1296,228,753,534,12,5,1296,6,6,100.0,0,0.0,765,3398,1700,5,4,0,4,5,861,1,Matches
1600,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31-246,1993,8.2,480,95,289,183,10,4,480,1,0,0.0,1,100.0,236,948,366,1,1,0,0,2,267,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1601,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-104,1995,20.2,1416,245,747,646,28,11,1416,3,2,66.7,1,33.3,886,3883,2037,3,1,0,6,3,971,1,Matches
1602,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20-285,2004,9.4,473,58,244,209,21,4,473,5,2,40.0,1,20.0,230,1060,568,8,4,0,6,3,234,2,Matches
1603,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-353,1995,1.2,54,1,9,26,19,6,54,1,1,100.0,0,0.0,25,103,51,1,0,0,3,1,40,8,Matches
1604,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29-353,1995,3.5,137,10,21,65,53,12,137,6,2,33.3,4,66.7,75,251,118,3,5,0,12,4,92,22,Matches
1605,Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,es La Liga,20-029,2005,1.2,61,3,15,21,26,5,61,3,1,33.3,2,66.7,36,136,65,2,1,0,7,4,39,6,Matches
1606,Rafa Marín,es ESP,DF,Napoli,it Serie A,22-350,2002,1.6,131,10,56,72,4,2,131,0,0,,0,,78,355,188,2,2,0,1,0,108,0,Matches
1607,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-305,2003,9.6,434,19,74,233,135,15,434,26,16,61.5,9,34.6,232,1002,332,9,8,5,31,12,281,36,Matches
1608,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-346,1996,14.9,809,19,158,437,224,21,807,22,11,50.0,11,50.0,440,2240,1015,21,18,4,17,15,510,28,Matches
1609,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-363,1994,23.0,1453,150,709,718,38,18,1453,8,2,25.0,6,75.0,854,4154,2144,9,6,2,17,3,923,8,Matches
1610,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23-307,2001,23.7,1599,129,604,786,215,16,1599,11,5,45.5,6,54.5,708,3415,2067,23,20,1,13,3,951,49,Matches
1611,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-086,1999,11.1,416,3,29,121,271,56,416,39,16,41.0,18,46.2,262,1606,760,21,15,11,37,15,295,68,Matches
1612,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-086,1999,16.1,671,1,40,230,421,109,669,101,46,45.5,46,45.5,442,3318,1810,73,53,45,66,37,483,125,Matches
1613,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-157,2003,0.2,19,1,4,11,4,1,19,1,1,100.0,0,0.0,5,16,3,0,0,0,0,0,7,0,Matches
1614,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-355,1994,18.4,1902,174,597,1206,104,10,1902,4,3,75.0,1,25.0,1272,6148,4103,25,25,0,3,1,1529,3,Matches
1615,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23-207,2001,1.0,33,29,33,0,0,0,33,0,0,,0,,17,63,22,0,0,0,0,0,15,0,Matches
1616,Ange Martial Tia,ml MLI,MF,Reims,fr Ligue 1,18-165,2006,0.9,52,4,14,23,16,1,52,3,1,33.3,2,66.7,25,121,79,1,1,0,1,1,29,4,Matches
1617,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-012,1997,30.9,1780,81,508,738,557,19,1780,26,12,46.2,12,46.2,785,4399,2111,47,29,4,21,17,942,103,Matches
1618,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,23-012,2002,14.5,593,20,112,257,230,40,593,35,8,22.9,26,74.3,296,1145,481,13,10,4,29,18,365,67,Matches
1619,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-123,2002,9.8,780,25,172,336,276,14,780,9,3,33.3,6,66.7,346,1220,610,9,12,1,6,2,498,108,Matches
1620,Iván Martín,es ESP,MF,Girona,es La Liga,26-079,1999,19.5,1411,31,258,810,362,15,1411,42,22,52.4,14,33.3,936,5846,2750,49,49,0,38,25,1141,63,Matches
1621,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-123,2006,7.0,456,63,247,195,16,10,456,0,0,,0,,245,1281,737,3,1,0,4,0,274,0,Matches
1622,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,35-025,1990,5.4,343,20,91,199,54,6,343,4,2,50.0,1,25.0,156,750,357,8,5,0,4,5,233,7,Matches
1623,Mario Martín,es ESP,MF,Valladolid,es La Liga,21-060,2004,17.9,988,70,312,538,149,23,988,35,18,51.4,13,37.1,512,2932,1293,18,15,2,34,22,621,19,Matches
1624,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-320,2001,22.7,889,15,87,229,586,168,889,106,32,30.2,58,54.7,597,4419,2355,112,30,59,49,33,678,267,Matches
1625,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-009,2003,24.7,1823,76,546,873,417,48,1823,32,17,53.1,12,37.5,1017,5013,2325,33,27,5,22,11,1212,84,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1626,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-244,1992,33.0,1348,1015,1329,19,0,0,1348,1,1,100.0,0,0.0,820,4149,2626,0,0,0,1,0,738,0,Matches
1627,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-352,1991,25.7,2514,143,843,1536,143,24,2514,3,3,100.0,0,0.0,1616,9692,6966,66,51,0,10,3,1900,11,Matches
1628,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-133,1999,0.1,10,0,2,8,0,0,10,0,0,,0,,6,16,2,0,0,0,0,0,10,0,Matches
1629,Josep Martinez,es ESP,GK,Inter,it Serie A,26-342,1998,4.0,186,161,186,0,0,0,186,0,0,,0,,133,485,289,0,0,0,0,0,137,0,Matches
1630,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-255,1997,28.5,981,15,84,413,494,162,981,47,17,36.2,25,53.2,625,2739,1101,34,27,12,70,54,754,197,Matches
1631,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-106,1998,19.5,1524,156,713,697,125,18,1524,7,6,85.7,1,14.3,1017,5141,3129,23,23,2,1,3,1069,7,Matches
1632,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-359,1996,3.9,316,39,157,139,21,6,316,2,2,100.0,0,0.0,181,1010,589,3,2,1,5,1,208,2,Matches
1633,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-194,2002,1.1,66,16,43,23,0,0,66,1,1,100.0,0,0.0,29,131,50,0,0,0,0,1,42,0,Matches
1634,Toni Martínez,es ESP,"FW,MF",Alavés,es La Liga,27-308,1997,10.1,355,11,27,148,185,69,355,11,7,63.6,3,27.3,141,715,258,13,6,7,33,9,241,51,Matches
1635,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,20-093,2005,2.0,80,3,30,30,22,2,80,6,4,66.7,2,33.3,51,344,144,3,2,2,8,1,49,10,Matches
1636,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-363,1999,0.6,14,0,1,8,5,0,14,0,0,,0,,6,8,1,0,0,0,5,0,8,3,Matches
1637,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-199,1992,23.3,1319,71,379,640,313,30,1319,21,9,42.9,11,52.4,617,2331,1153,21,23,0,10,13,850,96,Matches
1638,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-305,2000,9.1,508,25,117,229,167,15,508,14,2,14.3,10,71.4,250,1676,770,25,17,1,21,6,270,54,Matches
1639,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-091,1993,18.7,934,79,309,557,75,6,934,13,8,61.5,4,30.8,443,2019,751,7,10,1,8,8,560,10,Matches
1640,Adam Masina,ma MAR,DF,Torino,it Serie A,31-122,1994,18.5,1303,154,566,666,75,11,1303,9,4,44.4,5,55.6,748,3433,1886,13,8,1,9,7,849,8,Matches
1641,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-097,2001,13.1,708,35,169,410,138,20,708,22,10,45.5,8,36.4,308,1637,638,14,16,1,18,10,372,22,Matches
1642,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,31-123,1994,9.9,343,5,45,133,174,46,343,12,5,41.7,7,58.3,183,928,451,23,7,11,24,6,220,68,Matches
1643,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-163,1998,10.1,539,75,276,244,21,11,539,1,0,0.0,1,100.0,290,1123,513,1,1,0,5,3,323,4,Matches
1644,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-301,2001,8.7,420,17,126,232,68,6,420,26,8,30.8,14,53.8,257,1372,569,10,8,2,10,10,281,9,Matches
1645,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-178,1992,25.1,1788,184,767,878,157,14,1788,30,14,46.7,14,46.7,1105,5714,3325,19,17,0,15,10,1224,23,Matches
1646,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-192,1988,5.9,217,9,15,104,98,32,217,6,4,66.7,2,33.3,94,373,143,6,2,2,14,2,156,34,Matches
1647,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,22-034,2003,3.5,133,8,17,73,44,17,133,5,3,60.0,2,40.0,78,363,118,2,3,2,21,9,103,19,Matches
1648,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-232,2002,18.2,1134,35,238,635,279,26,1134,25,11,44.0,12,48.0,724,4207,1760,29,31,5,26,21,812,50,Matches
1649,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,23-078,2002,0.8,54,2,8,39,7,0,54,3,0,0.0,3,100.0,23,94,31,0,0,0,3,0,31,3,Matches
1650,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-310,1997,27.1,680,24,57,327,310,86,678,42,18,42.9,20,47.6,363,1888,894,37,20,8,67,41,502,114,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1651,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-276,1988,20.6,1424,64,332,889,213,30,1424,11,7,63.6,4,36.4,893,4610,2410,34,29,8,11,18,1061,13,Matches
1652,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-052,2008,0.5,24,1,4,15,5,0,24,1,0,0.0,1,100.0,18,83,37,1,0,0,1,0,17,1,Matches
1653,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-354,2002,25.3,1453,214,628,724,116,18,1453,10,6,60.0,3,30.0,770,3129,1561,13,15,2,18,9,837,9,Matches
1654,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19-362,2005,8.9,422,7,73,181,179,32,422,30,17,56.7,12,40.0,249,1606,764,23,14,10,15,17,270,85,Matches
1655,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-205,2004,10.0,458,51,243,170,47,9,458,5,3,60.0,2,40.0,218,1207,646,12,5,1,6,3,260,9,Matches
1656,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,27-006,1998,21.4,1288,68,307,776,213,13,1288,19,15,78.9,3,15.8,587,2492,1048,14,14,1,21,16,776,23,Matches
1657,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-263,1996,11.5,379,2,20,194,171,48,379,14,6,42.9,7,50.0,197,970,380,11,13,7,34,19,293,79,Matches
1658,Maurides,br BRA,FW,St. Pauli,de Bundesliga,31-055,1994,0.0,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches
1659,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-338,1998,17.9,863,23,132,327,421,61,863,95,35,36.8,47,49.5,583,4343,2355,91,40,27,39,35,623,138,Matches
1660,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-144,1997,21.6,1428,221,743,631,62,24,1428,17,9,52.9,5,29.4,792,3915,2123,16,10,1,12,0,934,2,Matches
1661,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-016,2005,15.6,1006,81,383,576,62,6,1006,28,10,35.7,16,57.1,635,3345,1512,13,11,1,17,9,675,9,Matches
1662,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,21-040,2004,2.7,130,3,8,41,82,28,130,9,3,33.3,5,55.6,78,370,205,10,5,3,11,14,100,26,Matches
1663,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-029,1997,9.3,287,5,18,139,135,31,286,17,6,35.3,8,47.1,171,656,214,5,4,4,19,16,204,34,Matches
1664,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-352,2006,7.6,506,14,65,215,229,36,506,28,13,46.4,14,50.0,283,1376,617,24,14,7,20,20,378,52,Matches
1665,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-171,1997,29.3,1976,158,779,903,318,27,1976,47,26,55.3,17,36.2,1086,5061,2680,37,29,3,23,16,1190,51,Matches
1666,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-170,1995,3.7,235,9,56,134,49,10,235,5,4,80.0,1,20.0,132,599,245,2,5,0,3,5,170,14,Matches
1667,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-281,1995,7.7,374,27,116,139,126,10,374,17,10,58.8,4,23.5,205,1267,707,20,13,2,13,11,221,42,Matches
1668,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-108,2004,7.8,346,5,45,147,157,19,346,27,9,33.3,13,48.1,228,1360,711,25,11,7,13,10,268,44,Matches
1669,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-126,2006,2.5,177,1,13,64,100,17,177,8,3,37.5,4,50.0,107,618,240,6,4,4,9,5,136,32,Matches
1670,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-135,1998,27.3,1317,1,31,389,912,257,1310,161,70,43.5,80,49.7,891,5912,3177,122,77,79,69,42,1140,325,Matches
