Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,30-224,1994,16.5,1033,42,230,608,199,17,1033,5,2,40.0,1,20.0,495,1997,835,7,14,1,6,1,737,16,Matches
127,Angeliño,es ESP,DF,Roma,it Serie A,28-120,1997,31.3,2050,90,589,958,518,39,2050,25,10,40.0,11,44.0,1070,5096,2757,53,45,9,24,9,1327,140,Matches
128,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,20-067,2005,0.1,5,0,0,5,1,0,5,1,1,100.0,0,0.0,3,19,3,0,1,0,0,0,4,0,Matches
129,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23-162,2001,11.6,581,23,121,329,144,17,581,38,15,39.5,20,52.6,304,1714,957,27,17,6,21,10,355,31,Matches
130,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28-288,1996,19.7,1971,170,734,1075,169,31,1971,24,20,83.3,2,8.3,1284,6441,3186,31,23,0,19,9,1436,28,Matches
131,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,22-111,2003,0.1,2,0,0,1,1,0,2,0,0,,0,,1,12,4,0,0,0,0,0,1,1,Matches
132,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,17-120,2008,1.5,114,2,47,54,13,1,114,2,1,50.0,0,0.0,82,322,132,1,0,1,2,2,85,0,Matches
133,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,35-037,1990,9.3,296,3,26,124,151,36,296,27,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59,Matches
134,Antoniu,es ESP,"MF,FW",Espanyol,es La Liga,22-241,2002,9.1,310,7,59,127,135,18,310,45,26,57.8,13,28.9,179,1384,872,31,21,5,19,12,193,52,Matches
135,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,25-069,2000,1.6,101,2,22,26,54,8,101,11,4,36.4,6,54.5,60,317,182,5,6,1,5,1,69,7,Matches
136,Antony,br BRA,FW,Betis,es La Liga,25-069,2000,11.2,741,7,75,240,440,50,741,42,18,42.9,22,52.4,488,3351,2082,72,57,24,40,15,563,121,Matches
137,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,30-109,1995,16.6,584,24,170,265,154,23,584,21,7,33.3,10,47.6,295,1875,723,22,13,5,25,13,359,55,Matches
138,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32-329,1992,21.6,1338,84,459,561,326,24,1338,42,20,47.6,21,50.0,557,2707,1502,46,28,5,30,18,734,95,Matches
139,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,27-093,1998,2.0,86,12,59,26,1,1,86,0,0,,0,,44,253,137,0,0,0,1,0,48,0,Matches
140,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-216,1995,26.9,1066,41,183,645,247,63,1063,30,15,50.0,11,36.7,495,2116,754,14,7,3,57,29,586,51,Matches
141,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22-285,2002,24.5,1695,96,557,845,308,18,1695,36,7,19.4,26,72.2,758,2734,1319,22,16,0,30,10,859,41,Matches
142,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,23-264,2001,4.7,243,19,81,120,47,2,243,0,0,,0,,108,406,205,3,1,0,5,2,128,19,Matches
143,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-058,1999,7.1,651,26,176,446,32,9,651,1,0,0.0,1,100.0,412,2320,1397,6,3,0,2,1,478,3,Matches
144,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-287,2001,15.3,362,16,59,161,145,50,361,32,14,43.8,17,53.1,210,1072,499,19,9,14,34,25,256,64,Matches
145,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28-310,1996,19.7,1102,70,375,501,236,9,1102,17,8,47.1,9,52.9,491,2373,1207,36,20,1,14,13,601,66,Matches
146,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-066,1993,22.1,927,740,918,10,0,0,927,0,0,,0,,530,2157,1174,0,0,0,0,0,481,0,Matches
147,Adu Ares,es ESP,FW,Athletic Club,es La Liga,23-204,2001,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2,Matches
148,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25-306,1999,30.2,1686,95,371,693,638,20,1686,59,21,35.6,31,52.5,799,4860,2483,90,56,9,60,18,947,188,Matches
149,David Argüelles,es ESP,MF,Getafe,es La Liga,23-123,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0,Matches
150,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28-287,1996,21.2,1203,46,288,632,294,44,1203,46,18,39.1,22,47.8,708,3880,1923,35,28,12,25,16,879,64,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
151,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,28-083,1997,13.9,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79,Matches
152,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,18-105,2007,0.5,20,0,3,12,7,2,20,1,1,100.0,0,0.0,15,110,43,1,2,0,2,3,14,0,Matches
153,José Arnaiz,es ESP,"MF,FW",Osasuna,es La Liga,30-019,1995,1.4,96,3,16,38,44,7,96,5,1,20.0,2,40.0,45,234,114,4,2,1,4,4,47,13,Matches
154,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22-024,2003,17.0,1012,13,100,451,469,68,1012,41,24,58.5,16,39.0,633,3687,1789,46,40,9,39,12,781,129,Matches
155,Marko Arnautović,at AUT,FW,Inter,it Serie A,36-015,1989,5.9,193,1,6,63,124,38,193,3,2,66.7,1,33.3,98,364,119,4,3,2,12,3,150,61,Matches
156,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-342,1994,25.2,1529,85,349,900,295,7,1529,6,1,16.7,3,50.0,758,2981,1190,9,11,0,18,11,855,15,Matches
157,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,25-118,2000,7.7,294,9,41,113,146,28,292,29,12,41.4,15,51.7,149,877,336,13,10,3,32,14,175,64,Matches
158,Sergio Arribas,es ESP,DF,Betis,es La Liga,22-083,2003,1.0,71,5,24,43,4,0,71,0,0,,0,,33,128,75,0,0,0,0,0,35,4,Matches
159,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,30-213,1994,28.0,990,732,961,28,1,1,990,1,1,100.0,0,0.0,557,2764,1588,0,0,0,0,0,435,0,Matches
160,Arthur,br BRA,DF,Leverkusen,de Bundesliga,22-048,2003,7.1,437,14,90,194,157,11,437,20,5,25.0,15,75.0,208,1103,587,13,13,2,12,4,267,48,Matches
161,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,30-175,1994,10.6,318,5,48,129,148,46,318,23,5,21.7,16,69.6,184,1154,525,26,11,11,23,12,198,65,Matches
162,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-080,2003,15.1,996,136,552,425,29,9,996,9,6,66.7,0,0.0,642,3263,1752,5,5,1,5,5,711,4,Matches
163,Marco Asensio,es ESP,"MF,FW",Aston Villa,eng Premier League,29-103,1996,6.0,287,4,26,119,147,24,285,14,7,50.0,5,35.7,177,1018,500,16,18,4,6,8,200,26,Matches
164,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,29-103,1996,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49,Matches
165,Kristjan Asllani,al ALB,MF,Inter,it Serie A,23-056,2002,9.0,906,22,208,554,146,8,905,5,0,0.0,4,80.0,592,2681,1092,7,13,1,5,1,724,18,Matches
166,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-276,1987,17.5,930,4,69,464,409,60,924,23,12,52.2,8,34.8,651,3187,1463,45,35,12,34,16,783,124,Matches
167,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21-166,2003,12.5,682,7,49,268,373,40,682,56,26,46.4,21,37.5,446,3025,1465,54,29,23,36,14,508,110,Matches
168,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24-316,2000,24.9,1565,63,333,671,571,74,1565,72,27,37.5,43,59.7,767,4912,2828,89,68,22,56,34,965,197,Matches
169,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,20-017,2005,0.9,69,2,12,35,23,6,69,4,3,75.0,1,25.0,42,269,147,4,2,1,6,3,41,14,Matches
170,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19-252,2005,29.7,1375,110,440,737,216,48,1375,46,14,30.4,27,58.7,713,4632,2162,40,34,8,55,22,858,36,Matches
171,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,22-110,2003,12.2,711,19,111,369,246,33,711,54,24,44.4,26,48.1,451,2869,1088,29,24,9,32,18,513,68,Matches
172,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22-344,2002,23.6,1124,867,1115,10,0,0,1124,0,0,,0,,645,3422,1729,0,0,0,0,0,651,0,Matches
173,Emil Audero,id IDN,GK,Como,it Serie A,28-106,1997,8.0,269,219,268,1,0,0,269,0,0,,0,,177,821,476,0,0,0,0,0,162,0,Matches
174,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,30-247,1994,27.3,1741,90,594,640,528,10,1741,40,23,57.5,16,40.0,816,3927,2089,54,33,2,25,16,936,106,Matches
175,Carlos Augusto,br BRA,DF,Inter,it Serie A,26-117,1999,17.0,1281,75,419,611,261,38,1281,12,7,58.3,5,41.7,751,3821,1766,28,25,3,18,11,891,77,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
176,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-156,2000,16.1,1297,102,429,705,166,40,1297,13,2,15.4,9,69.2,886,5142,2459,30,25,2,13,5,1008,41,Matches
177,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,26-116,1999,1.0,36,30,36,0,0,0,36,0,0,,0,,22,104,46,0,0,0,0,0,16,0,Matches
178,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,31-087,1994,7.5,323,7,34,131,163,34,323,11,5,45.5,5,45.5,173,767,334,12,7,4,23,7,216,48,Matches
179,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-265,1997,4.5,166,5,16,78,73,21,166,9,4,44.4,5,55.6,89,390,183,6,5,2,19,19,112,20,Matches
180,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-210,2003,19.3,1103,52,243,560,316,43,1103,41,17,41.5,15,36.6,581,3004,1389,30,25,6,32,21,712,59,Matches
181,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-105,1997,5.9,175,5,17,86,72,18,175,2,2,100.0,0,0.0,84,461,141,5,6,3,18,5,119,28,Matches
182,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-138,1989,14.0,344,21,44,181,126,38,344,12,4,33.3,7,58.3,148,590,150,4,3,3,25,25,206,39,Matches
183,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-235,1991,0.2,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,0,1,9,1,Matches
184,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-235,1991,15.8,708,18,92,356,282,49,707,59,23,39.0,30,50.8,425,2885,1281,42,31,9,52,34,474,77,Matches
185,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-306,2001,14.7,1044,46,233,579,240,15,1041,19,4,21.1,10,52.6,518,2340,877,10,11,2,20,19,677,24,Matches
186,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,24-024,2001,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1,Matches
187,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18-336,2006,7.5,382,27,139,189,65,6,382,28,14,50.0,9,32.1,171,1015,628,13,5,1,24,10,178,20,Matches
188,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-336,2006,0.2,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2,Matches
189,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-249,1989,8.2,653,36,194,351,110,8,653,2,1,50.0,1,50.0,364,1603,1099,11,15,1,6,0,450,13,Matches
190,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-293,1994,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26,Matches
191,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-340,2001,0.1,6,0,2,4,0,0,6,0,0,,0,,4,25,6,0,0,0,0,0,5,0,Matches
192,Papa Ba,es ESP,MF,Girona,es La Liga,20-234,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2,Matches
193,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-337,2000,13.1,423,4,46,144,248,52,423,37,11,29.7,21,56.8,270,1674,847,35,17,13,27,18,297,120,Matches
194,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19-319,2005,0.3,14,1,4,10,0,0,14,0,0,,0,,5,25,1,0,0,0,0,0,5,0,Matches
195,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-143,2002,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5,Matches
196,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,25-023,2000,27.2,1984,262,1204,745,49,17,1984,20,15,75.0,2,10.0,1090,5325,2682,10,9,0,17,7,1370,4,Matches
197,Milan Badelj,hr CRO,MF,Genoa,it Serie A,36-068,1989,15.6,973,56,255,599,125,13,973,19,9,47.4,8,42.1,470,1830,747,7,7,1,19,11,632,14,Matches
198,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-039,2001,3.7,336,31,138,186,13,0,336,1,0,0.0,1,100.0,177,660,340,3,5,0,1,0,247,2,Matches
199,Alex Baena,es ESP,MF,Villarreal,es La Liga,23-288,2001,25.2,1406,18,183,565,692,76,1405,52,19,36.5,26,50.0,796,4890,2822,80,81,12,37,29,917,136,Matches
200,Juma Bah,sl SLE,DF,Valladolid,es La Liga,19-023,2006,9.6,523,85,321,194,10,8,523,4,3,75.0,1,25.0,265,1091,459,0,1,0,3,5,316,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
201,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,19-023,2006,4.6,312,56,162,140,11,5,312,3,3,100.0,0,0.0,174,717,286,3,1,0,2,2,167,1,Matches
202,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-268,1997,12.6,539,18,76,155,318,69,539,57,22,38.6,24,42.1,344,2540,1334,57,22,33,35,25,386,121,Matches
203,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,31-022,1994,6.9,394,57,196,186,13,5,394,3,3,100.0,0,0.0,200,1048,519,1,4,0,6,1,251,0,Matches
204,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-250,1999,10.4,304,11,27,131,147,50,304,8,2,25.0,6,75.0,143,644,288,15,4,9,18,7,217,42,Matches
205,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,20-194,2004,9.3,504,30,132,304,74,6,504,19,9,47.4,6,31.6,217,1031,468,7,8,0,18,5,261,7,Matches
206,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-023,1991,6.8,182,5,13,73,98,29,182,5,1,20.0,3,60.0,91,427,238,8,4,6,21,9,127,36,Matches
207,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-318,2000,0.2,10,0,2,5,3,0,10,0,0,,0,,6,23,15,0,0,0,0,0,7,1,Matches
208,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24-318,2000,12.1,734,12,96,316,326,32,734,21,11,52.4,9,42.9,418,2031,1075,41,19,7,18,10,528,115,Matches
209,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,17-155,2007,0.2,15,0,4,6,5,0,15,1,0,0.0,1,100.0,9,49,23,0,1,0,0,1,14,0,Matches
210,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,27-026,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,Matches
211,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,27-026,1998,13.0,731,30,143,325,269,28,731,23,16,69.6,5,21.7,342,1549,760,19,16,3,25,13,456,89,Matches
212,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,22-251,2002,25.9,1293,19,161,535,619,70,1293,114,46,40.4,56,49.1,818,5392,2733,100,67,38,54,32,951,225,Matches
213,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,22-042,2003,8.8,450,5,41,181,238,37,450,38,16,42.1,21,55.3,274,1831,909,35,28,9,16,8,318,57,Matches
214,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-198,2003,23.1,1548,35,277,751,545,40,1548,105,42,40.0,43,41.0,967,6142,3207,98,64,12,42,26,1108,231,Matches
215,Keita Baldé,sn SEN,FW,Monza,it Serie A,30-057,1995,5.2,192,0,8,107,79,10,192,13,4,30.8,6,46.2,149,928,478,14,12,2,15,11,171,23,Matches
216,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-121,2004,25.7,1506,84,361,891,293,11,1506,51,30,58.8,18,35.3,857,5000,2564,40,40,3,36,35,913,26,Matches
217,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-098,1999,22.3,2523,179,960,1511,70,16,2523,25,18,72.0,7,28.0,1577,7144,4574,12,15,2,18,13,1997,4,Matches
218,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-123,1992,10.0,560,31,197,253,115,6,560,4,2,50.0,1,25.0,234,744,315,7,5,2,9,2,272,15,Matches
219,Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,28-121,1997,4.3,252,14,83,128,45,1,252,11,3,27.3,6,54.5,125,693,384,10,7,0,7,8,137,12,Matches
220,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-332,2002,20.7,1150,239,697,435,22,7,1150,0,0,,0,,605,2676,1392,7,3,0,9,1,689,1,Matches
221,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-305,2001,6.8,220,0,6,91,126,51,220,18,4,22.2,12,66.7,143,889,408,21,12,12,33,13,178,73,Matches
222,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-265,1990,0.7,23,1,4,7,12,1,23,0,0,,0,,10,46,23,0,1,0,1,0,16,5,Matches
223,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-009,1990,16.8,743,90,411,308,26,3,743,2,2,100.0,0,0.0,408,1532,641,1,2,0,3,4,468,3,Matches
224,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,29-039,1996,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71,Matches
225,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-208,2004,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
226,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,21-080,2004,0.3,31,0,2,11,19,1,31,4,1,25.0,3,75.0,20,134,69,3,2,1,3,0,22,8,Matches
227,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-095,2001,6.4,236,5,37,90,115,20,236,27,9,33.3,14,51.9,158,1544,830,26,10,17,16,8,159,41,Matches
228,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,25-023,2000,4.5,266,12,75,171,24,0,266,1,1,100.0,0,0.0,148,750,352,1,2,0,4,6,167,4,Matches
229,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-145,1993,14.8,924,160,602,308,19,6,924,4,2,50.0,0,0.0,489,2094,942,6,1,0,3,3,626,3,Matches
230,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-154,2006,3.1,229,23,94,124,14,2,229,1,0,0.0,1,100.0,123,580,253,2,5,0,2,1,129,3,Matches
231,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-220,2001,1.1,45,2,11,11,24,6,45,7,2,28.6,3,42.9,22,141,59,3,1,3,0,2,25,8,Matches
232,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,18-061,2007,0.1,6,1,2,2,2,0,6,1,0,0.0,0,0.0,3,6,1,0,0,0,1,0,3,0,Matches
233,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-152,1994,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5,Matches
234,Federico Barba,it ITA,DF,Como,it Serie A,31-245,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5,Matches
235,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-285,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,124,546,254,4,4,0,6,4,142,13,Matches
236,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20-285,2004,11.1,752,41,273,327,160,14,752,18,8,44.4,9,50.0,402,1423,674,11,15,2,20,9,491,46,Matches
237,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-244,2002,22.8,1210,11,79,371,771,208,1210,130,32,24.6,89,68.5,806,5602,3370,131,60,91,63,19,963,351,Matches
238,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-179,2000,19.5,1305,82,435,613,276,32,1305,47,21,44.7,25,53.2,695,3927,2223,47,33,9,26,12,780,92,Matches
239,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-086,1997,26.0,1913,40,296,1041,597,40,1913,54,22,40.7,25,46.3,1295,6490,2939,62,46,8,27,40,1493,124,Matches
240,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-248,2000,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0,Matches
241,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32-175,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0,Matches
242,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,28-033,1997,2.9,151,1,22,40,90,14,151,13,5,38.5,7,53.8,88,735,334,19,9,3,16,4,97,35,Matches
243,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-150,1993,6.3,446,16,70,265,117,18,446,11,8,72.7,3,27.3,263,1433,657,15,14,2,7,8,314,10,Matches
244,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-348,1998,0.8,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6,Matches
245,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-146,1997,15.7,676,15,82,225,374,102,676,56,21,37.5,28,50.0,471,3503,2026,74,38,41,24,18,538,159,Matches
246,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-347,2001,21.2,1379,60,325,889,176,14,1379,29,11,37.9,14,48.3,663,2876,1356,19,16,0,19,16,916,15,Matches
247,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-128,2001,11.9,651,9,92,234,338,54,651,57,22,38.6,33,57.9,414,2642,1117,39,22,17,43,22,462,129,Matches
248,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-323,2003,24.6,1704,50,394,971,349,26,1704,42,25,59.5,14,33.3,1058,4936,2234,27,32,5,45,22,1244,62,Matches
249,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-195,2002,24.3,591,21,42,233,328,120,590,45,15,33.3,23,51.1,327,2111,1015,42,33,24,81,24,454,115,Matches
250,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,19-126,2005,0.6,39,2,10,11,19,1,39,2,0,0.0,2,100.0,21,88,45,2,1,0,0,0,22,11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
251,Marc Bartra,es ESP,DF,Betis,es La Liga,34-109,1991,19.5,1270,191,743,473,63,17,1270,12,6,50.0,6,50.0,680,3225,2114,7,13,0,8,5,764,1,Matches
252,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-226,1996,35.0,1898,327,1149,689,68,33,1898,5,4,80.0,0,0.0,884,4528,2430,13,9,0,13,1,1087,5,Matches
253,Daniele Baselli,it ITA,MF,Como,it Serie A,33-053,1992,0.2,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0,Matches
254,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-124,1999,32.2,2317,308,1127,1090,124,19,2317,31,14,45.2,10,32.3,1487,7627,4539,36,18,5,32,8,1620,15,Matches
255,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-295,2005,0.0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,Matches
256,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-021,1999,24.8,2273,168,742,1110,432,27,2273,16,7,43.8,5,31.3,1524,7771,4689,58,68,5,24,5,1690,77,Matches
